地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,18.3,9.3,9.6,62.9
利島村,Toshima,33.9,5.3,26.5,34.3
新島村,Niijima,26,20.4,34.4,19.2
神津島村,Kozushima,22,15.1,52,10.9
三宅村,Miyake,21.3,7.6,2.6,68.6
御蔵島村,Mikurajima,31.8,8.6,15.9,43.6
八丈町,Hachijo,25,7.8,20.7,46.5
青ヶ島村,Aogashima,52.2,18.2,4.6,25.1
小笠原村,Ogasawara,44.5,37.8,12.1,5.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
