区分,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
H19(2007),24.7,3.7,3.8,1.8,8.1,5.5,1.5,48.7,2.2
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
