地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,24.3,9.4,10.2,56.1
利島村,Toshima,39.6,4.9,26.7,28.8
新島村,Niijima,30.1,22,32,15.9
神津島村,Kozushima,26.7,14.8,50.3,8.1
三宅村,Miyake,28.3,7.5,2.7,61.5
御蔵島村,Mikurajima,42.4,7.7,16,33.9
八丈町,Hachijo,33.5,7.4,20.5,38.6
青ヶ島村,Aogashima,60.5,16.1,3.5,20
小笠原村,Ogasawara,51.3,33,11.3,4.4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
