区分,BP／公共構成比(%),BC／商業構成比(%),BR／住宅構成比(%),BI／工業構成比(%),BA／農業構成比(%),,,,
H19(2007),18.4,13.9,55.9,7.1,4.7,,,,
H24(2012),19.4,14.5,52.8,8.4,4.8,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
