一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
560,多摩市一ﾉ宮4-40,35.651226,139.438278,JGD2011,府中相模原線（野猿街道）,c,2009-12-02,2009-12-08,4,8,4.0 ,1.2,67,63
561,多摩市貝取5,35.612305,139.440384,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2,67,64
562,多摩市関戸4-10,35.647438,139.452744,JGD2011,府中町田線（鎌倉街道）,c,2009-12-02,2009-12-08,4,7,4.0 ,1.2,70,68
563,多摩市鶴牧1-1,35.625404,139.421799,JGD2011,小山乞田線（多摩ニュータウン通り）,c,2009-12-02,2009-12-08,4,4,3.5 ,1.2,67,61
564,多摩市乞田712,35.631371,139.436386,JGD2011,小山乞田線（多摩ニュータウン通り）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2,68,65
565,多摩市関戸5-12,35.641865,139.450806,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,5,4.0 ,1.2,67,63
566,多摩市永山2-26,35.625298,139.442551,JGD2011,府中町田線（鎌倉街道）,b,2009-12-02,2009-12-08,4,4,3.5 ,1.2,67,63
567,多摩市一ﾉ宮1-27,35.651836,139.438416,JGD2011,府中相模原線（川崎街道）,c,2009-12-02,2009-12-08,4,5,5.0 ,1.2,69,65
568,多摩市和田1837,35.646501,139.436155,JGD2011,府中相模原線（野猿街道）,b,2009-12-02,2009-12-08,4,4,4.0 ,1.2,66,62
569,多摩市南野3-15,35.612259,139.414017,JGD2011,町田日野線（尾根幹線）,b,2009-12-02,2009-12-08,4,2,5.5 ,1.2,64,60
