一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
51,港区芝浦3丁目11,35.642895,139.749969,JGD2011,日本橋芝浦大森線,C,2009-11-26,2009-11-27,4,4,5.1 ,1.2 ,71,68
52,港区海岸1丁目7,35.655045,139.760864,JGD2011,日本橋芝浦大森線／高速都心環状線,C,2009-11-26,2009-11-27,4,10,5.1 ,1.2 ,73,71
53,港区港南3丁目9,35.632515,139.751373,JGD2011,日本橋芝浦大森線／高速1号羽田線,C,2009-11-26,2009-11-27,4,10,5.7 ,1.2 ,73,72
54,港区北青山1丁目1,35.673969,139.722565,JGD2011,環状3号線,A,2009-11-10,2009-11-11,4,4,4.5 ,1.2 ,68,65
55,港区六本木3丁目18,35.661671,139.737549,JGD2011,高輪麻布線／高速都心環状線,C,2009-11-10,2009-11-11,4,8,5.2 ,1.2 ,72,71
57,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2010-02-23,2010-02-26,4,4,0.4 ,1.2 ,74,73
58,新宿区下落合3-18,35.722824,139.704117,JGD2011,都道千代田練馬田無線(目白通り),c,2010-03-02,2010-03-05,4,2,0.5 ,1.2 ,72,71
59,新宿区西落合4-3,35.727287,139.680771,JGD2011,都道千代田練馬田無線(目白通り),b,2010-03-02,2010-03-05,4,4,0.4 ,1.2 ,74,74
60,新宿区西早稲田1-13,35.711437,139.721130,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-03-02,2010-03-05,4,4,0.4 ,1.2 ,72,71
61,新宿区中落合1-3,35.716949,139.692093,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-03-02,2010-03-05,4,4,0.5 ,1.2 ,74,73
62,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-02-23,2010-02-26,4,1,0.3 ,1.2 ,66,64
63,新宿区西早稲田1-4,35.709278,139.717209,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-03-02,2010-03-05,4,4,0.5 ,1.2 ,69,67
64,新宿区高田馬場4-13,35.712811,139.700867,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-03-02,2010-03-05,4,2,0.4 ,1.2 ,71,72
65,新宿区西早稲田2-14,35.708271,139.711517,JGD2011,都道飯田橋石神井新座線補(諏訪通り),b,2010-03-02,2010-03-05,4,4,0.3 ,1.2 ,68,66
66,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2010-02-23,2010-02-26,4,2,0.4 ,1.2 ,66,64
67,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2010-02-23,2010-02-26,4,4,0.4 ,1.2 ,69,68
68,新宿区新宿5-16,35.692585,139.706238,JGD2011,都道新宿両国線(靖国通り),c,2010-02-23,2010-02-26,4,10,0.4 ,1.2 ,70,67
69,新宿区西新宿8-14,35.695782,139.692017,JGD2011,都道東京所沢線(青梅街道),c,2010-03-02,2010-03-05,4,4,5.2 ,1.2 ,67,66
71,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2010-02-23,2010-02-26,4,4,0.5 ,1.2 ,69,66
72,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2010-02-23,2010-02-26,4,4,0.4 ,1.2 ,68,66
73,新宿区高田馬場2-1,35.711758,139.709824,JGD2011,都道芝新宿王子線(明治通り),c,2010-03-02,2010-03-05,4,4,0.4 ,1.2 ,74,75
75,新宿区大久保3-1,35.704975,139.707657,JGD2011,都道芝新宿王子線(明治通り),c,2010-03-02,2010-03-05,4,4,0.3 ,1.2 ,76,75
76,新宿区西早稲田2丁目14,35.708271,139.711517,JGD2011,飯田橋石神井新座線,B,2010-03-08,2010-03-09,4,4,3.5 ,1.2 ,67,61
77,新宿区余丁町3,35.695190,139.716339,JGD2011,新宿両国線,C,2010-03-08,2010-03-09,4,4,6.0 ,1.2 ,64,62
78,新宿区本塩町9,35.688644,139.729568,JGD2011,外濠環状線,C,2010-03-08,2010-03-09,4,5,7.5 ,1.2 ,67,62
80,文京区関口1丁目20,35.709316,139.733521,JGD2011,千代田練馬田無線(2)／高速5号池袋線,C,2009-11-25,2009-11-26,4,9,5.4 ,1.2 ,69,68
81,文京区弥生1丁目1,35.716991,139.760361,JGD2011,環状3号線（2）,A,2009-11-25,2009-11-26,4,2,3.5 ,1.2 ,69,67
82,文京区白山3丁目6,35.720833,139.740570,JGD2011,小石川西巣鴨線,C,2009-11-25,2009-11-26,4,2,6.1 ,1.2 ,67,64
