一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
134,品川区西五反田6-6,35.623085,139.717300,JGD2011,都道東京丸子横浜線（中原街道）,c,2009-05-12,2009-05-15,4,6,5.2 ,3.6,69,66
135,品川区八潮5-8,35.597027,139.751862,JGD2011,国道３５７号（湾岸道路）,b,2009-06-09,2009-06-12,3,4,35.0 ,1.2,62,60
136,品川区上大崎2-13,35.634651,139.717880,JGD2011,都道白金台等々力線（目黒通り）,c,2009-07-07,2009-07-10,4,5,5.0 ,1.5,68,66
137,品川区北品川3-10,35.616417,139.737625,JGD2011,都道環状六号線（山手通り）,c,2009-09-08,2009-09-11,4,4,5.5 ,2.3,67,64
138,品川区旗の台1-11,35.607334,139.702728,JGD2011,都道東京丸子横浜線（中原街道）,c,2009-10-20,2009-10-23,4,4,4.2 ,3,71,68
139,品川区上大崎3-14,35.632114,139.720078,JGD2011,都道北品川四谷線,b,2009-11-26,2009-12-02,4,5,7.4 ,1.7,70,67
140,品川区上大崎3-14,35.632114,139.720078,JGD2011,首都高速２号目黒線,b,2009-11-26,2009-12-02,2,4,15.0 ,8,70,66
141,品川区東大井3-18,35.600006,139.738266,JGD2011,国道１５号（第一京浜）,c,2009-12-15,2009-12-18,3,4,2.5 ,1.5,73,70
142,品川区東中延2-5,35.607838,139.713608,JGD2011,国道１号,c,2010-01-19,2010-01-22,3,6,2.7 ,2.7,73,70
143,品川区東品川3-1,35.616982,139.746597,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2010-02-02,2010-02-05,4,6,5.0 ,2.2,72,69
144,品川区荏原6-19,35.611637,139.705612,JGD2011,東京丸子横浜線,C,2009-10-27,2009-10-28,4,4,6.3 ,1.2,71,69
145,品川区上大崎1-23,35.632809,139.721313,JGD2011,北品川四谷線／高速2号目黒線,B,2009-10-27,2009-10-28,4,10,5.9 ,1.2,69,67
146,品川区東大井5-11,35.606873,139.738052,JGD2011,鮫洲大山線,C,2009-10-27,2009-10-28,4,2,3.5 ,1.2,70,66
