一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
83,文京区千駄木3丁目34,35.725880,139.763107,JGD2011,秋葉原雑司ヶ谷線,C,2009-11-25,2009-11-26,4,2,4.9 ,1.2 ,71,70
84,文京区湯島3丁目13,35.704529,139.769531,JGD2011,神田白山線（2）,C,2009-12-01,2009-12-02,4,4,3.3 ,1.2 ,69,67
85,文京区千駄木3丁目48,35.729694,139.762695,JGD2011,駒込宮地線,C,2009-11-25,2009-11-26,4,4,5.9 ,1.2 ,70,67
86,文京区千駄木5丁目41,35.728130,139.757050,JGD2011,白山小台線,C,2009-11-25,2009-11-26,4,2,3.8 ,1.2 ,65,62
88,台東区台東1丁目34,35.702209,139.778748,JGD2011,都道315号御徒町小岩線(蔵前橋通り),c,2010-01-26,2010-01-29,4,4,4.6 ,1.2 ,71,69
91,台東区台東1丁目34,35.702209,139.778748,JGD2011,都道315号,C,2010-01-26,2010-01-27,4,4,4.6 ,1.2 ,70,69
95,墨田区東向島3-17,35.725143,139.814987,JGD2011,王子千住南砂線(明治通り),c,2009-09-14,2009-09-18,4,4,4.0 ,1.2 ,71,70
96,墨田区東向島6-6,35.721504,139.819626,JGD2011,王子千住南砂線(明治通り),c,2009-09-14,2009-09-18,4,4,4.0 ,2.0 ,69,67
99,墨田区横網2-3,35.699745,139.796921,JGD2011,横網町公園 御徒町小岩線(蔵前橋通り),b,2009-10-19,2009-10-23,4,4,3.0 ,1.2 ,70,66
100,墨田区太平1-1,35.700741,139.808640,JGD2011,法恩寺橋児童遊園 御徒町小岩線(蔵前橋通り),c,2009-10-19,2009-10-23,4,4,3.0 ,1.2 ,70,67
101,墨田区菊川3-16,35.688679,139.806351,JGD2011,環状3号線(三ツ目通り),c,2009-10-26,2009-10-30,4,4,3.0 ,1.2 ,69,69
102,墨田区石原1丁目1,35.698833,139.797623,JGD2011,上野月島線,C,2009-12-08,2009-12-09,4,4,4.9 ,1.2 ,66,63
103,墨田区石原4丁目26,35.700996,139.806839,JGD2011,御徒町小岩線,C,2009-12-08,2009-12-09,4,4,3.7 ,1.2 ,70,68
104,墨田区業平3丁目4,35.706112,139.813980,JGD2011,深川吾嬬線,C,2009-12-08,2009-12-09,4,4,4.8 ,1.2 ,69,66
105,墨田区向島2丁目13,35.715195,139.808823,JGD2011,吾妻橋伊興町線,B,2009-12-08,2009-12-09,4,6,5.5 ,1.2 ,65,62
106,墨田区堤通1丁目18,35.726112,139.812149,JGD2011,吾妻橋伊興町線,C,2009-12-08,2009-12-09,4,4,2.0 ,1.2 ,69,65
107,墨田区業平5丁目9,35.707909,139.817413,JGD2011,本郷亀戸線,C,2009-12-08,2009-12-09,4,4,2.2 ,1.2 ,70,65
108,墨田区業平1丁目12,35.708679,139.809845,JGD2011,本郷亀戸線,C,2009-12-08,2009-12-09,4,6,5.4 ,1.2 ,65,62
109,墨田区緑3丁目10,35.694279,139.805237,JGD2011,環状三号線,C,2009-12-08,2009-12-09,4,4,2.7 ,1.2 ,72,70
110,江東区亀戸4-14,35.701527,139.828720,JGD2011,都道放射14号（蔵前橋通り）,b,2009-10-20,2009-10-21,4,4,4.0 ,1.5 ,72,69
112,江東区住吉2-28,35.688477,139.818192,JGD2011,都道放射31号（新大橋通り）,b,2009-05-25,2009-05-26,4,4,5.0 ,3.5 ,66,64
113,江東区大島3-16,35.689991,139.830032,JGD2011,都道放射31号（新大橋通り）,c,2009-05-20,2009-05-21,4,4,3.5 ,2.0 ,65,60
114,江東区北砂4-13,35.677395,139.829285,JGD2011,都道補助111号（清洲橋通り）,c,2009-05-12,2009-05-13,4,4,3.0 ,1.5 ,69,65
115,江東区南砂4-4,35.674950,139.827621,JGD2011,都道放射29号（葛西橋通り）,c,2009-05-11,2009-05-12,4,4,3.0 ,2.0 ,73,72
116,江東区永代2-31,35.673653,139.792633,JGD2011,都道放射16号（永代通り）,c,2009-06-10,2009-06-11,4,6,5.0 ,1.5 ,68,65
117,江東区東陽3-27,35.670174,139.815643,JGD2011,都道放射16号（永代通り）,c,2009-06-08,2009-06-09,4,6,6.0 ,1.7 ,69,67
118,江東区平野1-2,35.678173,139.798935,JGD2011,都道補助110号（清澄通り）,c,2009-05-27,2009-05-28,4,4,3.5 ,1.5 ,69,67
120,江東区森下4-9,35.685005,139.805496,JGD2011,都道環状3号（三ツ目通り）,c,2009-05-26,2009-05-27,4,4,3.0 ,1.5 ,69,67
