一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
202,渋谷区笹塚3丁目3,35.678726,139.669754,JGD2011,鮫洲大山線,B,2009-12-08,2009-12-09,4,2,3.5 ,1.2 ,68,68
203,中野区大和町1-12,35.712528,139.653717,JGD2011,都道環状７号線(環七通り),c,2009-12-15,2009-12-16,4,4,4.5 ,1.2 ,78,77
204,中野区江原町3-5,35.730846,139.675552,JGD2011,都道千代田練馬田無線(目白通り),c,2009-12-15,2009-12-16,4,4,4.1 ,1.2 ,70,70
205,中野区本町4-18,35.696976,139.672409,JGD2011,都道東京所沢線(青梅街道),c,2009-12-15,2009-12-16,4,4,4.2 ,1.2 ,68,68
206,中野区中野2-17,35.702869,139.669495,JGD2011,都道神楽坂高円寺線(大久保通り),c,2009-12-15,2009-12-16,4,2,1.9 ,1.2 ,67,65
207,中野区中野5-68,35.709263,139.665207,JGD2011,都道鮫洲大山線(中野通り),c,2009-12-15,2009-12-16,4,3,3.5 ,1.2 ,68,68
208,中野区弥生町4-20,35.686672,139.671631,JGD2011,都道新宿国立線(方南通り),c,2009-12-15,2009-12-16,4,2,4.5 ,1.2 ,64,62
209,中野区江古田4-3,35.724350,139.665359,JGD2011,都道落合井草線(新青梅街道),c,2009-12-15,2009-12-16,4,2,3.1 ,1.2 ,70,69
210,中野区上鷺宮3-17,35.735073,139.631134,JGD2011,都道椎名町上石神井線(千川通り),c,2009-12-15,2009-12-16,4,2,2.8 ,1.2 ,70,67
211,中野区白鷺2-35,35.719379,139.636078,JGD2011,都道瀬田貫井線(中杉通り),c,2010-01-13,2010-01-14,4,2,1.1 ,1.2 ,68,66
212,中野区中野5-4,35.709061,139.672165,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2009-12-15,2009-12-16,4,2,3.0 ,1.2 ,70,67
213,中野区中央2-18,35.700245,139.682617,JGD2011,都道環状６号線(山手通り),c,2009-12-15,2009-12-16,4,4,6.0 ,1.2 ,65,62
215,中野区上鷺宮3-17-4,35.734886,139.631210,JGD2011,椎名町上石神井線,C,2010-01-13,2010-01-14,4,2,2.8 ,1.2 ,70,68
216,中野区白鷺2-35-12,35.719250,139.636246,JGD2011,瀬田貫井線,C,2009-12-15,2009-12-16,4,2,1.1 ,1.2 ,68,66
217,中野区上鷺宮1-7-35,35.727757,139.639069,JGD2011,瀬田貫井線,C,2009-12-15,2009-12-16,4,2,2.5 ,1.2 ,65,63
218,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状7号線,c,2009-12-08,2009-12-11,4,6,6.9 ,1.2 ,71,69
219,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状7号線,c,2009-05-12,2009-05-15,4,6,5.7 ,1.3 ,74,73
220,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状7号線,c,2009-05-19,2009-05-22,4,6,2.8 ,1.3 ,70,69
221,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状8号線,b,2009-06-30,2009-07-03,4,4,3.7 ,1.3 ,74,72
222,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状8号線,c,2010-01-12,2010-01-15,4,4,2.8 ,1.2 ,72,70
223,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状8号線,b,2009-06-23,2009-06-26,4,4,3.6 ,1.3 ,75,75
225,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射5号線）,b,2009-09-15,2009-09-18,4,6,4.5 ,1.2 ,70,68
226,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射5号線）,b,2009-09-29,2009-10-02,4,2,8.7 ,1.3 ,65,65
227,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-06,2009-10-09,4,4,4.0 ,1.3 ,72,71
228,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-20,2009-10-23,4,4,5.8 ,1.2 ,70,69
229,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-27,2009-10-30,4,4,4.7 ,1.2 ,71,70
230,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2009-11-03,2009-11-06,4,4,2.9 ,1.2 ,72,71
231,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2009-11-10,2009-11-13,4,4,4.1 ,1.4 ,71,69
