一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
147,目黒区下目黒2-20,35.632893,139.709885,JGD2011,都道白金台町等々力線（目黒通り）,c,2009-11-18,2009-12-03,4,5,3.5 ,1.2,72,71
148,目黒区碑文谷2-1,35.624920,139.688843,JGD2011,都道白金台町等々力線（目黒通り）,c,2009-11-18,2009-12-03,4,5,3.2 ,1.2,73,72
149,目黒区八雲2-9,35.615467,139.670166,JGD2011,都道白金台町等々力線（目黒通り）,b,2009-11-18,2009-12-03,4,5,4.3 ,1.2,70,68
150,目黒区中目黒3-9,35.639465,139.701340,JGD2011,都道環状６号線（山手通り）,c,2009-11-18,2009-12-03,4,4,5.5 ,1.2,68,66
151,目黒区東が丘1-6,35.626427,139.670532,JGD2011,古川橋二子玉川線（駒沢通り）,b,2009-11-18,2009-12-03,4,2,2.3 ,1.2,67,65
152,目黒区青葉台1-4,35.649414,139.697433,JGD2011,都道環状６号線（旧山手通り）,a,2009-11-18,2009-12-03,4,4,3.6 ,1.2,68,67
153,目黒区大橋2-24,35.651142,139.684937,JGD2011,国道246号線,C,2009-12-08,2009-12-09,3,10,4.7 ,1.2,74,74
154,目黒区八雲1-12,35.617100,139.672684,JGD2011,白金台町等々力線／高速3号渋谷線,B,2009-12-08,2009-12-09,4,6,4.5 ,1.2,69,67
155,目黒区東山1-4,35.646935,139.694885,JGD2011,環状6号線,C,2009-12-08,2009-12-09,4,4,5.7 ,1.2,77,77
156,目黒区柿の木坂2-4,35.625145,139.677933,JGD2011,環状7号線,B,2009-12-08,2009-12-09,4,6,3.9 ,1.2,71,69
157,目黒区五本木2-19,35.634598,139.690613,JGD2011,古川橋二子玉川線,B,2009-12-08,2009-12-09,4,2,3.4 ,1.2,69,68
158,目黒区目黒本町3-20,35.624226,139.697281,JGD2011,鮫洲大山線,B,2009-12-08,2009-12-09,4,2,3.5 ,1.2,67,66
