一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
121,江東区枝川3-3,35.658913,139.808472,JGD2011,都道環状3号（三ツ目通り）,c,2009-06-04,2009-06-05,4,6,4.0 ,1.5 ,72,70
122,江東区枝川1-8,35.657528,139.802109,JGD2011,都道環状3号（三ツ目通り）,c,2009-06-02,2009-06-03,4,6,2.7 ,1.2 ,70,65
123,江東区東陽4-11,35.673092,139.817459,JGD2011,都道放射32号（四ツ目通り）,c,2009-06-09,2009-06-10,4,4,9.0 ,1.2 ,67,64
124,江東区大島3-4,35.692505,139.826523,JGD2011,都道補助116号（明治通り）,c,2009-05-18,2009-05-19,4,4,4.1 ,1.2 ,67,65
125,江東区大島6-7,35.691402,139.834503,JGD2011,都道環状4号（丸八通り）,b,2009-05-21,2009-05-22,4,4,5.1 ,2.0 ,65,61
126,江東区東砂2-12,35.683624,139.844009,JGD2011,都道補助144号（番所橋通り）,b,2009-05-13,2009-05-14,4,4,4.5 ,2.1 ,69,63
129,江東区千田16,35.682106,139.816254,JGD2011,深川吾嬬町線,C,2009-11-09,2009-11-10,4,4,2.0 ,1.2 ,67,63
130,江東区平野3丁目5,35.678860,139.806534,JGD2011,環状3号線,C,2009-11-09,2009-11-10,4,4,6.0 ,1.2 ,69,66
132,江東区豊洲3丁目4,35.657047,139.798447,JGD2011,環状3号線,C,2009-11-09,2009-11-10,4,6,10.0 ,1.2 ,67,63
134,品川区西五反田6-6,35.623085,139.717300,JGD2011,都道東京丸子横浜線（中原街道）,c,2009-05-12,2009-05-15,4,6,5.2 ,3.6 ,69,66
136,品川区上大崎2-13,35.634651,139.717880,JGD2011,都道白金台等々力線（目黒通り）,c,2009-07-07,2009-07-10,4,5,5.0 ,1.5 ,68,66
137,品川区北品川3-10,35.616417,139.737625,JGD2011,都道環状六号線（山手通り）,c,2009-09-08,2009-09-11,4,4,5.5 ,2.3 ,67,64
138,品川区旗の台1-11,35.607334,139.702728,JGD2011,都道東京丸子横浜線（中原街道）,c,2009-10-20,2009-10-23,4,4,4.2 ,3.0 ,71,68
139,品川区上大崎3-14,35.632114,139.720078,JGD2011,都道北品川四谷線,b,2009-11-26,2009-12-02,4,5,7.4 ,1.7 ,70,67
143,品川区東品川3-1,35.616982,139.746597,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2010-02-02,2010-02-05,4,6,5.0 ,2.2 ,72,69
144,品川区荏原6丁目19,35.611637,139.705612,JGD2011,東京丸子横浜線,C,2009-10-27,2009-10-28,4,4,6.3 ,1.2 ,71,69
145,品川区上大崎1丁目23,35.632809,139.721313,JGD2011,北品川四谷線／高速2号目黒線,B,2009-10-27,2009-10-28,4,10,5.9 ,1.2 ,69,67
146,品川区東大井5丁目11,35.606873,139.738052,JGD2011,鮫洲大山線,C,2009-10-27,2009-10-28,4,2,3.5 ,1.2 ,70,66
147,目黒区下目黒2-20,35.632893,139.709885,JGD2011,都道白金台町等々力線（目黒通り）,c,2009-11-18,2009-12-03,4,5,3.5 ,1.2 ,72,71
148,目黒区碑文谷2-1,35.624920,139.688843,JGD2011,都道白金台町等々力線（目黒通り）,c,2009-11-18,2009-12-03,4,5,3.2 ,1.2 ,73,72
149,目黒区八雲2-9,35.615467,139.670166,JGD2011,都道白金台町等々力線（目黒通り）,b,2009-11-18,2009-12-03,4,5,4.3 ,1.2 ,70,68
150,目黒区中目黒3-9,35.639465,139.701340,JGD2011,都道環状６号線（山手通り）,c,2009-11-18,2009-12-03,4,4,5.5 ,1.2 ,68,66
151,目黒区東が丘1-6,35.626427,139.670532,JGD2011,古川橋二子玉川線（駒沢通り）,b,2009-11-18,2009-12-03,4,2,2.3 ,1.2 ,67,65
152,目黒区青葉台1-4,35.649414,139.697433,JGD2011,都道環状６号線（旧山手通り）,a,2009-11-18,2009-12-03,4,4,3.6 ,1.2 ,68,67
154,目黒区八雲1丁目12,35.617100,139.672684,JGD2011,白金台町等々力線／高速3号渋谷線,B,2009-12-08,2009-12-09,4,6,4.5 ,1.2 ,69,67
155,目黒区東山1丁目4,35.646935,139.694885,JGD2011,環状6号線,C,2009-12-08,2009-12-09,4,4,5.7 ,1.2 ,77,77
156,目黒区柿の木坂2丁目4,35.625145,139.677933,JGD2011,環状7号線,B,2009-12-08,2009-12-09,4,6,3.9 ,1.2 ,71,69
157,目黒区五本木2丁目19,35.634598,139.690613,JGD2011,古川橋二子玉川線,B,2009-12-08,2009-12-09,4,2,3.4 ,1.2 ,69,68
