一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
173,世田谷区羽根木1-6,35.664577,139.660339,JGD2011,都道環状七号線（環七通り）,c,2009-05-12,2009-05-22,4,5,4.7 ,1.2,68,68
174,世田谷区太子堂1-4,35.646374,139.677002,JGD2011,国道246号線（玉川通り）,c,2009-05-26,2009-06-05,3,6,4.4 ,1.2,73,73
175,世田谷区上馬4-2,35.634846,139.663437,JGD2011,国道246号線（玉川通り）,c,2009-11-17,2009-11-27,3,6,3.4 ,1.2,73,75
176,世田谷区野毛1-25,35.605839,139.641632,JGD2011,都道環状八号線（環八通り）,b,2009-09-08,2009-09-18,4,6,2.7 ,1.2,73,71
177,世田谷区八幡山2-10,35.660618,139.615280,JGD2011,都道環状八号線（環八通り）,b,2009-10-06,2009-10-16,4,6,4.3 ,1.2,67,66
178,世田谷区北烏山9-3,35.669880,139.594879,JGD2011,国道20号線 （甲州街道）,b,2009-12-01,2009-12-11,3,4,3.0 ,1.2,74,74
179,世田谷区等々力4-19,35.610359,139.652618,JGD2011,都道白金台町等々力線（目黒通り）,b,2009-04-14,2009-04-24,4,4,8.8 ,1.8,70,67
180,世田谷区世田谷1-11,35.641205,139.653061,JGD2011,都道世田谷町田線（世田谷通り）,c,2009-06-09,2009-06-19,4,2,3.5 ,1.2,70,68
181,世田谷区上北沢2-1,35.669216,139.617523,JGD2011,都道調布経堂停車場線（赤堤通り）,a,2009-06-23,2009-07-03,4,2,1.7 ,1.2,66,61
182,世田谷区大原1-16,35.668655,139.664810,JGD2011,都道赤坂杉並線（井の頭通り）,a,2009-07-07,2009-07-17,4,2,10.9 ,1.2,64,63
183,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状七号線（環七通り）,b,2009-12-08,2009-12-09,4,6,2.7 ,1.2,74,72
184,世田谷区太子堂2-13,35.644962,139.672821,JGD2011,国道246号線（玉川通り）,c,2009-12-08,2009-12-09,3,7,2.6 ,1.2,73,72
185,世田谷区上北沢4-31,35.670887,139.618103,JGD2011,国道20号線 （甲州街道）,c,2009-12-08,2009-12-09,3,4,4.7 ,1.2,70,69
186,世田谷区砧公園7,35.632093,139.624210,JGD2011,都道環状八号線（環八通り）,b,2009-12-15,2009-12-16,4,6,4.6 ,1.2,70,69
187,世田谷区瀬田2-31,35.618965,139.629761,JGD2011,国道246号線（玉川通り）,b,2009-12-15,2009-12-16,3,8,3.0 ,1.2,76,75
188,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線（多摩堤通り）,a,2009-12-17,2009-12-18,4,2,0.8 ,1.2,69,65
189,世田谷区松原1-39,35.669838,139.651657,JGD2011,国道20号線 （甲州街道）,c,2009-12-08,2009-12-09,3,8,3.5 ,1.2,72,71
190,世田谷区成城3-18,35.633675,139.598297,JGD2011,都道世田谷町田線（世田谷通り）,b,2009-12-15,2009-12-16,4,2,2.5 ,1.2,70,69
191,世田谷区大蔵6-8,35.626938,139.610611,JGD2011,東名高速道路,A,2009-10-28,2009-10-28,1,6,11.5 ,1.2,61,59
192,世田谷区太子堂1-4,35.646374,139.677002,JGD2011,一般国道246号／高速3号渋谷線,C,2009-10-28,2009-10-29,3,10,5.0 ,1.2,73,73
193,世田谷区瀬田2-31,35.618965,139.629761,JGD2011,一般国道246号,B,2009-10-28,2009-10-29,3,6,2.5 ,1.2,68,66
194,世田谷区上野毛2-5,35.609451,139.638748,JGD2011,一般国道466号,C,2009-10-28,2009-10-29,3,6,3.5 ,1.2,75,74
195,世田谷区玉川田園調布2-6,35.600880,139.665237,JGD2011,環状8号線,B,2009-10-28,2009-10-29,4,6,2.5 ,1.2,73,71
196,世田谷区下馬5-34,35.637367,139.683090,JGD2011,鮫洲大山線,A,2009-10-28,2009-10-29,4,2,3.8 ,1.2,63,62
197,世田谷区給田4-22,35.670319,139.589752,JGD2011,世田谷三鷹線,A,2009-10-28,2009-10-29,4,2,1.5 ,1.2,73,73
