一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
232,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2009-10-13,2009-10-16,4,2,3.0 ,1.7 ,68,65
233,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2009-11-24,2009-11-27,4,2,1.8 ,1.2 ,68,69
234,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2010-01-19,2010-01-22,4,2,3.1 ,2.3 ,68,67
235,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2009-12-01,2009-12-04,4,2,3.0 ,1.2 ,66,63
236,杉並区堀ﾉ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2010-01-26,2010-01-29,4,4,3.9 ,1.2 ,66,63
237,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2010-02-02,2010-02-05,4,2,6.9 ,1.2 ,67,67
243,杉並区高井戸東3丁目33,35.686672,139.620056,JGD2011,一般都道赤坂杉並線（井の頭通り）,B,2009-11-04,2009-11-05,4,4,2.8 ,1.2 ,72,70
244,杉並区宮前5丁目19,35.695087,139.601562,JGD2011,杉並あきるの線（井の頭通り）,B,2009-11-04,2009-11-05,4,4,3.7 ,1.2 ,71,69
245,杉並区西荻南1丁目6,35.697247,139.600800,JGD2011,杉並あきるの線（五日市街道）,B,2009-11-04,2009-11-05,4,2,2.0 ,1.2 ,69,68
246,杉並区井草4丁目22,35.728741,139.611160,JGD2011,椎名町上石神井線（千川通り）,A,2009-11-04,2009-11-05,4,2,2.5 ,1.2 ,69,66
247,杉並区井草5丁目18,35.726543,139.604767,JGD2011,椎名町上石神井線（千川通り）,A,2009-11-04,2009-11-05,4,4,4.3 ,1.2 ,62,60
248,杉並区井草2丁目8,35.725739,139.621033,JGD2011,飯田橋石神井新座線（旧早稲田通り）,A,2009-11-04,2009-11-05,4,2,1.0 ,1.2 ,65,61
254,豊島区南長崎6-1,35.728416,139.679932,JGD2011,都道８号千代田練馬田無線（目白通り）,c,2009-10-29,2009-10-30,4,4,4.3 ,1.2 ,68,68
255,豊島区高田3-20,35.714901,139.708984,JGD2011,都道８号（新目白通り）,c,2009-10-29,2009-10-30,4,6,2.7 ,1.2 ,70,69
256,豊島区目白2-5,35.720997,139.712143,JGD2011,都道305号芝浦新宿王子線（明治通り）,c,2009-10-29,2009-10-30,4,4,3.3 ,1.2 ,69,68
257,豊島区東池袋3-4,35.730648,139.717163,JGD2011,都道435号,c,2009-10-29,2009-10-30,4,6,4.5 ,1.2 ,69,66
258,豊島区北大塚3-30,35.735489,139.726135,JGD2011,都道436号小石川西巣鴨線（宮仲公園通り）,c,2009-10-27,2009-10-28,4,2,4.8 ,1.2 ,65,63
259,豊島区南大塚1-19,35.728470,139.732513,JGD2011,都道436号小石川西巣鴨線,c,2009-10-27,2009-10-28,4,4,3.6 ,1.2 ,65,61
263,豊島区南長崎6丁目1,35.728416,139.679932,JGD2011,都道8号,C,2009-10-29,2009-10-30,4,4,4.3 ,1.2 ,68,68
264,豊島区高田3丁目20,35.714901,139.708984,JGD2011,都道8号,C,2009-10-29,2009-10-30,4,6,3.2 ,1.2 ,70,69
265,豊島区目白2丁目5,35.720997,139.712143,JGD2011,都道305号,C,2009-10-29,2009-10-30,4,4,4.6 ,1.2 ,69,68
266,豊島区東池袋3丁目4,35.730648,139.717163,JGD2011,都道435号／高速5号池袋線,C,2009-10-29,2009-10-30,4,11,4.5 ,1.2 ,69,66
267,豊島区北大塚3丁目30,35.735489,139.726135,JGD2011,都道436号,C,2009-10-27,2009-10-28,4,2,4.8 ,1.2 ,65,63
268,豊島区南大塚1丁目19,35.728470,139.732513,JGD2011,都道436号,C,2009-10-27,2009-10-28,4,4,3.6 ,1.2 ,65,61
272,北区昭和町3-9,35.749084,139.751450,JGD2011,都道王子千住南砂町線(明治通り),c,2009-11-12,2009-11-13,4,4,3.8 ,1.2 ,70,66
274,北区赤羽北1-12,35.785969,139.711655,JGD2011,都道環状8号線,c,2009-11-18,2009-11-19,4,4,4.0 ,1.2 ,72,68
275,北区上十条5-4,35.764984,139.717239,JGD2011,都道環状7号線,c,2009-11-25,2009-11-26,4,4,4.7 ,1.2 ,75,74
276,北区上十条3丁目3,35.760319,139.718597,JGD2011,本郷赤羽線（2）,C,2009-12-01,2009-12-02,4,2,4.2 ,1.2 ,66,64
