項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3138,-,5029,-,778,-,36,-,1055,-,2725,-
0,0,0,0,0,調査世帯数,741,-,240,-,369,-,57,-,3,-,75,-,193,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.57,-,2.31,-,2.25,-,3.56,-,3.29,-
0,0,0,0,0,有業人員,1.29,-,0.74,-,1.6,-,1.36,-,1,-,1.38,-,2.22,-
0,0,0,0,0,世帯主平均年齢,59.2,-,66.8,-,52.8,-,68.7,-,40.7,-,59.9,-,51,-
2,2,0,0,0,生計支出,379308,-,341558,-,418052,-,306243,-,250212,-,360794,-,420276,-
2,3,0,0,0,消費支出,379308,100,341558,100,418052,100,306243,100,250212,100,360794,100,420276,100
2,4,1,0,0,食料,102250,27,94326,27.6,109398,26.2,69422,22.7,40054,16,115974,32.1,105487,25.1
2,5,1,1,0,穀類,7710,2,6729,2,8471,2,5219,1.7,3312,1.3,8839,2.4,7607,1.8
2,6,1,1,1,米類,1882,0.5,1653,0.5,1949,0.5,1659,0.5,1133,0.5,2413,0.7,1932,0.5
2,6,1,1,2,パン,2912,0.8,2391,0.7,3404,0.8,1625,0.5,1546,0.6,3063,0.8,2885,0.7
2,6,1,1,3,めん類,1608,0.4,1336,0.4,1886,0.5,1096,0.4,530,0.2,1470,0.4,1745,0.4
2,6,1,1,4,他の穀類,1308,0.3,1349,0.4,1233,0.3,840,0.3,104,0,1893,0.5,1044,0.2
2,5,1,2,0,魚介類,10743,2.8,11328,3.3,10243,2.5,7006,2.3,1332,0.5,14142,3.9,8620,2.1
2,6,1,2,1,生鮮魚介,5842,1.5,6026,1.8,5676,1.4,3331,1.1,749,0.3,7935,2.2,4894,1.2
2,6,1,2,2,塩干魚介,1671,0.4,1647,0.5,1613,0.4,1307,0.4,490,0.2,2289,0.6,1262,0.3
2,6,1,2,3,魚肉練製品,1632,0.4,1838,0.5,1478,0.4,1267,0.4,71,0,2023,0.6,1117,0.3
2,6,1,2,4,他の魚介加工品,1598,0.4,1816,0.5,1476,0.4,1101,0.4,22,0,1896,0.5,1347,0.3
2,5,1,3,0,肉類,9200,2.4,7862,2.3,10363,2.5,5316,1.7,3676,1.5,10504,2.9,9005,2.1
2,6,1,3,1,生鮮肉,7523,2,6533,1.9,8477,2,4281,1.4,2802,1.1,8312,2.3,7421,1.8
2,6,1,3,2,加工肉,1677,0.4,1329,0.4,1886,0.5,1035,0.3,875,0.3,2192,0.6,1585,0.4
2,5,1,4,0,乳卵類,4148,1.1,3767,1.1,4482,1.1,3079,1,2165,0.9,4477,1.2,3887,0.9
2,6,1,4,1,牛乳,1299,0.3,1249,0.4,1401,0.3,1102,0.4,1147,0.5,1113,0.3,1140,0.3
