項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,612,747,910,1095,932,898,917,3889,1674
0,0,0,0,0,0,0,調査世帯数,739,-,46,56,70,78,64,64,67,294,127
0,0,0,0,0,0,0,世帯人員,2.98,-,2.81,3.5,3.65,3.5,3.59,3.31,2.73,2.44,2.34
0,0,0,0,0,0,0,有業人員,1.3,-,1.43,1.51,1.5,1.52,2.03,1.67,1.63,0.8,0.53
0,0,0,0,0,0,0,世帯主平均年齢,57.9,-,31,37,41.9,46.9,52,56.9,62.1,73.7,79.8
2,2,0,0,0,0,0,生計支出,316587,-12.7,261550,312498,326568,383251,340600,361405,361443,278235,270412
2,3,0,0,0,102-981,0,消費支出,315490,-1.4,261550,312498,326568,373240,340600,361405,361443,278235,270412
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,80011,0.8,58703,78945,83973,87110,86492,91281,96856,72514,68810
2,5,1,1,0,102-160,0,穀類,6095,1.9,4286,7667,6722,7369,6602,6714,6196,5283,5239
2,6,1,1,1,102,0,米類,2005,6.1,1176,3005,1957,2488,1830,2112,1978,1843,2123
2,7,1,1,1,102,102,米,2005,6.1,1176,3005,1957,2488,1830,2112,1978,1843,2123
2,6,1,1,2,"120,　129",0,パン,2465,0.9,1792,2868,2831,2871,3140,2669,2669,2037,1808
2,7,1,1,2,"120,　129",120,食パン,737,-0.3,498,856,739,772,799,597,826,737,769
2,7,1,1,2,"120,　129",129,他のパン,1729,1.5,1293,2012,2092,2098,2342,2072,1843,1300,1040
2,6,1,1,3,130-139,0,めん類,1192,-5.5,976,1173,1443,1474,1118,1523,1156,1041,951
2,7,1,1,3,130-139,130,生うどん・そば,272,-3.2,152,248,308,293,174,338,288,285,273
2,7,1,1,3,130-139,131,乾うどん・そば,95,33.8,28,72,72,57,73,189,81,112,151
2,7,1,1,3,130-139,134,スパゲッティ,103,2,142,75,129,181,123,121,108,64,48
2,7,1,1,3,130-139,133,中華めん,286,-6.5,290,230,362,369,291,356,227,251,204
2,7,1,1,3,130-139,135,カップめん,229,-3.8,250,301,368,304,256,297,179,148,137
2,7,1,1,3,130-139,132,即席めん,125,-27.7,76,160,124,147,111,114,181,114,82
2,7,1,1,3,130-139,139,他のめん類,82,-10.9,38,88,81,124,91,106,92,68,57
2,6,1,1,4,140-160,0,他の穀類,432,11.9,343,620,491,536,513,410,394,361,357
2,7,1,1,4,140-160,140,小麦粉,62,12.7,38,228,53,55,26,67,55,47,43
2,7,1,1,4,140-160,150,もち,150,-11.8,112,145,107,192,96,143,191,161,182
2,7,1,1,4,140-160,160,他の穀類のその他,219,36,194,247,330,289,391,200,147,153,132
2,5,1,2,0,170-217,0,魚介類,5889,-3.9,2188,3183,4529,4882,4914,6558,7791,7223,7374
2,6,1,2,1,170-194,0,生鮮魚介,3502,-3.3,1252,1808,2943,2767,2799,4170,4963,4188,4405
2,7,1,2,1,170-189,0,鮮魚,3076,-3.2,1111,1623,2693,2365,2441,3580,4491,3657,3918
2,7,1,2,1,170-189,170,まぐろ,492,-1.8,104,188,295,384,334,680,686,636,654
2,7,1,2,1,170-189,172,あじ,79,9.7,44,61,59,34,71,98,129,92,93
2,7,1,2,1,170-189,173,いわし,45,73.1,22,13,63,30,19,18,48,68,58
2,7,1,2,1,170-189,174,かつお,34,-50,33,13,25,67,25,30,33,35,64
2,7,1,2,1,170-189,175,かれい,104,92.6,24,51,27,112,86,120,165,128,153
2,7,1,2,1,170-189,176,さけ,268,-22.1,156,185,170,323,241,288,356,289,243
2,7,1,2,1,170-189,177,さば,83,3.8,110,65,112,68,92,39,86,87,88
2,7,1,2,1,170-189,178,さんま,21,-16,9,33,13,25,20,7,16,25,33
2,7,1,2,1,170-189,180,たい,66,37.5,97,15,45,51,87,42,128,66,79
2,7,1,2,1,170-189,181,ぶり,297,-14.7,91,237,321,246,211,240,383,363,423
2,7,1,2,1,170-189,182,いか,139,18.8,64,28,143,112,110,181,265,147,115
2,7,1,2,1,170-189,183,たこ,91,0,13,64,107,69,128,125,96,94,76
2,7,1,2,1,170-189,185,えび,160,-24.5,37,122,132,111,103,283,289,163,106
2,7,1,2,1,170-189,186,かに,112,-28.7,24,12,91,56,85,191,15,178,174
2,7,1,2,1,170-189,189,他の鮮魚,658,12.3,222,367,614,411,500,713,1230,752,829
2,7,1,2,1,170-189,187,さしみ盛合わせ,426,-5.3,62,169,475,267,328,525,567,532,731
2,7,1,2,1,190-194,0,貝類,425,-4.5,142,185,250,402,358,590,472,531,487
2,7,1,2,1,190-194,190,あさり,69,-28.1,44,41,94,58,60,64,31,88,120
2,7,1,2,1,190-194,192,しじみ,67,86.1,13,56,30,92,65,114,60,70,63
2,7,1,2,1,190-194,191,かき(貝),175,-9.8,46,35,93,167,104,227,236,235,201
2,7,1,2,1,190-194,194,ほたて貝,97,-3,20,49,15,68,119,147,142,119,85
2,7,1,2,1,190-194,193,他の貝,17,-10.5,20,5,17,16,10,38,3,19,18
2,6,1,2,2,195-202,0,塩干魚介,1093,0,441,618,741,1002,963,946,1274,1419,1430
2,7,1,2,2,195-202,195,塩さけ,124,-5.3,29,56,53,104,96,122,109,185,195
2,7,1,2,2,195-202,196,たらこ,171,-14.9,78,76,173,187,216,203,157,183,172
2,7,1,2,2,195-202,197,しらす干し,136,3,67,116,186,86,173,99,90,165,128
2,7,1,2,2,195-202,198,干しあじ,115,27.8,26,34,92,81,74,96,118,172,167
2,7,1,2,2,195-202,200,煮干し,22,15.8,-,33,3,29,4,-,9,39,34
2,7,1,2,2,195-202,202,他の塩干魚介,525,1,241,303,233,515,400,425,790,675,734
2,6,1,2,3,203-209,0,魚肉練製品,536,-9,247,396,259,438,465,701,657,651,529
2,7,1,2,3,203-209,203,揚げかまぼこ,153,-13.1,52,101,46,134,110,206,212,194,158
2,7,1,2,3,203-209,204,ちくわ,86,-18.1,27,45,61,83,66,102,98,108,91
2,7,1,2,3,203-209,205,かまぼこ,137,-5.5,92,99,53,79,123,125,187,182,111
2,7,1,2,3,203-209,209,他の魚肉練製品,160,-1.8,76,151,98,142,167,269,160,167,168
2,6,1,2,4,210-217,0,他の魚介加工品,758,-8,248,361,586,675,687,741,897,966,1011
2,7,1,2,4,210-217,210,かつお節・削り節,75,10.3,36,39,37,56,12,100,63,114,77
2,7,1,2,4,210-217,213,魚介の漬物,247,-17.1,33,132,187,191,209,249,258,338,378
2,7,1,2,4,210-217,215,魚介のつくだ煮,85,-8.6,4,18,23,24,73,95,104,139,193
2,7,1,2,4,210-217,216,魚介の缶詰,148,-12.9,92,93,119,242,161,141,218,131,99
2,7,1,2,4,210-217,217,他の魚介加工品のその他,203,4.1,83,79,220,162,232,156,255,244,263
2,5,1,3,0,"220-229,　22X",0,肉類,6770,8.5,3694,6170,7442,9121,7990,7858,8577,5579,5204
2,6,1,3,1,"220-224,　22X",0,生鮮肉,5493,10.1,2871,4803,5798,7496,6365,6604,7140,4549,4273
2,7,1,3,1,"220-224,　22X",220,牛肉,1724,21.8,412,1024,1389,2183,1429,2361,2694,1709,1791
2,7,1,3,1,"220-224,　22X",221,豚肉,2263,4.2,1453,2086,2658,3149,3043,2735,2650,1696,1450
2,7,1,3,1,"220-224,　22X",222,鶏肉,1195,6.1,762,1317,1506,1678,1474,1214,1398,911,803
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,172,11.7,143,168,158,250,245,93,249,140,146
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,140,12.9,102,209,87,237,174,201,149,92,83
2,6,1,3,2,225-229,0,加工肉,1276,2.1,822,1367,1644,1624,1625,1254,1437,1030,931
2,7,1,3,2,225-229,225,ハム,389,4.3,232,340,444,283,451,366,515,401,406
2,7,1,3,2,225-229,226,ソーセージ,548,0.4,383,537,761,857,630,550,611,404,327
2,7,1,3,2,225-229,227,ベーコン,207,5.1,144,321,250,290,294,194,235,137,112
2,7,1,3,2,225-229,229,他の加工肉,132,-1.5,63,169,189,194,250,145,75,88,86
2,5,1,4,0,230-238,0,乳卵類,3610,3.9,2885,3858,3832,3870,3742,3330,3978,3497,3883
2,6,1,4,1,230,0,牛乳,1218,3.7,676,975,1373,1206,1382,1207,1320,1255,1413
2,6,1,4,2,231-235,0,乳製品,1690,1.9,1824,2135,1695,1869,1664,1398,1870,1564,1860
2,7,1,4,2,231-235,231,粉ミルク,99,160.5,903,313,-,-,-,26,8,45,100
2,7,1,4,2,231-235,232,ヨーグルト,948,-6.4,470,1056,953,1053,892,756,1183,975,1175
2,7,1,4,2,231-235,233,バター,98,11.4,67,112,110,136,93,147,139,68,66
2,7,1,4,2,231-235,234,チーズ,490,7,319,583,584,621,612,441,443,433,465
2,7,1,4,2,231-235,235,他の乳製品,54,-10,65,71,49,59,68,28,97,42,54
2,6,1,4,3,238,0,卵,702,9.2,385,748,763,795,696,724,789,678,611
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,9366,-0.4,5300,7414,8379,10096,8841,9124,12167,9928,9918
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,6377,-0.3,3920,5309,5884,7161,6162,6091,8492,6483,6452
2,7,1,5,1,240-249,0,葉茎菜,2432,1.2,1369,1957,2080,2680,2513,2399,3503,2439,2342
2,7,1,5,1,240-249,240,キャベツ,280,3.7,216,220,209,339,283,346,350,269,262
2,7,1,5,1,240-249,241,ほうれんそう,275,-12.1,150,192,250,277,243,187,413,310,344
2,7,1,5,1,240-249,242,はくさい,196,-0.5,153,174,124,235,189,201,250,201,176
2,7,1,5,1,240-249,243,ねぎ,318,-6.5,244,265,283,337,355,377,406,299,266
2,7,1,5,1,240-249,244,レタス,277,11.2,135,234,269,318,426,244,397,240,270
2,7,1,5,1,240-249,247,ブロッコリー,214,15.1,85,146,243,299,244,200,266,200,218
2,7,1,5,1,240-249,245,もやし,89,-12.7,40,85,89,107,103,91,99,86,70
2,7,1,5,1,240-249,249,他の葉茎菜,784,5.1,346,642,613,767,670,753,1322,834,736
