項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,335,649,1092,1055,834,886,1038,4111,1769
0,0,0,0,0,0,0,調査世帯数,754,-,27,45,85,78,61,63,79,316,136
0,0,0,0,0,0,0,世帯人員,2.98,-,3.37,3.55,3.58,3.55,3.4,3.02,2.99,2.44,2.43
0,0,0,0,0,0,0,有業人員,1.29,-,1.55,1.31,1.47,1.43,1.79,1.73,1.76,0.87,0.67
0,0,0,0,0,0,0,世帯主平均年齢,59.2,-,31.2,37.3,42.1,46.9,51.6,57,62.1,73.9,80.1
2,2,0,0,0,0,0,生計支出,321996,-0.2,257967,334547,314199,354928,414592,358325,346106,286141,256376
2,3,0,0,0,102-981,0,消費支出,318758,-1.2,257967,284630,314199,354928,414592,358325,346106,286141,256376
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,85949,3.6,57802,76191,84997,90138,94687,85817,99096,83896,79456
2,5,1,1,0,102-160,0,穀類,6665,1,4782,6543,6596,6754,6589,6928,7134,6673,6760
2,6,1,1,1,102,0,米類,1974,-11.9,1246,1529,1606,1638,1676,1883,1759,2422,2556
2,7,1,1,1,102,102,米,1974,-11.9,1246,1529,1606,1638,1676,1883,1759,2422,2556
2,6,1,1,2,"120,　129",0,パン,2900,6.8,2308,3016,3187,3336,2815,3242,3182,2614,2444
2,7,1,1,2,"120,　129",120,食パン,842,8.4,478,831,902,781,770,826,781,907,826
2,7,1,1,2,"120,　129",129,他のパン,2058,6.1,1831,2185,2285,2555,2045,2416,2401,1707,1618
2,6,1,1,3,130-139,0,めん類,1366,9.5,875,1420,1338,1346,1552,1432,1573,1306,1400
2,7,1,1,3,130-139,130,生うどん・そば,288,28,177,283,247,323,259,237,342,304,334
2,7,1,1,3,130-139,131,乾うどん・そば,107,35.4,13,90,77,54,106,59,46,164,215
2,7,1,1,3,130-139,134,スパゲッティ,136,-4.9,192,200,184,159,184,146,94,101,78
2,7,1,1,3,130-139,133,中華めん,336,11.3,228,370,363,301,468,336,435,290,287
2,7,1,1,3,130-139,135,カップめん,229,-5.8,123,221,248,254,195,327,331,187,223
2,7,1,1,3,130-139,132,即席めん,178,2.9,62,167,142,166,235,169,197,188,186
2,7,1,1,3,130-139,139,他のめん類,92,12.2,81,89,77,89,105,158,127,71,78
2,6,1,1,4,140-160,0,他の穀類,425,7.9,353,578,466,433,546,371,621,332,361
2,7,1,1,4,140-160,140,小麦粉,45,-13.5,67,63,47,34,28,29,35,52,47
2,7,1,1,4,140-160,150,もち,120,30.4,43,91,113,166,112,53,122,136,157
2,7,1,1,4,140-160,160,他の穀類のその他,261,4.8,243,424,306,233,406,288,464,145,157
2,5,1,2,0,170-217,0,魚介類,6781,9.3,3065,3351,4770,5141,6042,5762,8925,8409,8338
2,6,1,2,1,170-194,0,生鮮魚介,4127,14,1831,1979,3056,3163,3908,3613,5812,4915,4658
2,7,1,2,1,170-189,0,鮮魚,3802,14.5,1676,1830,2768,2981,3637,3361,5424,4491,4262
2,7,1,2,1,170-189,170,まぐろ,639,14.1,265,250,367,457,535,476,919,836,733
2,7,1,2,1,170-189,172,あじ,94,19,27,32,66,62,44,87,107,134,143
2,7,1,2,1,170-189,173,いわし,52,67.7,31,15,45,36,72,6,20,80,107
2,7,1,2,1,170-189,174,かつお,86,17.8,58,132,61,41,119,22,105,101,96
2,7,1,2,1,170-189,175,かれい,66,-7,28,15,39,77,66,77,53,83,92
2,7,1,2,1,170-189,176,さけ,515,23.2,294,366,383,475,629,527,609,553,529
2,7,1,2,1,170-189,177,さば,69,-2.8,51,48,59,67,34,27,63,95,96
2,7,1,2,1,170-189,178,さんま,314,15.9,132,164,246,315,309,253,412,360,370
2,7,1,2,1,170-189,180,たい,68,47.8,39,21,42,10,24,131,78,93,78
2,7,1,2,1,170-189,181,ぶり,309,30.4,96,185,253,179,353,227,281,410,404
2,7,1,2,1,170-189,182,いか,139,27.5,86,49,76,88,140,106,177,185,156
2,7,1,2,1,170-189,183,たこ,99,5.3,62,37,61,93,200,98,154,89,75
2,7,1,2,1,170-189,185,えび,209,19.4,103,102,112,193,229,246,209,253,238
2,7,1,2,1,170-189,186,かに,37,-36.2,-,-,108,28,-,47,51,31,42
