項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,4,7,0,0,交通・通信,35137,11.7,-17,7786,7.4,15572,9.5,20713,9.9,24801,9.8,35014,11.6,36524,9.6,105255,15.3
2,5,7,1,0,交通,6986,2.3,-32.3,1209,1.1,2664,1.6,2928,1.4,4677,1.8,7084,2.3,10145,2.7,20138,2.9
2,5,7,2,0,自動車等関係費,16756,5.6,-18.8,1620,1.5,5242,3.2,7397,3.5,8522,3.4,12672,4.2,12903,3.4,68742,10
2,6,7,2,1,自動車等購入,5075,1.7,-50.6,-,-,-,-,-,-,-,-,-,-,-,-,35433,5.1
2,6,7,2,2,自転車購入,951,0.3,77.8,-,-,-,-,108,0.1,-,-,212,0.1,420,0.1,5905,0.9
2,6,7,2,3,自動車等維持,10729,3.6,9,1620,1.5,5242,3.2,7289,3.5,8522,3.4,12460,4.1,12483,3.3,27404,4
2,5,7,3,0,通信,11395,3.8,0.3,4958,4.7,7666,4.7,10388,5,11602,4.6,15258,5,13476,3.5,16375,2.4
2,4,8,0,0,教育,10330,3.4,5.6,182,0.2,2389,1.5,5301,2.5,6473,2.5,12023,4,15689,4.1,30165,4.4
2,5,8,1,0,授業料等,6175,2.1,5.3,141,0.1,2063,1.3,3920,1.9,4616,1.8,8362,2.8,8909,2.3,15163,2.2
2,5,8,2,0,教科書・学習参考教材,116,0,23.4,41,0,35,0,48,0,152,0.1,159,0.1,213,0.1,164,0
2,5,8,3,0,補習教育,4039,1.3,5.6,-,-,292,0.2,1332,0.6,1705,0.7,3502,1.2,6567,1.7,14838,2.2
2,4,9,0,0,教養娯楽,38730,12.9,2.4,9419,8.9,15112,9.2,21742,10.4,28470,11.2,40063,13.2,46042,12.1,109957,16
2,5,9,1,0,教養娯楽用耐久財,3212,1.1,153.5,44,0,200,0.1,1436,0.7,466,0.2,1782,0.6,3204,0.8,15316,2.2
2,5,9,2,0,教養娯楽用品,6648,2.2,-1.3,2390,2.3,2840,1.7,4685,2.2,5450,2.1,8234,2.7,7921,2.1,14976,2.2
2,5,9,3,0,書籍・他の印刷物,4231,1.4,-2.1,2715,2.6,3124,1.9,3587,1.7,4280,1.7,4214,1.4,5253,1.4,6435,0.9
2,5,9,4,0,教養娯楽サービス,24639,8.2,-3.3,4270,4,8947,5.4,12034,5.7,18273,7.2,25833,8.5,29664,7.8,73230,10.6
2,6,9,4,1,宿泊料,1922,0.6,-35.4,-,-,267,0.2,560,0.3,932,0.4,1012,0.3,2193,0.6,8466,1.2
2,6,9,4,2,パック旅行費,7114,2.4,-0.6,-,-,755,0.5,1625,0.8,2103,0.8,3943,1.3,7837,2.1,33447,4.9
2,6,9,4,3,月謝類,4738,1.6,-2.2,256,0.2,1229,0.7,2284,1.1,3756,1.5,6211,2,5017,1.3,14361,2.1
2,6,9,4,4,他の教養娯楽サービス,10866,3.6,3.4,4014,3.8,6696,4.1,7566,3.6,11482,4.5,14667,4.8,14617,3.8,16957,2.5
2,4,10,0,0,その他の消費支出,51205,17,-19.6,11733,11.1,23844,14.5,35513,16.9,41256,16.2,54735,18.1,71868,18.9,119194,17.3
2,5,10,1,0,諸雑費,23527,7.8,-22.9,5957,5.6,11421,6.9,17273,8.2,17642,6.9,22329,7.4,30908,8.1,59034,8.6
2,6,10,1,1,理美容サービス,3949,1.3,11.6,1392,1.3,2521,1.5,2425,1.2,3484,1.4,3644,1.2,5881,1.5,8274,1.2
2,6,10,1,2,理美容用品,4238,1.4,-14.8,1540,1.5,2719,1.7,2731,1.3,3988,1.6,5170,1.7,5858,1.5,7634,1.1
2,6,10,1,3,身の回り用品,2082,0.7,-43.6,295,0.3,374,0.2,893,0.4,1034,0.4,1716,0.6,2483,0.7,7760,1.1
2,6,10,1,4,たばこ,584,0.2,-51.1,367,0.3,469,0.3,833,0.4,502,0.2,393,0.1,369,0.1,1151,0.2
2,6,10,1,5,他の諸雑費,12675,4.2,-26,2364,2.2,5338,3.2,10391,5,8633,3.4,11406,3.8,16318,4.3,34214,5
2,5,10,2,0,こづかい,7694,2.6,-31.7,439,0.4,2140,1.3,5181,2.5,5938,2.3,12141,4,14716,3.9,13262,1.9
2,5,10,3,0,交際費,18237,6.1,-9,5337,5.1,9956,6,12535,6,16270,6.4,18359,6.1,23653,6.2,41449,6
2,6,10,3,1,食料,5222,1.7,-7.1,1952,1.8,4803,2.9,3653,1.7,6260,2.5,4669,1.5,5926,1.6,9260,1.3
2,6,10,3,2,家具・家事用品,261,0.1,26.1,-,-,5,0,147,0.1,124,0,336,0.1,110,0,1102,0.2
2,6,10,3,3,被服及び履物,529,0.2,-14.5,-,-,255,0.2,595,0.3,1036,0.4,524,0.2,586,0.2,706,0.1
2,6,10,3,4,教養娯楽,974,0.3,62.9,137,0.1,148,0.1,852,0.4,606,0.2,477,0.2,674,0.2,3916,0.6
2,6,10,3,5,他の物品サービス,352,0.1,-40.9,57,0.1,51,0,351,0.2,306,0.1,361,0.1,882,0.2,454,0.1
2,6,10,3,6,贈与金,6799,2.3,-18.6,1837,1.7,2516,1.5,4112,2,4628,1.8,6506,2.1,9722,2.6,18235,2.6
2,6,10,3,7,他の交際費,4101,1.4,1.6,1354,1.3,2176,1.3,2826,1.3,3309,1.3,5487,1.8,5752,1.5,7776,1.1
2,5,10,4,0,仕送り金,1746,0.6,-5.8,-,-,327,0.2,523,0.2,1406,0.6,1906,0.6,2590,0.7,5449,0.8
2,3,0,0,0,土地家屋購入,8938,-,-49.5,-,-,-,-,-,-,-,-,-,-,1229,-,61177,-
2,3,0,0,0,（再掲）教育関係費,13177,4.4,5.4,759,0.7,3244,2,7011,3.3,7965,3.1,14884,4.9,18831,4.9,39439,5.7
2,3,0,0,0,（再掲）教養娯楽関係費,43050,14.3,-6.6,10080,9.6,16923,10.3,23746,11.3,32251,12.7,45074,14.9,52095,13.7,120843,17.6
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,8545,2.8,-16.3,1837,1.7,2843,1.7,4635,2.2,6034,2.4,8412,2.8,12312,3.2,23684,3.4
2,3,0,0,0,（再掲）経常消費支出,234658,77.9,-5.7,99369,94.2,149806,91,182329,86.9,223370,88,260994,86.1,307133,80.6,418614,60.8
2,3,0,0,0,（再掲）情報通信関係費,16176,5.4,8.7,7508,7.1,11275,6.9,15706,7.5,17089,6.7,21464,7.1,19740,5.2,20403,3
2,3,0,0,0,（再掲）消費支出（除く住居等）1）,264279,87.8,-6.1,101862,96.5,151352,92,190458,90.8,234129,92.2,278687,92,339713,89.2,552431,80.3
3,2,0,0,0,現物総額,6108,100,-12.4,2511,100,4317,100,4389,100,6099,100,6898,100,11584,100,6944,100
3,3,0,0,0,食料,3638,59.6,-17.3,2380,94.8,2203,51,3330,75.9,4198,68.8,3399,49.3,5330,46,4627,66.6
3,3,0,0,0,住居,871,14.3,-27.2,-,-,1029,23.8,465,10.6,-,-,1421,20.6,3181,27.5,-,-
3,3,0,0,0,光熱・水道,16,0.3,...,-,-,-,-,114,2.6,-,-,-,-,-,-,-,-
3,3,0,0,0,家具・家事用品,192,3.1,-25.6,-,-,253,5.9,8,0.2,332,5.4,125,1.8,187,1.6,436,6.3
3,3,0,0,0,被服及び履物,545,8.9,64.2,44,1.8,648,15,227,5.2,891,14.6,429,6.2,703,6.1,868,12.5
3,3,0,0,0,保健医療,26,0.4,-52.7,-,-,-,-,13,0.3,12,0.2,-,-,37,0.3,121,1.7
3,3,0,0,0,交通・通信,245,4,40,-,-,-,-,26,0.6,-,-,1047,15.2,637,5.5,1,0
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,教養娯楽,424,6.9,14,19,0.8,137,3.2,189,4.3,660,10.8,193,2.8,1417,12.2,353,5.1
3,3,0,0,0,その他の消費支出,151,2.5,-20.9,67,2.7,47,1.1,16,0.4,6,0.1,284,4.1,92,0.8,538,7.7
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年6月,,,,,,,,,,,,,,,,,,,,,,
第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―全世帯―,,,,,,,,,,,,,,,,,,,,,,
注１）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出　3：現物総額）,,,,,,,,,,,,,,,,,,,,,,
