項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3217,-,4725,-,929,-,129,-,1129,-,2739,-
0,0,0,0,0,調査世帯数,723,-,239,-,344,-,65,-,9,-,75,-,190,-
0,0,0,0,0,世帯人員,2.99,-,2,-,3.68,-,2.3,-,2.71,-,3.52,-,3.35,-
0,0,0,0,0,有業人員,1.29,-,0.69,-,1.68,-,1.06,-,0.79,-,1.49,-,2.29,-
0,0,0,0,0,世帯主平均年齢,58.1,-,66.1,-,50.6,-,64.8,-,41.5,-,60.8,-,50.9,-
2,2,0,0,0,生計支出,292288,-,270469,-,325712,-,216631,-,193467,-,276813,-,315665,-
2,3,0,0,0,消費支出,287887,100,270469,100,316399,100,216631,100,193467,100,276813,100,315665,100
2,4,1,0,0,食料,71282,24.8,62582,23.1,79109,25,56252,26,61921,32,75683,27.3,77634,24.6
2,5,1,1,0,穀類,6157,2.1,4713,1.7,7194,2.3,5534,2.6,6337,3.3,6443,2.3,6601,2.1
2,6,1,1,1,米類,1975,0.7,1436,0.5,2177,0.7,2296,1.1,3745,1.9,2399,0.9,1996,0.6
2,6,1,1,2,パン,2441,0.8,1821,0.7,3037,1,1874,0.9,1559,0.8,2175,0.8,2704,0.9
2,6,1,1,3,めん類,1313,0.5,1126,0.4,1464,0.5,1124,0.5,806,0.4,1369,0.5,1365,0.4
2,6,1,1,4,他の穀類,429,0.1,330,0.1,516,0.2,239,0.1,227,0.1,500,0.2,537,0.2
2,5,1,2,0,魚介類,5692,2,5708,2.1,5772,1.8,4311,2,4097,2.1,6448,2.3,5311,1.7
2,6,1,2,1,生鮮魚介,3277,1.1,3182,1.2,3378,1.1,2488,1.1,2559,1.3,3779,1.4,3066,1
2,6,1,2,2,塩干魚介,1072,0.4,1130,0.4,1071,0.3,767,0.4,612,0.3,1161,0.4,921,0.3
2,6,1,2,3,魚肉練製品,545,0.2,568,0.2,515,0.2,477,0.2,623,0.3,658,0.2,540,0.2
2,6,1,2,4,他の魚介加工品,798,0.3,827,0.3,808,0.3,578,0.3,303,0.2,850,0.3,784,0.2
2,5,1,3,0,肉類,6540,2.3,4668,1.7,8019,2.5,5033,2.3,5667,2.9,6919,2.5,7261,2.3
2,6,1,3,1,生鮮肉,5198,1.8,3581,1.3,6443,2,4127,1.9,4851,2.5,5473,2,5742,1.8
2,6,1,3,2,加工肉,1342,0.5,1087,0.4,1576,0.5,907,0.4,816,0.4,1446,0.5,1518,0.5
2,5,1,4,0,乳卵類,3757,1.3,3224,1.2,4330,1.4,2957,1.4,3859,2,3536,1.3,3832,1.2
2,6,1,4,1,牛乳,1176,0.4,1080,0.4,1357,0.4,950,0.4,1616,0.8,883,0.3,1180,0.4
2,6,1,4,2,乳製品,1820,0.6,1474,0.5,2156,0.7,1438,0.7,1406,0.7,1718,0.6,1907,0.6
2,6,1,4,3,卵,760,0.3,669,0.2,817,0.3,569,0.3,838,0.4,935,0.3,745,0.2
2,5,1,5,0,野菜・海藻,9261,3.2,8610,3.2,9956,3.1,6829,3.2,4987,2.6,10212,3.7,9086,2.9
2,6,1,5,1,生鮮野菜,6372,2.2,5752,2.1,6977,2.2,4779,2.2,3516,1.8,6914,2.5,6327,2
2,6,1,5,2,乾物・海藻,649,0.2,653,0.2,705,0.2,389,0.2,241,0.1,610,0.2,619,0.2
2,6,1,5,3,大豆加工品,1070,0.4,1000,0.4,1143,0.4,744,0.3,708,0.4,1228,0.4,1038,0.3
2,6,1,5,4,他の野菜・海藻加工品,1172,0.4,1205,0.4,1130,0.4,917,0.4,521,0.3,1460,0.5,1103,0.3
