実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の定期収入（円）,実収入／経常収入／勤め先収入／世帯主の臨時収入・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の受取(繰入金を除く)（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支払(繰越金を除く)（円）,繰越金（円）
jissu,tuki,実数_平成25年12月,2013,12,379,3.21,1.61,47.1,976594,957680,929103,428291,412402,88409,3924,24654,18914,537629,86392,798870,378049,48.1,628140,450416,384054,96500,39764,22150,13865,20372,12962,40708,21823,42628,73283,66361,177724,892014,80461
jissu,tuki,実数_平成26年1月,2014,1,367,3.29,1.63,47.3,510311,497558,489140,429095,7208,52838,2917,5500,12753,420650,85831,409672,41668,82.7,441647,341008,338772,77176,26095,26669,11347,22025,9272,39000,21308,35997,69883,2236,100639,513474,61670
meimoku,nen,対前年（同期・同月）名目増加率_平成22年平均,2010,,-,-,-,-,2.8,3.9,3,1.9,19,-9.7,-14,39.6,-40.3,1.8,-4.6,2.4,14.2,-,1.5,0.5,1.1,-3.5,0.9,2,3,2.3,1.4,0.8,-0.5,7.6,2.7,-18.5,4.9,3.4,-7.2
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,-8.2,-8.3,-8.1,-6.8,-24.1,8.6,-40.8,-5.4,-5.7,-8.6,-3.4,-7.8,-20.8,-,-6.1,-4.9,-7.1,-1.1,-7.4,-5.5,-10.1,-15.5,-2.2,-5.5,0.5,-15.5,-10.9,72.7,-9.9,-10.4,-1.9
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,1.8,1.5,1.7,-0.1,5.4,10.4,16.9,-4.5,25,5.3,-2.6,1.3,3,-,2,1.4,3.2,0.8,8.2,8.3,5.6,8.4,5.4,8.2,-4.6,-0.1,2.6,-31.4,4.1,4.5,-3.2
meimoku,nen,対前年（同期・同月）名目増加率_平成25年平均,2013,,-,-,-,-,0.6,0.9,1.9,0.2,4.9,9.5,-31.8,-18.4,-16.8,5,0.1,0.4,-12.2,-,5.8,7.3,4.5,3.8,15.9,1.9,5.6,3.9,0.6,10.2,-1.6,1.4,2.6,86,1.1,0.8,-8.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成24年10～12月,2012,10～12,-,-,-,-,4.4,4.5,5.2,4.5,4.6,11,-22.8,-5.6,0.9,2.9,-15,3.1,25.1,-,-1.2,-4.5,2.5,-0.2,11.8,7.4,11,13.9,-6.3,8.2,-9.7,8.4,-3.6,-57.4,10.5,8.9,-21.2
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年1～3月,2013,1～3,-,-,-,-,-3.4,-0.8,0.1,-1.6,60.9,5.7,-21.5,-19.1,-65.7,10.8,-14.7,-4.5,-106.1,-,7.9,9.6,4.7,0.8,21.6,3.8,-7.7,8.7,9,17.7,-7.3,0.2,1.6,178.8,1.7,-0.7,-22.3
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年4～6月,2013,4～6,-,-,-,-,5.2,4.2,5.2,2.3,10.3,16.6,-40.4,-7.6,121.2,0.3,-2.9,6,45.9,-,2,2,4.2,4.9,-2,-1.5,12.8,13.1,17.9,2.9,-15.6,9.1,12.5,-38.9,2,5.1,-11.8
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年7～9月,2013,7～9,-,-,-,-,0.5,0.3,1.4,-0.2,-3.6,16.7,-30.5,-29.8,28.6,10.2,7.8,0.3,-53.4,-,13,16.8,8.2,7.4,13,6.9,11.3,-1.1,-17.8,32.9,20.9,6.8,-3.8,...,1.3,-0.5,-2.1
meimoku,sihan,対前年（同期・同月）名目増加率_平成25年10～12月,2013,10～12,-,-,-,-,-0.5,-0.4,0.8,0.5,2.2,0,-35.8,-22.8,-4.6,-0.4,14.7,-0.5,12.5,-,1.2,1.6,1,2,33.6,-1.5,4.8,-3.5,0.4,-10.3,6.4,-9.9,0.3,13.2,-0.2,-0.5,4.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年1月,2013,1,-,-,-,-,1.5,2.3,2.3,-0.4,39,17.7,-23.2,123.5,-24.6,21.1,-16.2,0.1,-495.2,-,23.4,27.2,3.2,-1.2,-12,4.5,-7.8,0.4,22.8,22.8,21.3,-10,5.4,...,8.1,-0.6,-25.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年2月,2013,2,-,-,-,-,-6,-5.9,-4.8,-5.9,63.9,-0.8,1.5,-18.9,-13,2.9,-19,-6.4,-45.3,-,-2.4,-1.9,3.5,0.1,41.3,4.2,-19.8,9.4,14.4,5.9,-13.7,12,-6.9,-100,-4,-1.8,-20.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年3月,2013,3,-,-,-,-,-5.2,1.8,2.9,1.6,83.4,2,-35.9,-39.7,-84.8,8.1,-8.7,-6.6,-64.4,-,3.1,3.5,6.9,3.5,55,2.8,3.5,16.5,-5,22.4,-24.2,0.5,4.6,-100,1.6,0.3,-21.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年4月,2013,4,-,-,-,-,5.7,5.5,6.7,4.7,147.2,8.9,-48.4,-1.5,15.5,0.6,-13.1,5.1,198.8,-,3.9,2.8,3,1.4,19.6,-2.8,26.1,9.3,15.8,-8.1,-23.3,11.2,30.2,-22.1,8.6,2.4,-12.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年5月,2013,5,-,-,-,-,1.8,1.4,1.5,1.7,-5.2,1,-53.3,64.4,48.4,1.3,-4.8,3.3,133.7,-,-1.5,-0.9,-0.9,1.9,-23.5,-6.4,26.3,14,-4.8,-12.9,-1.3,18.1,1.8,-,-3.3,4.3,-4.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年6月,2013,6,-,-,-,-,6.9,5,6.5,0.4,8,36.5,-12.4,-15.8,457.3,-1,9.1,8.3,27.1,-,3,3.6,11,11.8,6.7,6,-3.4,16.3,40.6,30.7,0.5,0,5.5,-39.5,1.7,7.4,-17.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年7月,2013,7,-,-,-,-,0.8,0.8,1.1,1.8,-8,16.6,-16.3,-31.3,-1.9,4.9,-9,1.2,-42.7,-,7.5,10.7,5.7,7.6,3.1,7.3,-21.7,-9.2,-32.6,56.5,8.6,8.5,-6.2,...,-0.8,-1.8,-4.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年8月,2013,8,-,-,-,-,0.1,-0.2,1.9,-2.4,117.8,27.6,-30.8,-25.3,26.9,5.7,18.1,0.1,-29.9,-,7.4,9.6,9.1,6.2,8.3,7.1,45.9,9.8,-9.3,49,-33.2,5.7,-0.1,...,-0.3,0.5,4.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年9月,2013,9,-,-,-,-,0.7,0.2,1.1,0,23,6.8,-48.8,-62.3,64.8,20.6,17.2,-0.7,-349.2,-,25,30.3,9.8,8.6,28,6.2,26.1,0.2,-6.4,-4.6,64,5.9,-5,...,6.1,0.1,-6
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年10月,2013,10,-,-,-,-,-2.6,-2.4,0.3,-1.7,34.3,11.7,-51.5,-25.8,-26.6,-4.4,-2.5,-2.9,6.9,-,-3.9,-4.7,-4.7,3.7,12.1,-1.8,31.5,-13.7,9.6,-25,-4.8,-16.7,-3.8,-,-1.2,-2.5,-6.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年11月,2013,11,-,-,-,-,-1.4,-1.2,-0.9,-0.4,-29.2,-0.4,-48.7,21.4,-21.9,-8.9,17.6,-1.3,456.5,-,-9.4,-11.2,4.2,2.5,39.5,3.9,-21.9,6.8,-4,13.3,4.7,-1.2,-4.1,-99.3,-2.2,1.3,5.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成25年12月,2013,12,-,-,-,-,1.2,1.1,2,3.6,2.4,-6.6,-8.9,-23.7,6.4,11.6,30.3,1.1,-2.4,-,14.9,21.2,3.4,0.3,48.3,-5.7,19.2,-4.4,-4,-11.4,31.7,-11.7,8,...,1.6,-0.3,11.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年1月,2014,1,-,-,-,-,7,6.6,6,9.1,-34.1,-8.1,-10.4,157.1,27.1,-16,4.3,6.7,163.2,-,-16.4,-21.7,-4,-0.2,-17.4,-6,23.7,16.6,-30.4,-11.9,-27,7.4,3.7,-97.3,8.2,7.5,14.2
jissitu,nen,対前年（同期・同月）実質増加率_平成22年平均,2010,,-,-,-,-,3.8,4.9,4,2.9,20.2,-8.8,-13.1,41,-39.7,-,-,3.4,-,-,-,-,2.1,-3.1,1.6,4.3,7.5,3.9,1.9,0.6,4.5,9.2,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,-7.7,-7.8,-7.6,-6.3,-23.7,9.1,-40.5,-4.9,-5.2,-,-,-7.3,-,-,-,-,-6.6,-0.4,-6.8,-8,-4.8,-15.8,-1.6,-6.1,0.5,-12.5,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,2.3,2,2.2,0.4,5.9,11,17.5,-4,25.6,-,-,1.8,-,-,-,-,3.7,1.5,8.9,2,12.1,8.6,5.7,8.3,-4.9,2.5,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,0.4,0.7,1.7,0,4.7,9.3,-31.9,-18.6,-17,-,-,0.2,-,-,-,-,4.3,4.2,16.5,-3.7,8.3,4.3,1.2,9.8,-1.8,2.4,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成24年10～12月,2012,10～12,-,-,-,-,5.1,5.2,5.9,5.2,5.3,11.8,-22.3,-4.9,1.6,-,-,3.8,-,-,-,-,3.2,1.3,12.1,1.2,17.1,15.3,-6.2,8.4,-9.8,11,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年1～3月,2013,1～3,-,-,-,-,-2.5,0.1,1,-0.7,62.4,6.7,-20.8,-18.4,-65.4,-,-,-3.6,-,-,-,-,5.7,2.9,22,-0.4,-2.5,9.9,9.2,18.2,-7.4,2.3,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年4～6月,2013,4～6,-,-,-,-,5.4,4.4,5.4,2.5,10.5,16.8,-40.3,-7.4,121.6,-,-,6.2,-,-,-,-,4.4,6.8,-1.6,-8.1,15.8,13,18.4,2.6,-15.9,10.9,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年7～9月,2013,7～9,-,-,-,-,-0.2,-0.4,0.7,-0.9,-4.3,15.9,-31,-30.3,27.7,-,-,-0.4,-,-,-,-,7.4,6.5,13.7,-0.3,13.5,-0.9,-17.1,31.5,20.5,7.7,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年10～12月,2013,10～12,-,-,-,-,-1.7,-1.6,-0.4,-0.7,1,-1.2,-36.6,-23.7,-5.7,-,-,-1.7,-,-,-,-,-0.2,0.3,34.3,-5.7,4.7,-3.2,1.3,-11.1,6.1,-10.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年1月,2013,1,-,-,-,-,2.1,2.9,2.9,0.2,39.8,18.4,-22.7,124.8,-24.1,-,-,0.7,-,-,-,-,3.8,-0.3,-11.7,-0.2,-1.2,0.5,23.2,23.9,21.2,-8.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年2月,2013,2,-,-,-,-,-5.1,-4.9,-3.8,-4.9,65.6,0.2,2.5,-18.1,-12.1,-,-,-5.5,-,-,-,-,4.5,2.2,41.7,0.4,-15.3,12.1,14.5,5.7,-13.8,14.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年3月,2013,3,-,-,-,-,-4.1,2.9,4,2.7,85.4,3.1,-35.2,-39,-84.6,-,-,-5.6,-,-,-,-,8.1,6.6,55.5,-1.3,7.9,17.7,-4.8,23,-24.3,3,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年4月,2013,4,-,-,-,-,6.4,6.2,7.5,5.4,148.9,9.7,-48,-0.8,16.3,-,-,5.8,-,-,-,-,3.7,3.5,20,-7.7,29.3,9.7,16.4,-7.8,-23.5,13.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年5月,2013,5,-,-,-,-,2,1.6,1.7,1.9,-5,1.2,-53.2,64.7,48.7,-,-,3.5,-,-,-,-,-0.7,3.9,-23.2,-13,29.4,13.9,-4.4,-13.1,-1.6,19.4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年6月,2013,6,-,-,-,-,6.8,4.9,6.4,0.3,7.9,36.4,-12.5,-15.9,456.7,-,-,8.2,-,-,-,-,10.9,13.3,7.2,-2.4,-0.5,15.6,41.3,29.8,0.2,1.3,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年7月,2013,7,-,-,-,-,0.2,0.2,0.5,1.2,-8.5,15.9,-16.8,-31.7,-2.5,-,-,0.6,-,-,-,-,5.1,7.6,3.7,-1.6,-19.7,-9.1,-32.1,54.6,8.3,9.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年8月,2013,8,-,-,-,-,-0.7,-1,1.1,-3.2,116.1,26.6,-31.3,-25.9,25.9,-,-,-0.7,-,-,-,-,8.2,5.6,9,-1.1,48.9,10.1,-8.5,47.4,-33.4,6.4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年9月,2013,9,-,-,-,-,-0.2,-0.7,0.2,-0.9,21.9,5.8,-49.3,-62.6,63.3,-,-,-1.6,-,-,-,-,8.8,6.8,28.6,1.5,27.6,0.3,-5.5,-5.6,63.5,6.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年10月,2013,10,-,-,-,-,-3.5,-3.3,-0.6,-2.6,33.1,10.7,-51.9,-26.5,-27.3,-,-,-3.8,-,-,-,-,-5.6,2.3,12.8,-6.3,33.2,-13.4,10.7,-25.4,-5.1,-16.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年11月,2013,11,-,-,-,-,-2.8,-2.6,-2.3,-1.8,-30.2,-1.8,-49.4,19.7,-23,-,-,-2.7,-,-,-,-,2.8,0.5,40.2,-0.6,-22.2,7.1,-3.1,12,4.4,-2.4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年12月,2013,12,-,-,-,-,-0.2,-0.3,0.6,2.2,1,-7.9,-10.2,-24.8,4.9,-,-,-0.3,-,-,-,-,2,-1.7,49,-9.2,17.9,-4.1,-3.1,-12.3,31.3,-13,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年1月,2014,1,-,-,-,-,5.8,5.4,4.8,7.9,-34.8,-9.1,-11.4,154.3,25.7,-,-,5.5,-,-,-,-,-5,-0.7,-17.1,-9.8,20.6,15.9,-29.8,-12.9,-27.2,6,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標２　―勤労者世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
