項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3123,-,4707,-,915,-,161,-,1254,-,2756,-
0,0,0,0,0,調査世帯数,739,-,236,-,355,-,64,-,11,-,84,-,195,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.65,-,2.26,-,2.78,-,3.43,-,3.33,-
0,0,0,0,0,有業人員,1.3,-,0.75,-,1.66,-,1.06,-,0.83,-,1.51,-,2.26,-
0,0,0,0,0,世帯主平均年齢,57.9,-,65.8,-,50.6,-,65.4,-,41.9,-,60.6,-,49.4,-
2,2,0,0,0,生計支出,316587,-,291198,-,354328,-,231107,-,288759,-,300541,-,356742,-
2,3,0,0,0,消費支出,315490,100,287687,100,354328,100,231107,100,288759,100,300541,100,356742,100
2,4,1,0,0,食料,74372,23.6,65402,22.7,82142,23.2,58223,25.2,69120,23.9,79337,26.4,79449,22.3
2,5,1,1,0,穀類,5960,1.9,4771,1.7,6929,2,4562,2,6624,2.3,6305,2.1,6317,1.8
2,6,1,1,1,米類,1932,0.6,1471,0.5,2127,0.6,1635,0.7,2926,1,2566,0.9,1933,0.5
2,6,1,1,2,パン,2429,0.8,1943,0.7,2944,0.8,1838,0.8,2109,0.7,2143,0.7,2585,0.7
2,6,1,1,3,めん類,1170,0.4,973,0.3,1360,0.4,879,0.4,1328,0.5,1159,0.4,1304,0.4
2,6,1,1,4,他の穀類,429,0.1,385,0.1,499,0.1,211,0.1,261,0.1,437,0.1,495,0.1
2,5,1,2,0,魚介類,5720,1.8,6076,2.1,5632,1.6,4575,2,4163,1.4,5996,2,4789,1.3
2,6,1,2,1,生鮮魚介,3447,1.1,3594,1.2,3438,1,3018,1.3,2685,0.9,3429,1.1,2848,0.8
2,6,1,2,2,塩干魚介,1036,0.3,1116,0.4,1015,0.3,756,0.3,801,0.3,1121,0.4,831,0.2
2,6,1,2,3,魚肉練製品,502,0.2,525,0.2,491,0.1,315,0.1,407,0.1,625,0.2,501,0.1
2,6,1,2,4,他の魚介加工品,734,0.2,841,0.3,688,0.2,485,0.2,270,0.1,822,0.3,608,0.2
2,5,1,3,0,肉類,6629,2.1,5051,1.8,7979,2.3,4693,2,7097,2.5,6903,2.3,7280,2
