項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3535,-,4646,-,927,-,88,-,892,-,2884,-
0,0,0,0,0,調査世帯数,749,-,272,-,348,-,65,-,6,-,64,-,214,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.75,-,2.29,-,2.1,-,3.57,-,3.44,-
0,0,0,0,0,有業人員,1.29,-,0.72,-,1.69,-,1.25,-,0.8,-,1.53,-,2.24,-
0,0,0,0,0,世帯主平均年齢,58.5,-,66.2,-,50.5,-,66.5,-,45,-,61.7,-,50.7,-
2,2,0,0,0,生計支出,310011,-,289999,-,332234,-,317416,-,294902,-,265891,-,314212,-
2,3,0,0,0,消費支出,301073,100,289999,100,332234,100,220972,100,294902,100,265891,100,314212,100
2,4,1,0,0,食料,79117,26.3,71624,24.7,86123,25.9,63971,28.9,68215,23.1,88055,33.1,83276,26.5
2,5,1,1,0,穀類,6221,2.1,5103,1.8,7159,2.2,5656,2.6,5532,1.9,6353,2.4,6211,2
2,6,1,1,1,米類,2059,0.7,1863,0.6,2288,0.7,1618,0.7,1712,0.6,2100,0.8,1927,0.6
2,6,1,1,2,パン,2629,0.9,1965,0.7,3159,1,2490,1.1,2387,0.8,2651,1,2585,0.8
2,6,1,1,3,めん類,1202,0.4,1022,0.4,1319,0.4,1214,0.5,1350,0.5,1291,0.5,1341,0.4
2,6,1,1,4,他の穀類,331,0.1,253,0.1,393,0.1,334,0.2,83,0,312,0.1,359,0.1
2,5,1,2,0,魚介類,6011,2,6236,2.2,5846,1.8,4642,2.1,2909,1,7406,2.8,5251,1.7
2,6,1,2,1,生鮮魚介,3612,1.2,3835,1.3,3521,1.1,2932,1.3,1754,0.6,3906,1.5,3070,1
2,6,1,2,2,塩干魚介,1117,0.4,1042,0.4,1164,0.4,717,0.3,621,0.2,1590,0.6,997,0.3
2,6,1,2,3,魚肉練製品,456,0.2,498,0.2,417,0.1,382,0.2,221,0.1,570,0.2,456,0.1
2,6,1,2,4,他の魚介加工品,826,0.3,861,0.3,744,0.2,610,0.3,313,0.1,1340,0.5,728,0.2
2,5,1,3,0,肉類,7160,2.4,5452,1.9,8560,2.6,5488,2.5,4149,1.4,8372,3.1,7831,2.5
2,6,1,3,1,生鮮肉,5655,1.9,4271,1.5,6818,2.1,4181,1.9,3480,1.2,6614,2.5,6253,2
2,6,1,3,2,加工肉,1505,0.5,1181,0.4,1741,0.5,1307,0.6,669,0.2,1758,0.7,1578,0.5
2,5,1,4,0,乳卵類,4012,1.3,3609,1.2,4440,1.3,3161,1.4,2702,0.9,4265,1.6,4052,1.3
2,6,1,4,1,牛乳,1416,0.5,1252,0.4,1569,0.5,1180,0.5,1230,0.4,1517,0.6,1361,0.4
2,6,1,4,2,乳製品,1850,0.6,1675,0.6,2072,0.6,1443,0.7,943,0.3,1803,0.7,1963,0.6
2,6,1,4,3,卵,746,0.2,681,0.2,799,0.2,538,0.2,529,0.2,946,0.4,728,0.2
2,5,1,5,0,野菜・海藻,10295,3.4,10678,3.7,9776,2.9,8392,3.8,5854,2,13458,5.1,8948,2.8
2,6,1,5,1,生鮮野菜,7457,2.5,7675,2.6,7188,2.2,5830,2.6,3454,1.2,9686,3.6,6472,2.1
2,6,1,5,2,乾物・海藻,673,0.2,739,0.3,592,0.2,614,0.3,1473,0.5,889,0.3,536,0.2
2,6,1,5,3,大豆加工品,1080,0.4,1143,0.4,1041,0.3,934,0.4,643,0.2,1190,0.4,951,0.3
2,6,1,5,4,他の野菜・海藻加工品,1085,0.4,1121,0.4,955,0.3,1015,0.5,284,0.1,1693,0.6,988,0.3
2,5,1,6,0,果物,3212,1.1,3518,1.2,2898,0.9,2583,1.2,906,0.3,4282,1.6,2640,0.8
2,6,1,6,1,生鮮果物,2960,1,3256,1.1,2646,0.8,2352,1.1,654,0.2,4055,1.5,2430,0.8
2,6,1,6,2,果物加工品,252,0.1,263,0.1,252,0.1,231,0.1,252,0.1,227,0.1,211,0.1
2,5,1,7,0,油脂・調味料,3339,1.1,3135,1.1,3470,1,2333,1.1,1567,0.5,4511,1.7,3130,1
2,6,1,7,1,油脂,327,0.1,289,0.1,324,0.1,317,0.1,289,0.1,504,0.2,294,0.1
2,6,1,7,2,調味料,3012,1,2846,1,3147,0.9,2016,0.9,1278,0.4,4007,1.5,2836,0.9
2,5,1,8,0,菓子類,5455,1.8,4378,1.5,6326,1.9,4917,2.2,3838,1.3,5747,2.2,5746,1.8
2,5,1,9,0,調理食品,9395,3.1,8271,2.9,10054,3,8749,4,8441,2.9,11087,4.2,10338,3.3
2,6,1,9,1,主食的調理食品,4082,1.4,3721,1.3,4270,1.3,3967,1.8,4600,1.6,4657,1.8,4592,1.5
2,6,1,9,2,他の調理食品,5313,1.8,4550,1.6,5785,1.7,4782,2.2,3841,1.3,6430,2.4,5746,1.8
2,5,1,10,0,飲料,4787,1.6,4268,1.5,5264,1.6,4262,1.9,4466,1.5,4908,1.8,5066,1.6
