項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,467,697,985,947,707,903,1215,4079,1786
0,0,0,0,0,0,0,調査世帯数,741,-,37,49,74,66,52,65,86,312,140
0,0,0,0,0,0,0,世帯人員,2.98,-,3.39,3.52,3.63,3.54,3.57,3.12,2.87,2.45,2.39
0,0,0,0,0,0,0,有業人員,1.29,-,1.5,1.36,1.38,1.6,1.86,1.69,1.81,0.82,0.58
0,0,0,0,0,0,0,世帯主平均年齢,59.2,-,31.4,37.1,42.1,46.7,51.8,56.9,62.4,73.9,80
2,2,0,0,0,0,0,生計支出,379308,-3.7,311382,348434,391324,434390,464649,464573,421439,330448,327848
2,3,0,0,0,102-981,0,消費支出,379308,5.2,311382,348434,391324,434390,464649,464573,421439,330448,327848
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,113249,5.8,76631,94056,96448,123818,131969,124664,121170,114193,113889
2,5,1,1,0,102-160,0,穀類,8054,0.6,5578,6815,7353,8148,9503,7915,8080,8468,9075
2,6,1,1,1,102,0,米類,1931,-18.3,1368,1344,1422,1767,2503,1598,1790,2273,3244
2,7,1,1,1,102,102,米,1931,-18.3,1368,1344,1422,1767,2503,1598,1790,2273,3244
2,6,1,1,2,"120,　129",0,パン,2940,12.6,2516,2899,3400,3617,3426,3293,2866,2587,2181
2,7,1,1,2,"120,　129",120,食パン,862,14.8,553,855,746,824,826,870,832,949,849
2,7,1,1,2,"120,　129",129,他のパン,2078,11.7,1962,2043,2654,2793,2600,2423,2034,1638,1332
2,6,1,1,3,130-139,0,めん類,1827,9.7,1099,1668,1555,1883,2240,1972,1910,1861,1812
2,7,1,1,3,130-139,130,生うどん・そば,436,-2.9,254,378,289,340,463,397,638,468,531
2,7,1,1,3,130-139,131,乾うどん・そば,351,24.5,52,138,154,172,315,313,261,552,425
2,7,1,1,3,130-139,134,スパゲッティ,114,-10.9,96,173,121,169,179,119,110,80,79
2,7,1,1,3,130-139,133,中華めん,299,7.2,188,353,271,381,448,370,327,240,234
2,7,1,1,3,130-139,135,カップめん,328,17.1,294,302,334,476,420,519,229,270,285
2,7,1,1,3,130-139,132,即席めん,193,19.1,133,224,275,189,283,111,206,173,168
2,7,1,1,3,130-139,139,他のめん類,107,24.4,82,100,109,156,132,141,140,79,90
