項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,612,-,747,-,910,-,1095,-,932,-,898,-,917,-,3889,-,1674,-
0,0,0,0,0,調査世帯数,739,-,46,-,56,-,70,-,78,-,64,-,64,-,67,-,294,-,127,-
0,0,0,0,0,世帯人員,2.98,-,2.81,-,3.5,-,3.65,-,3.5,-,3.59,-,3.31,-,2.73,-,2.44,-,2.34,-
0,0,0,0,0,有業人員,1.3,-,1.43,-,1.51,-,1.5,-,1.52,-,2.03,-,1.67,-,1.63,-,0.8,-,0.53,-
0,0,0,0,0,世帯主平均年齢,57.9,-,31,-,37,-,41.9,-,46.9,-,52,-,56.9,-,62.1,-,73.7,-,79.8,-
2,2,0,0,0,生計支出,316587,-,261550,-,312498,-,326568,-,383251,-,340600,-,361405,-,361443,-,278235,-,270412,-
2,3,0,0,0,消費支出,315490,100,261550,100,312498,100,326568,100,373240,100,340600,100,361405,100,361443,100,278235,100,270412,100
2,4,1,0,0,食料,74372,23.6,56402,21.6,73511,23.5,80764,24.7,83804,22.5,82753,24.3,84025,23.2,88347,24.4,65680,23.6,62479,23.1
2,5,1,1,0,穀類,5960,1.9,4238,1.6,6857,2.2,6722,2.1,7333,2,6463,1.9,6570,1.8,6132,1.7,5192,1.9,5165,1.9
2,6,1,1,1,米類,1932,0.6,1176,0.4,2206,0.7,1957,0.6,2488,0.7,1830,0.5,2112,0.6,1917,0.5,1823,0.7,2101,0.8
2,6,1,1,2,パン,2429,0.8,1774,0.7,2860,0.9,2831,0.9,2835,0.8,3016,0.9,2668,0.7,2666,0.7,1990,0.7,1791,0.7
2,6,1,1,3,めん類,1170,0.4,945,0.4,1171,0.4,1443,0.4,1474,0.4,1103,0.3,1381,0.4,1156,0.3,1025,0.4,915,0.3
2,6,1,1,4,他の穀類,429,0.1,343,0.1,620,0.2,491,0.2,536,0.1,513,0.2,410,0.1,394,0.1,354,0.1,357,0.1
2,5,1,2,0,魚介類,5720,1.8,2128,0.8,3123,1,4492,1.4,4845,1.3,4794,1.4,6543,1.8,7638,2.1,6897,2.5,6935,2.6
2,6,1,2,1,生鮮魚介,3447,1.1,1252,0.5,1748,0.6,2943,0.9,2736,0.7,2750,0.8,4155,1.1,4963,1.4,4084,1.5,4219,1.6
2,6,1,2,2,塩干魚介,1036,0.3,441,0.2,618,0.2,708,0.2,1002,0.3,891,0.3,946,0.3,1142,0.3,1327,0.5,1242,0.5
2,6,1,2,3,魚肉練製品,502,0.2,187,0.1,396,0.1,259,0.1,438,0.1,465,0.1,701,0.2,657,0.2,573,0.2,492,0.2
2,6,1,2,4,他の魚介加工品,734,0.2,248,0.1,361,0.1,581,0.2,668,0.2,687,0.2,741,0.2,877,0.2,913,0.3,981,0.4
2,5,1,3,0,肉類,6629,2.1,3694,1.4,6092,1.9,7442,2.3,9094,2.4,7975,2.3,7685,2.1,8560,2.4,5287,1.9,5095,1.9
2,6,1,3,1,生鮮肉,5393,1.7,2871,1.1,4803,1.5,5798,1.8,7493,2,6365,1.9,6489,1.8,7123,2,4323,1.6,4273,1.6
2,6,1,3,2,加工肉,1236,0.4,822,0.3,1290,0.4,1644,0.5,1601,0.4,1610,0.5,1196,0.3,1437,0.4,963,0.3,822,0.3
2,5,1,4,0,乳卵類,3592,1.1,2885,1.1,3843,1.2,3830,1.2,3804,1,3741,1.1,3299,0.9,3978,1.1,3481,1.3,3881,1.4
2,6,1,4,1,牛乳,1216,0.4,676,0.3,975,0.3,1373,0.4,1206,0.3,1382,0.4,1191,0.3,1320,0.4,1254,0.5,1413,0.5
2,6,1,4,2,乳製品,1679,0.5,1824,0.7,2120,0.7,1694,0.5,1803,0.5,1662,0.5,1383,0.4,1870,0.5,1561,0.6,1858,0.7
2,6,1,4,3,卵,697,0.2,385,0.1,748,0.2,763,0.2,795,0.2,696,0.2,724,0.2,789,0.2,665,0.2,611,0.2
2,5,1,5,0,野菜・海藻,9263,2.9,5291,2,7369,2.4,8355,2.6,10023,2.7,8772,2.6,8949,2.5,12004,3.3,9795,3.5,9766,3.6
2,6,1,5,1,生鮮野菜,6356,2,3920,1.5,5309,1.7,5871,1.8,7107,1.9,6160,1.8,6047,1.7,8492,2.3,6457,2.3,6437,2.4
