項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3613,-,4566,-,826,-,90,-,996,-,2672,-
0,0,0,0,0,調査世帯数,740,-,273,-,342,-,57,-,7,-,68,-,196,-
0,0,0,0,0,世帯人員,2.96,-,2,-,3.7,-,2.32,-,2.41,-,3.61,-,3.39,-
0,0,0,0,0,有業人員,1.28,-,0.72,-,1.7,-,1.28,-,0.8,-,1.42,-,2.28,-
0,0,0,0,0,世帯主平均年齢,59.6,-,67.4,-,51.3,-,68.4,-,42.8,-,62.3,-,51,-
2,2,0,0,0,生計支出,312996,-,295685,-,344268,-,251446,-,230606,-,283454,-,345319,-
2,3,0,0,0,消費支出,311908,100,295685,100,342277,100,249288,100,230606,100,283454,100,345319,100
2,4,1,0,0,食料,83542,26.8,78320,26.5,89517,26.2,65648,26.3,62997,27.3,89933,31.7,88455,25.6
2,5,1,1,0,穀類,6287,2,5367,1.8,6996,2,5631,2.3,5119,2.2,6920,2.4,6176,1.8
2,6,1,1,1,米類,1925,0.6,1698,0.6,2002,0.6,2144,0.9,1560,0.7,2219,0.8,1686,0.5
2,6,1,1,2,パン,2663,0.9,2244,0.8,3113,0.9,2342,0.9,2580,1.1,2381,0.8,2636,0.8
2,6,1,1,3,めん類,1402,0.4,1169,0.4,1561,0.5,841,0.3,892,0.4,1987,0.7,1500,0.4
