項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,6,5,4,2,婦人用下着類,650,0.2,-3.6,256,0.2,533,0.3,483,0.2,669,0.2,692,0.2,869,0.2,1045,0.2
2,6,5,4,3,子供用下着類,145,0,20.8,9,0,37,0,79,0,107,0,340,0.1,198,0,242,0
2,5,5,5,0,生地・糸類,250,0.1,57.2,149,0.1,42,0,101,0,361,0.1,196,0.1,301,0.1,596,0.1
2,5,5,6,0,他の被服,1523,0.5,-0.8,394,0.3,823,0.5,945,0.4,1634,0.6,2029,0.6,1613,0.4,3201,0.5
2,5,5,7,0,履物類,1782,0.6,-22.8,630,0.6,1022,0.6,825,0.4,1867,0.7,1511,0.5,2891,0.7,3706,0.6
2,5,5,8,0,被服関連サービス,1326,0.4,1.5,122,0.1,288,0.2,253,0.1,435,0.2,1068,0.3,1933,0.5,5152,0.8
2,4,6,0,0,保健医療,13551,4.3,-1.7,4420,3.9,7148,4.1,10986,5,15357,5.5,16804,5,16843,4.1,23172,3.4
2,5,6,1,0,医薬品,2332,0.7,-1.9,1344,1.2,1071,0.6,1900,0.9,2929,1.1,3034,0.9,2580,0.6,3449,0.5
2,5,6,2,0,健康保持用摂取品,1213,0.4,36.1,342,0.3,1130,0.7,1280,0.6,2206,0.8,1104,0.3,1567,0.4,853,0.1
2,5,6,3,0,保健医療用品・器具,2092,0.7,-3.9,586,0.5,1018,0.6,1546,0.7,1986,0.7,3728,1.1,2427,0.6,3335,0.5
2,5,6,4,0,保健医療サービス,7915,2.5,-5.2,2148,1.9,3929,2.3,6261,2.8,8236,3,8939,2.7,10270,2.5,15535,2.3
2,4,7,0,0,交通・通信,32906,10.4,-9.8,10390,9.2,13797,7.9,20089,9.1,28266,10.2,30268,9,47875,11.6,79248,11.8
2,5,7,1,0,交通,8265,2.6,-9,2576,2.3,2485,1.4,4277,1.9,6055,2.2,6062,1.8,12769,3.1,23511,3.5
2,5,7,2,0,自動車等関係費,11837,3.8,-22.3,2453,2.2,3209,1.8,5672,2.6,7891,2.8,9691,2.9,16890,4.1,36842,5.5
2,6,7,2,1,自動車等購入,1927,0.6,-54.8,-,-,-,-,-,-,-,-,-,-,-,-,13387,2
2,6,7,2,2,自転車購入,317,0.1,131.4,141,0.1,-,-,219,0.1,881,0.3,103,0,875,0.2,-,-
2,6,7,2,3,自動車等維持,9593,3,-11.5,2313,2,3209,1.8,5453,2.5,7010,2.5,9589,2.9,16016,3.9,23455,3.5
2,5,7,3,0,通信,12804,4.1,5.4,5361,4.8,8104,4.7,10140,4.6,14320,5.2,14514,4.3,18215,4.4,18895,2.8
2,4,8,0,0,教育,12799,4.1,-31.8,787,0.7,1476,0.8,3121,1.4,6242,2.3,5601,1.7,12008,2.9,59950,8.9
2,5,8,1,0,授業料等,9423,3,-36.9,307,0.3,993,0.6,2151,1,4523,1.6,3558,1.1,6624,1.6,47464,7.1
2,5,8,2,0,教科書・学習参考教材,81,0,-31.9,-,-,-,-,20,0,7,0,15,0,267,0.1,258,0
2,5,8,3,0,補習教育,3295,1,-11.1,480,0.4,482,0.3,949,0.4,1712,0.6,2029,0.6,5118,1.2,12227,1.8
2,4,9,0,0,教養娯楽,32364,10.3,-0.7,8911,7.9,15292,8.8,19825,9,25017,9,28143,8.4,43713,10.6,85186,12.7
2,5,9,1,0,教養娯楽用耐久財,2481,0.8,-17.4,353,0.3,1232,0.7,2539,1.2,692,0.2,609,0.2,5410,1.3,6523,1
2,5,9,2,0,教養娯楽用品,6358,2,21.1,1338,1.2,3513,2,3499,1.6,5515,2,6646,2,9175,2.2,14740,2.2
2,5,9,3,0,書籍・他の印刷物,4245,1.3,5.6,2538,2.2,3329,1.9,3061,1.4,4298,1.6,4104,1.2,5812,1.4,6547,1
2,5,9,4,0,教養娯楽サービス,19279,6.1,-5.1,4682,4.1,7218,4.2,10726,4.9,14511,5.2,16784,5,23316,5.6,57375,8.5
2,6,9,4,1,宿泊料,1901,0.6,-17.5,300,0.3,100,0.1,232,0.1,672,0.2,2563,0.8,2117,0.5,7280,1.1
2,6,9,4,2,パック旅行費,2904,0.9,-6.4,-,-,484,0.3,1028,0.5,851,0.3,615,0.2,1667,0.4,15574,2.3
2,6,9,4,3,月謝類,4923,1.6,8.8,848,0.8,2058,1.2,2635,1.2,3471,1.3,3191,1,8260,2,13928,2.1
2,6,9,4,4,他の教養娯楽サービス,9551,3,-8,3534,3.1,4577,2.6,6831,3.1,9518,3.4,10415,3.1,11271,2.7,20593,3.1
2,4,10,0,0,その他の消費支出,69536,22,5.9,15451,13.7,29844,17.2,48644,22,60149,21.7,80390,24,103133,25,148409,22.1
2,5,10,1,0,諸雑費,25864,8.2,12.8,8215,7.3,13340,7.7,19441,8.8,23256,8.4,27011,8.1,36103,8.7,53428,7.9
2,6,10,1,1,理美容サービス,3769,1.2,21,942,0.8,3106,1.8,2770,1.3,3540,1.3,3822,1.1,4227,1,7929,1.2
2,6,10,1,2,理美容用品,4478,1.4,3,1578,1.4,2239,1.3,3171,1.4,4671,1.7,6248,1.9,4319,1,9058,1.3
2,6,10,1,3,身の回り用品,1855,0.6,-31.5,486,0.4,508,0.3,1104,0.5,1042,0.4,2028,0.6,3375,0.8,4427,0.7
2,6,10,1,4,たばこ,1208,0.4,28.2,706,0.6,1006,0.6,1689,0.8,1286,0.5,1367,0.4,1634,0.4,773,0.1
2,6,10,1,5,他の諸雑費,14554,4.6,23.2,4503,4,6480,3.7,10708,4.9,12716,4.6,13546,4,22547,5.5,31241,4.6
2,5,10,2,0,こづかい,12515,4,18.5,947,0.8,2313,1.3,6668,3,10319,3.7,15534,4.6,20469,5,31184,4.6
2,5,10,3,0,交際費,27318,8.7,-7.3,6238,5.5,14092,8.1,22447,10.2,25085,9.1,35979,10.7,37899,9.2,49256,7.3
2,6,10,3,1,食料,5638,1.8,-4.6,1439,1.3,2729,1.6,4165,1.9,6209,2.2,7667,2.3,6356,1.5,10833,1.6
2,6,10,3,2,家具・家事用品,198,0.1,24.5,8,0,25,0,78,0,30,0,355,0.1,202,0,681,0.1
2,6,10,3,3,被服及び履物,860,0.3,32.1,127,0.1,1051,0.6,708,0.3,232,0.1,1567,0.5,621,0.2,1705,0.3
2,6,10,3,4,教養娯楽,1965,0.6,4.7,13,0,475,0.3,498,0.2,1553,0.6,1731,0.5,5342,1.3,4129,0.6
2,6,10,3,5,他の物品サービス,284,0.1,-76.2,177,0.2,226,0.1,96,0,650,0.2,378,0.1,154,0,306,0
2,6,10,3,6,贈与金,15445,4.9,-0.3,3518,3.1,8163,4.7,13992,6.3,14658,5.3,20142,6,21766,5.3,25768,3.8
2,6,10,3,7,他の交際費,2928,0.9,-29.9,954,0.8,1424,0.8,2911,1.3,1753,0.6,4139,1.2,3458,0.8,5834,0.9
2,5,10,4,0,仕送り金,3838,1.2,41.7,51,0,99,0.1,87,0,1488,0.5,1866,0.6,8662,2.1,14541,2.2
2,3,0,0,0,土地家屋購入,1097,-,-97.4,-,-,-,-,-,-,-,-,-,-,-,-,7620,-
2,3,0,0,0,（再掲）教育関係費,16003,5.1,-27.5,1166,1,2074,1.2,3884,1.8,8549,3.1,8092,2.4,21254,5.1,66579,9.9
2,3,0,0,0,（再掲）教養娯楽関係費,37552,11.9,-4,10424,9.2,16841,9.7,22137,10,29356,10.6,33264,9.9,52524,12.7,97795,14.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,19284,6.1,6,3569,3.2,8262,4.8,14079,6.4,16147,5.8,22008,6.6,30429,7.4,40309,6
2,3,0,0,0,（再掲）経常消費支出,243890,77.3,-0.5,103187,91.4,156901,90.3,194294,88,231130,83.4,276106,82.5,321917,77.9,421877,62.7
2,3,0,0,0,（再掲）情報通信関係費,15996,5.1,1.1,7372,6.5,10844,6.2,13049,5.9,16937,6.1,18521,5.5,21428,5.2,23725,3.5
2,3,0,0,0,（再掲）消費支出（除く住居等）1）,270752,85.8,-1.1,104269,92.4,155797,89.7,194733,88.2,239381,86.4,283831,84.8,355784,86.1,558760,83.1
3,2,0,0,0,現物総額,6383,100,-14.1,4062,100,3949,100,5617,100,5283,100,9647,100,8815,100,7304,100
3,3,0,0,0,食料,4591,71.9,-10.7,3457,85.1,2920,73.9,3928,69.9,3718,70.4,6835,70.9,5404,61.3,5863,80.3
3,3,0,0,0,住居,556,8.7,-44.1,-,-,-,-,1253,22.3,607,11.5,-,-,1806,20.5,236,3.2
3,3,0,0,0,光熱・水道,0,0,-100,-,-,2,0.1,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,家具・家事用品,118,1.8,4.4,289,7.1,88,2.2,41,0.7,107,2,58,0.6,119,1.3,126,1.7
3,3,0,0,0,被服及び履物,274,4.3,-21.3,8,0.2,193,4.9,49,0.9,7,0.1,314,3.3,1119,12.7,231,3.2
3,3,0,0,0,保健医療,110,1.7,547.1,-,-,43,1.1,176,3.1,-,-,550,5.7,-,-,-,-
3,3,0,0,0,交通・通信,268,4.2,30.1,85,2.1,201,5.1,76,1.4,284,5.4,1119,11.6,106,1.2,3,0
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,教養娯楽,373,5.8,-0.3,165,4.1,451,11.4,73,1.3,353,6.7,753,7.8,154,1.7,654,9
3,3,0,0,0,その他の消費支出,93,1.5,-59.4,57,1.4,51,1.3,19,0.3,207,3.9,17,0.2,108,1.2,191,2.6
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年1月,,,,,,,,,,,,,,,,,,,,,,
第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―全世帯―,,,,,,,,,,,,,,,,,,,,,,
注１）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出　3：現物総額）,,,,,,,,,,,,,,,,,,,,,,
