項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,530,-,664,-,988,-,1004,-,1108,-,887,-,806,-,4013,-,1556,-
0,0,0,0,0,調査世帯数,738,-,40,-,49,-,76,-,74,-,75,-,63,-,57,-,304,-,122,-
0,0,0,0,0,世帯人員,2.98,-,3.22,-,3.62,-,3.66,-,3.46,-,3.6,-,3.14,-,2.72,-,2.41,-,2.3,-
0,0,0,0,0,有業人員,1.27,-,1.27,-,1.39,-,1.54,-,1.45,-,1.97,-,1.68,-,1.79,-,0.75,-,0.49,-
0,0,0,0,0,世帯主平均年齢,58.1,-,30.8,-,36.9,-,41.9,-,47,-,52,-,56.9,-,62.1,-,73.1,-,79.7,-
2,2,0,0,0,生計支出,370168,-,243904,-,410311,-,388380,-,446900,-,414741,-,449817,-,362949,-,328052,-,275365,-
2,3,0,0,0,消費支出,366616,100,243904,100,356785,100,388380,100,446900,100,414741,100,449817,100,362949,100,328052,100,275365,100
2,4,1,0,0,食料,83163,22.7,53575,22,81842,22.9,83682,21.5,95960,21.5,84430,20.4,95669,21.3,93797,25.8,78708,24,75837,27.5
2,5,1,1,0,穀類,7545,2.1,4852,2,7748,2.2,7471,1.9,8369,1.9,7660,1.8,8141,1.8,7454,2.1,7534,2.3,7262,2.6
2,6,1,1,1,米類,2896,0.8,1322,0.5,2100,0.6,2484,0.6,3024,0.7,2613,0.6,3060,0.7,2861,0.8,3353,1,3411,1.2
2,6,1,1,2,パン,2696,0.7,2090,0.9,3497,1,2762,0.7,3145,0.7,2900,0.7,3047,0.7,2822,0.8,2355,0.7,2171,0.8
2,6,1,1,3,めん類,1453,0.4,1117,0.5,1435,0.4,1684,0.4,1585,0.4,1507,0.4,1627,0.4,1314,0.4,1385,0.4,1284,0.5
2,6,1,1,4,他の穀類,501,0.1,323,0.1,717,0.2,542,0.1,615,0.1,641,0.2,406,0.1,457,0.1,441,0.1,396,0.1
2,5,1,2,0,魚介類,6453,1.8,2612,1.1,3750,1.1,4927,1.3,5630,1.3,5849,1.4,6744,1.5,7513,2.1,7878,2.4,7562,2.7
2,6,1,2,1,生鮮魚介,3725,1,1581,0.6,2295,0.6,2829,0.7,3425,0.8,3650,0.9,3889,0.9,4654,1.3,4338,1.3,4079,1.5
2,6,1,2,2,塩干魚介,1158,0.3,464,0.2,629,0.2,1020,0.3,1032,0.2,941,0.2,967,0.2,1095,0.3,1518,0.5,1662,0.6
2,6,1,2,3,魚肉練製品,546,0.1,230,0.1,274,0.1,294,0.1,398,0.1,512,0.1,673,0.1,593,0.2,704,0.2,591,0.2
2,6,1,2,4,他の魚介加工品,1024,0.3,337,0.1,552,0.2,785,0.2,776,0.2,746,0.2,1215,0.3,1171,0.3,1318,0.4,1229,0.4
2,5,1,3,0,肉類,7037,1.9,4011,1.6,6298,1.8,6598,1.7,8457,1.9,7870,1.9,8772,2,8694,2.4,6365,1.9,5450,2
2,6,1,3,1,生鮮肉,5580,1.5,3132,1.3,4942,1.4,5178,1.3,6657,1.5,6193,1.5,7219,1.6,7027,1.9,5016,1.5,4233,1.5
2,6,1,3,2,加工肉,1457,0.4,879,0.4,1356,0.4,1420,0.4,1800,0.4,1678,0.4,1553,0.3,1667,0.5,1348,0.4,1217,0.4
2,5,1,4,0,乳卵類,3988,1.1,3509,1.4,4298,1.2,3735,1,4080,0.9,3721,0.9,3889,0.9,3863,1.1,4161,1.3,4196,1.5
2,6,1,4,1,牛乳,1276,0.3,806,0.3,1224,0.3,1216,0.3,1243,0.3,1257,0.3,1249,0.3,1162,0.3,1404,0.4,1455,0.5
2,6,1,4,2,乳製品,1943,0.5,2190,0.9,2277,0.6,1749,0.5,1927,0.4,1706,0.4,1784,0.4,1944,0.5,2009,0.6,2074,0.8
2,6,1,4,3,卵,769,0.2,512,0.2,797,0.2,770,0.2,910,0.2,757,0.2,856,0.2,758,0.2,749,0.2,667,0.2
2,5,1,5,0,野菜・海藻,10032,2.7,5482,2.2,7532,2.1,8390,2.2,9793,2.2,9128,2.2,10474,2.3,11315,3.1,11405,3.5,10929,4
2,6,1,5,1,生鮮野菜,6724,1.8,3917,1.6,5198,1.5,5773,1.5,6664,1.5,6259,1.5,6839,1.5,7981,2.2,7447,2.3,7109,2.6
2,6,1,5,2,乾物・海藻,860,0.2,385,0.2,698,0.2,751,0.2,788,0.2,583,0.1,795,0.2,892,0.2,1078,0.3,1086,0.4
2,6,1,5,3,大豆加工品,1084,0.3,601,0.2,847,0.2,857,0.2,1126,0.3,907,0.2,1195,0.3,1112,0.3,1252,0.4,1164,0.4
2,6,1,5,4,他の野菜・海藻加工品,1364,0.4,579,0.2,789,0.2,1009,0.3,1216,0.3,1378,0.3,1644,0.4,1330,0.4,1628,0.5,1570,0.6
2,5,1,6,0,果物,3154,0.9,1412,0.6,2315,0.6,2350,0.6,2190,0.5,2579,0.6,3020,0.7,3093,0.9,4163,1.3,3870,1.4
2,6,1,6,1,生鮮果物,2868,0.8,1215,0.5,2126,0.6,2159,0.6,2014,0.5,2244,0.5,2656,0.6,2815,0.8,3828,1.2,3654,1.3
2,6,1,6,2,果物加工品,286,0.1,198,0.1,189,0.1,191,0,175,0,335,0.1,365,0.1,278,0.1,335,0.1,216,0.1
2,5,1,7,0,油脂・調味料,4354,1.2,2386,1,3834,1.1,3952,1,4888,1.1,4266,1,4999,1.1,4836,1.3,4450,1.4,4368,1.6
2,6,1,7,1,油脂,503,0.1,334,0.1,449,0.1,429,0.1,565,0.1,479,0.1,542,0.1,653,0.2,505,0.2,472,0.2
2,6,1,7,2,調味料,3851,1.1,2053,0.8,3385,0.9,3523,0.9,4323,1,3786,0.9,4457,1,4183,1.2,3945,1.2,3895,1.4
2,5,1,8,0,菓子類,6083,1.7,4566,1.9,7570,2.1,6950,1.8,7206,1.6,5965,1.4,6790,1.5,5796,1.6,5478,1.7,5089,1.8
2,5,1,9,0,調理食品,9866,2.7,5482,2.2,7137,2,8937,2.3,11367,2.5,12066,2.9,12367,2.7,9997,2.8,9562,2.9,10535,3.8
2,6,1,9,1,主食的調理食品,4460,1.2,2486,1,3616,1,3982,1,5353,1.2,5213,1.3,5923,1.3,4542,1.3,4206,1.3,4449,1.6
2,6,1,9,2,他の調理食品,5406,1.5,2996,1.2,3521,1,4955,1.3,6014,1.3,6852,1.7,6443,1.4,5455,1.5,5357,1.6,6086,2.2
2,5,1,10,0,飲料,4627,1.3,2878,1.2,5633,1.6,5133,1.3,5648,1.3,4872,1.2,5760,1.3,4616,1.3,3995,1.2,3210,1.2
2,6,1,10,1,茶類,1401,0.4,886,0.4,1942,0.5,1092,0.3,1600,0.4,1031,0.2,1764,0.4,1128,0.3,1483,0.5,1102,0.4
2,6,1,10,2,コーヒー・ココア,1003,0.3,544,0.2,860,0.2,1027,0.3,1134,0.3,1206,0.3,1318,0.3,1458,0.4,832,0.3,573,0.2
2,6,1,10,3,他の飲料,2222,0.6,1447,0.6,2831,0.8,3015,0.8,2914,0.7,2635,0.6,2678,0.6,2030,0.6,1680,0.5,1534,0.6
2,5,1,11,0,酒類,4171,1.1,1515,0.6,2692,0.8,4160,1.1,3538,0.8,3699,0.9,4400,1,6269,1.7,4585,1.4,5295,1.9
2,5,1,12,0,外食,15852,4.3,14870,6.1,23035,6.5,21077,5.4,24792,5.5,16756,4,20313,4.5,20351,5.6,9132,2.8,8071,2.9
2,6,1,12,1,一般外食,15438,4.2,14299,5.9,22480,6.3,19734,5.1,23865,5.3,16341,3.9,19465,4.3,20351,5.6,9132,2.8,8071,2.9
2,6,1,12,2,学校給食,414,0.1,571,0.2,555,0.2,1343,0.3,927,0.2,415,0.1,848,0.2,-,-,-,-,-,-
2,4,2,0,0,住居,29971,8.2,38239,15.7,39914,11.2,36821,9.5,32250,7.2,38901,9.4,34359,7.6,17796,4.9,23987,7.3,16753,6.1
2,5,2,1,0,家賃地代,13410,3.7,36493,15,32916,9.2,12811,3.3,22914,5.1,12168,2.9,12808,2.8,7164,2,6636,2,7466,2.7
2,5,2,2,0,設備修繕・維持,16561,4.5,1745,0.7,6998,2,24009,6.2,9335,2.1,26733,6.4,21551,4.8,10631,2.9,17351,5.3,9287,3.4
2,6,2,2,1,設備材料,8126,2.2,299,0.1,3877,1.1,338,0.1,4166,0.9,11296,2.7,11955,2.7,2396,0.7,12199,3.7,4562,1.7
2,6,2,2,2,工事その他のサービス,8435,2.3,1446,0.6,3122,0.9,23671,6.1,5169,1.2,15437,3.7,9597,2.1,8236,2.3,5152,1.6,4725,1.7
2,4,3,0,0,光熱・水道,30358,8.3,17656,7.2,24426,6.8,26642,6.9,32336,7.2,33810,8.2,34738,7.7,27649,7.6,32059,9.8,31144,11.3
2,5,3,1,0,電気代,14150,3.9,7848,3.2,12381,3.5,13361,3.4,15474,3.5,14355,3.5,16534,3.7,12897,3.6,14806,4.5,13338,4.8
2,5,3,2,0,ガス代,10607,2.9,7159,2.9,8164,2.3,8208,2.1,11981,2.7,12842,3.1,12359,2.7,10268,2.8,10778,3.3,10972,4
2,5,3,3,0,他の光熱,902,0.2,62,0,105,0,436,0.1,332,0.1,435,0.1,1141,0.3,809,0.2,1497,0.5,1758,0.6
2,5,3,4,0,上下水道料,4699,1.3,2587,1.1,3776,1.1,4637,1.2,4549,1,6177,1.5,4704,1,3675,1,4979,1.5,5076,1.8
2,4,4,0,0,家具・家事用品,18830,5.1,11227,4.6,15764,4.4,17887,4.6,22677,5.1,23402,5.6,20655,4.6,17663,4.9,18178,5.5,11017,4
2,5,4,1,0,家庭用耐久財,8843,2.4,3514,1.4,3089,0.9,8211,2.1,11705,2.6,11892,2.9,11099,2.5,3928,1.1,9584,2.9,3844,1.4
2,6,4,1,1,家事用耐久財,4275,1.2,2686,1.1,2769,0.8,7379,1.9,6952,1.6,5730,1.4,4330,1,777,0.2,3589,1.1,2121,0.8
2,6,4,1,2,冷暖房用器具,2297,0.6,-,-,-,-,-,-,3147,0.7,5983,1.4,3422,0.8,3151,0.9,1894,0.6,1028,0.4
2,6,4,1,3,一般家具,2271,0.6,828,0.3,320,0.1,832,0.2,1607,0.4,179,0,3347,0.7,-,-,4101,1.3,695,0.3
2,5,4,2,0,室内装備・装飾品,1191,0.3,449,0.2,3160,0.9,564,0.1,261,0.1,2254,0.5,540,0.1,3701,1,697,0.2,535,0.2
2,5,4,3,0,寝具類,1474,0.4,254,0.1,558,0.2,1328,0.3,1219,0.3,1961,0.5,539,0.1,2903,0.8,1670,0.5,821,0.3
2,5,4,4,0,家事雑貨,2985,0.8,3464,1.4,4705,1.3,3203,0.8,4346,1,2989,0.7,3073,0.7,2406,0.7,2339,0.7,2322,0.8
2,5,4,5,0,家事用消耗品,3716,1,3513,1.4,3206,0.9,3872,1,4566,1,3856,0.9,4540,1,4399,1.2,3218,1,2977,1.1
2,5,4,6,0,家事サービス,622,0.2,34,0,1046,0.3,709,0.2,579,0.1,451,0.1,865,0.2,325,0.1,671,0.2,518,0.2
2,4,5,0,0,被服及び履物,18992,5.2,14429,5.9,24178,6.8,29163,7.5,33376,7.5,24841,6,28437,6.3,20707,5.7,8586,2.6,5884,2.1
2,5,5,1,0,和服,312,0.1,-,-,-,-,105,0,-,-,2725,0.7,-,-,-,-,-,-,-,-
2,5,5,2,0,洋服,8819,2.4,8902,3.6,10577,3,16197,4.2,18225,4.1,11435,2.8,15226,3.4,8671,2.4,2239,0.7,1823,0.7
2,6,5,2,1,男子用洋服,3059,0.8,1198,0.5,2379,0.7,4666,1.2,7632,1.7,4898,1.2,6750,1.5,3248,0.9,516,0.2,126,0
2,6,5,2,2,婦人用洋服,4885,1.3,5232,2.1,4518,1.3,8171,2.1,9449,2.1,6300,1.5,8476,1.9,5273,1.5,1688,0.5,1697,0.6
2,6,5,2,3,子供用洋服,875,0.2,2473,1,3680,1,3360,0.9,1144,0.3,237,0.1,-,-,150,0,35,0,-,-
2,5,5,3,0,シャツ・セーター類,3131,0.9,1128,0.5,4101,1.1,3089,0.8,4093,0.9,3755,0.9,6013,1.3,3824,1.1,2057,0.6,1002,0.4
2,6,5,3,1,男子用シャツ・セーター類,865,0.2,123,0.1,1004,0.3,1345,0.3,1493,0.3,637,0.2,2264,0.5,537,0.1,485,0.1,215,0.1
2,6,5,3,2,婦人用シャツ・セーター類,2026,0.6,563,0.2,1513,0.4,1406,0.4,2144,0.5,2852,0.7,3750,0.8,3287,0.9,1566,0.5,770,0.3
2,6,5,3,3,子供用シャツ・セーター類,240,0.1,441,0.2,1584,0.4,339,0.1,457,0.1,265,0.1,-,-,-,-,6,0,17,0
