項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,459,654,964,901,1163,935,864,4058,1735
0,0,0,0,0,0,0,調査世帯数,748,-,34,50,75,68,82,67,62,310,137
0,0,0,0,0,0,0,世帯人員,3,-,3.17,3.65,3.59,3.61,3.73,3.17,2.79,2.4,2.31
0,0,0,0,0,0,0,有業人員,1.31,-,1.36,1.45,1.54,1.53,2.06,1.79,1.77,0.75,0.5
0,0,0,0,0,0,0,世帯主平均年齢,58.8,-,31,37,41.9,46.9,52.1,56.9,62.1,73.8,80.3
2,2,0,0,0,0,0,生計支出,335577,-4.3,217793,290629,314494,408730,453186,357588,421907,287747,259786
2,3,0,0,0,102-981,0,消費支出,335577,-4.1,217793,290629,314494,408730,453186,357588,421907,287747,259786
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,79791,-3.6,49288,72517,81802,87018,81423,84211,98769,76804,66832
2,5,1,1,0,102-160,0,穀類,6035,-16.4,4234,6935,6056,7143,6820,6579,6227,5451,4909
2,6,1,1,1,102,0,米類,1702,-37.4,748,1874,1556,1964,2051,1822,1658,1639,1592
2,7,1,1,1,102,102,米,1702,-37.4,748,1874,1556,1964,2051,1822,1658,1639,1592
2,6,1,1,2,"120,　129",0,パン,2748,-2.3,2177,3177,2515,3216,3009,2973,3366,2438,2123
2,7,1,1,2,"120,　129",120,食パン,856,8.4,586,948,889,1031,835,905,783,834,852
2,7,1,1,2,"120,　129",129,他のパン,1893,-6.4,1590,2229,1626,2185,2173,2068,2583,1603,1271
2,6,1,1,3,130-139,0,めん類,1205,-11,1031,1303,1489,1469,1333,1340,1018,1056,920
2,7,1,1,3,130-139,130,生うどん・そば,201,-9,170,171,154,269,160,211,126,231,215
2,7,1,1,3,130-139,131,乾うどん・そば,101,-37.7,72,54,104,100,68,104,90,124,101
2,7,1,1,3,130-139,134,スパゲッティ,110,-22,64,253,202,124,136,140,60,63,49
