項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3381,-,4664,-,920,-,106,-,1035,-,2754,-
0,0,0,0,0,調査世帯数,748,-,258,-,350,-,66,-,7,-,74,-,201,-
0,0,0,0,0,世帯人員,3,-,2,-,3.76,-,2.27,-,2,-,3.5,-,3.53,-
0,0,0,0,0,有業人員,1.3,-,0.66,-,1.74,-,1.19,-,0.75,-,1.47,-,2.26,-
0,0,0,0,0,世帯主平均年齢,58.5,-,66.7,-,50.6,-,65.9,-,44.1,-,60.7,-,50.5,-
2,2,0,0,0,生計支出,320835,-,298138,-,351951,-,292943,-,213708,-,279576,-,364830,-
2,3,0,0,0,消費支出,315568,100,298138,100,351951,100,235719,100,213708,100,279576,100,364830,100
2,4,1,0,0,食料,82173,26,74288,24.9,90816,25.8,61727,26.2,51534,24.1,87161,31.2,88508,24.3
2,5,1,1,0,穀類,6636,2.1,5364,1.8,7777,2.2,5400,2.3,3150,1.5,6751,2.4,7132,2
2,6,1,1,1,米類,2147,0.7,1716,0.6,2489,0.7,1601,0.7,385,0.2,2504,0.9,2363,0.6
2,6,1,1,2,パン,2849,0.9,2261,0.8,3410,1,2373,1,1520,0.7,2667,1,2989,0.8
2,6,1,1,3,めん類,1320,0.4,1159,0.4,1488,0.4,1119,0.5,1102,0.5,1265,0.5,1422,0.4
2,6,1,1,4,他の穀類,320,0.1,228,0.1,390,0.1,307,0.1,143,0.1,314,0.1,357,0.1
2,5,1,2,0,魚介類,6549,2.1,6832,2.3,6406,1.8,4917,2.1,3202,1.5,7717,2.8,5854,1.6
2,6,1,2,1,生鮮魚介,4011,1.3,4294,1.4,3872,1.1,3140,1.3,1951,0.9,4485,1.6,3530,1
2,6,1,2,2,塩干魚介,1206,0.4,1191,0.4,1238,0.4,872,0.4,615,0.3,1411,0.5,1080,0.3
2,6,1,2,3,魚肉練製品,488,0.2,558,0.2,455,0.1,304,0.1,236,0.1,572,0.2,466,0.1
2,6,1,2,4,他の魚介加工品,844,0.3,789,0.3,841,0.2,600,0.3,400,0.2,1250,0.4,779,0.2
2,5,1,3,0,肉類,7400,2.3,6044,2,8684,2.5,5080,2.2,3050,1.4,8110,2.9,8130,2.2
2,6,1,3,1,生鮮肉,5789,1.8,4666,1.6,6808,1.9,4046,1.7,2228,1,6412,2.3,6394,1.8
2,6,1,3,2,加工肉,1612,0.5,1378,0.5,1876,0.5,1034,0.4,822,0.4,1697,0.6,1736,0.5
2,5,1,4,0,乳卵類,4007,1.3,3657,1.2,4439,1.3,2988,1.3,2257,1.1,4106,1.5,3839,1.1
2,6,1,4,1,牛乳,1375,0.4,1246,0.4,1557,0.4,1102,0.5,961,0.4,1219,0.4,1344,0.4
2,6,1,4,2,乳製品,1843,0.6,1672,0.6,2037,0.6,1324,0.6,797,0.4,1986,0.7,1709,0.5
2,6,1,4,3,卵,789,0.3,739,0.2,845,0.2,562,0.2,499,0.2,902,0.3,786,0.2
2,5,1,5,0,野菜・海藻,10174,3.2,10594,3.6,9986,2.8,7667,3.3,5448,2.5,11879,4.2,8765,2.4
2,6,1,5,1,生鮮野菜,7271,2.3,7535,2.5,7200,2,5315,2.3,3617,1.7,8463,3,6208,1.7
2,6,1,5,2,乾物・海藻,644,0.2,679,0.2,649,0.2,538,0.2,632,0.3,602,0.2,577,0.2
2,6,1,5,3,大豆加工品,1127,0.4,1192,0.4,1107,0.3,942,0.4,457,0.2,1166,0.4,973,0.3
2,6,1,5,4,他の野菜・海藻加工品,1132,0.4,1187,0.4,1029,0.3,871,0.4,742,0.3,1648,0.6,1006,0.3
2,5,1,6,0,果物,3217,1,3489,1.2,3031,0.9,2346,1,923,0.4,3939,1.4,2688,0.7
2,6,1,6,1,生鮮果物,2935,0.9,3164,1.1,2749,0.8,2208,0.9,836,0.4,3672,1.3,2422,0.7
2,6,1,6,2,果物加工品,282,0.1,325,0.1,282,0.1,137,0.1,86,0,267,0.1,266,0.1
2,5,1,7,0,油脂・調味料,3250,1,3184,1.1,3312,0.9,2342,1,1553,0.7,3990,1.4,3142,0.9
2,6,1,7,1,油脂,343,0.1,400,0.1,303,0.1,304,0.1,146,0.1,367,0.1,277,0.1
2,6,1,7,2,調味料,2907,0.9,2784,0.9,3009,0.9,2038,0.9,1407,0.7,3623,1.3,2865,0.8
2,5,1,8,0,菓子類,5904,1.9,4791,1.6,6930,2,4986,2.1,3092,1.4,5732,2.1,6493,1.8
2,5,1,9,0,調理食品,9692,3.1,8636,2.9,10425,3,7989,3.4,5015,2.3,11351,4.1,10671,2.9
2,6,1,9,1,主食的調理食品,4182,1.3,4041,1.4,4249,1.2,3445,1.5,2115,1,4992,1.8,4672,1.3
2,6,1,9,2,他の調理食品,5510,1.7,4595,1.5,6175,1.8,4544,1.9,2900,1.4,6359,2.3,5999,1.6
2,5,1,10,0,飲料,4648,1.5,3995,1.3,5180,1.5,3903,1.7,3234,1.5,5047,1.8,5144,1.4
