"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2016120101,"麻布",,3,30,33,8,,,,23,,14,"NNE",93,51,
2016120102,"麻布",,6,29,35,7,,,,22,,11,"NE",81,59,
2016120103,"麻布",,4,24,28,9,,,,24,,14,"NNE",84,57,
2016120104,"麻布",,4,20,24,12,,,,23,,16,"NNE",73,71,
2016120105,"麻布",,3,20,23,11,,,,25,,15,"N",68,81,
2016120106,"麻布",,5,21,26,9,,,,25,,11,"NNE",68,88,
2016120107,"麻布",,9,28,37,5,,,,19,,14,"N",66,90,
2016120108,"麻布",,13,30,43,3,,,,14,,13,"NNE",71,91,
2016120109,"麻布",,20,31,51,3,,,,16,,19,"NNE",71,91,
2016120110,"麻布",,18,29,47,6,,,,22,,17,"NNE",74,90,
2016120111,"麻布",,24,30,54,8,,,,23,,16,"NE",95,88,
2016120112,"麻布",,15,25,40,14,,,,21,,19,"NW",113,76,
2016120113,"麻布",,9998,9998,9998,9998,,,,9998,,10,"W",134,68,
2016120114,"麻布",,6,24,30,19,,,,21,,6,"E",139,66,
2016120115,"麻布",,33,45,78,8,,,,32,,4,"ENE",132,73,
2016120116,"麻布",,36,50,86,2,,,,37,,9,"E",137,77,
2016120117,"麻布",,82,59,141,1,,,,50,,2,"ESE",132,82,
2016120118,"麻布",,74,55,129,0,,,,38,,5,"SW",144,80,
2016120119,"麻布",,6,33,39,8,,,,12,,12,"WSW",155,72,
2016120120,"麻布",,9,31,40,11,,,,15,,8,"E",141,72,
2016120121,"麻布",,57,55,112,2,,,,44,,6,"ENE",135,78,
2016120122,"麻布",,74,58,132,2,,,,49,,5,"NNE",129,80,
2016120123,"麻布",,72,58,130,2,,,,41,,15,"WSW",120,81,
2016120124,"麻布",,74,52,126,1,,,,38,,9,"SW",115,83,
2016120201,"麻布",,67,46,113,0,,,,34,,14,"SW",111,86,
2016120202,"麻布",,15,31,46,5,,,,16,,21,"NNE",129,54,
2016120203,"麻布",,1,13,14,25,,,,9,,24,"NNE",123,45,
2016120204,"麻布",,1,10,11,31,,,,4,,14,"NNE",118,38,
2016120205,"麻布",,3,13,16,28,,,,3,,10,"NE",119,38,
2016120206,"麻布",,2,12,14,29,,,,5,,16,"NNE",119,36,
2016120207,"麻布",,3,17,20,26,,,,5,,11,"NE",111,36,
2016120208,"麻布",,8,22,30,21,,,,6,,17,"NNE",109,33,
2016120209,"麻布",,6,18,24,24,,,,10,,14,"NNE",117,31,
2016120210,"麻布",,7,16,23,26,,,,9,,20,"NE",123,31,
2016120211,"麻布",,8,18,26,26,,,,7,,15,"NNE",136,29,
2016120212,"麻布",,6,15,21,29,,,,10,,17,"NNE",140,25,
2016120213,"麻布",,4,13,17,32,,,,11,,15,"NE",149,26,
2016120214,"麻布",,4,15,19,31,,,,10,,13,"SSW",151,30,
2016120215,"麻布",,3,18,21,29,,,,12,,8,"WSW",147,30,
2016120216,"麻布",,4,26,30,23,,,,13,,7,"WSW",148,30,
2016120217,"麻布",,6,39,45,11,,,,12,,6,"NE",142,31,
2016120218,"麻布",,9,43,52,7,,,,13,,4,"NNE",137,31,
2016120219,"麻布",,9,41,50,8,,,,15,,6,"NNE",135,30,
2016120220,"麻布",,6,28,34,15,,,,18,,16,"NNE",128,32,
2016120221,"麻布",,7,26,33,17,,,,17,,15,"NNE",123,33,
2016120222,"麻布",,3,19,22,23,,,,12,,12,"NNE",113,37,
2016120223,"麻布",,2,18,20,22,,,,11,,12,"NNE",113,38,
2016120224,"麻布",,4,22,26,18,,,,13,,14,"NNE",109,40,
2016120301,"麻布",,5,24,29,15,,,,10,,12,"NNE",107,40,
2016120302,"麻布",,3,21,24,18,,,,11,,14,"NNE",105,40,
2016120303,"麻布",,4,19,23,19,,,,10,,20,"NNE",106,39,
2016120304,"麻布",,4,18,22,19,,,,10,,11,"NNE",102,42,
2016120305,"麻布",,11,28,39,10,,,,12,,10,"NNE",96,45,
2016120306,"麻布",,7,26,33,9,,,,9,,8,"NE",87,49,
2016120307,"麻布",,14,31,45,5,,,,14,,8,"NNE",84,51,
2016120308,"麻布",,20,32,52,4,,,,12,,11,"NNE",89,50,
2016120309,"麻布",,26,31,57,7,,,,14,,10,"NNE",103,45,
2016120310,"麻布",,25,32,57,9,,,,15,,8,"E",123,41,
2016120311,"麻布",,13,26,39,17,,,,10,,15,"E",140,32,
2016120312,"麻布",,7,21,28,25,,,,11,,8,"SSW",147,31,
2016120313,"麻布",,5,22,27,25,,,,11,,3,"N",150,30,
2016120314,"麻布",,6,24,30,25,,,,10,,5,"ESE",155,30,
2016120315,"麻布",,6,33,39,16,,,,13,,4,"ENE",155,32,
2016120316,"麻布",,6,34,40,16,,,,13,,3,"NNE",146,36,
2016120317,"麻布",,6,46,52,5,,,,17,,2,"WNW",137,39,
2016120318,"麻布",,9,49,58,4,,,,16,,1,"WNW",134,44,
2016120319,"麻布",,18,54,72,0,,,,16,,2,"W",132,46,
2016120320,"麻布",,25,53,78,0,,,,16,,3,"WSW",123,55,
2016120321,"麻布",,30,51,81,0,,,,20,,3,"W",125,59,
2016120322,"麻布",,40,53,93,1,,,,23,,7,"WSW",129,49,
2016120323,"麻布",,37,53,90,1,,,,26,,11,"W",128,51,
2016120324,"麻布",,34,48,82,0,,,,22,,9,"N",123,54,
2016120401,"麻布",,27,43,70,1,,,,24,,12,"NNE",109,53,
2016120402,"麻布",,10,33,43,3,,,,23,,11,"NNE",113,53,
2016120403,"麻布",,6,25,31,8,,,,18,,12,"NNE",110,52,
2016120404,"麻布",,5,23,28,10,,,,16,,11,"NNE",113,51,
2016120405,"麻布",,7,22,29,10,,,,18,,8,"NNE",108,53,
2016120406,"麻布",,11,26,37,8,,,,18,,4,"NNW",105,55,
2016120407,"麻布",,10,27,37,6,,,,18,,4,"NNW",99,57,
2016120408,"麻布",,12,26,38,5,,,,19,,4,"SSE",106,56,
2016120409,"麻布",,12,25,37,6,,,,21,,3,"E",114,53,
2016120410,"麻布",,13,25,38,10,,,,22,,8,"ENE",126,50,
2016120411,"麻布",,11,25,36,15,,,,19,,4,"NNE",138,45,
2016120412,"麻布",,8,27,35,20,,,,28,,11,"WSW",153,51,
2016120413,"麻布",,6,34,40,23,,,,31,,12,"E",155,49,
2016120414,"麻布",,9,46,55,21,,,,43,,5,"NW",161,53,
2016120415,"麻布",,8,41,49,18,,,,31,,4,"WNW",156,57,
2016120416,"麻布",,2,27,29,26,,,,21,,4,"SW",160,55,
2016120417,"麻布",,1,30,31,24,,,,19,,3,"ESE",155,61,
