地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティ二,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,12936,6269,6667,11507,5,9,94,0,0,74,2,246,129,4838,311,0,1,153,128,50,10,4,1,1815,122,0,4,2,180,76,0,0,592,35,1360,0,32,13,19,193,7,1002,0,0,462,1,4,10,3,2,0,2,6,0,6,41,34,0,3,0,4,36,0,1,0,0,1,2,0,2,0,5,3,5,2,17,66,0,20,7,1,0,1,68,18,89,0,0,1,0,0,1,0,0,0,0,108,2,0,0,2,0,0,1,0,0,0,1,0,7,0,0,1,16,6,0,0,2,11,0,0,0,1,1,0,5,0,0,0,0,8,4,0,10,1,1,3,0,0,0,1,1,2,6,1,14,0,0,0,0,0,379,0,0,0,45,1,1,3,0,4,2,0,2,7,12,0,0,0,0,0,0,302,0,0,400,9,3,208,5,14,3,0,3,149,0,1,5,70,44,5,1,0,0,17,0,0,1,0,2,0,0,0,10
4,13202,立川市,4374,2012,2362,3921,0,0,9,0,0,3,0,3,30,1928,118,0,0,47,32,11,0,0,1,754,104,0,4,0,8,22,0,0,179,0,396,0,1,0,7,51,4,209,0,0,105,0,0,0,0,1,0,0,1,0,2,18,7,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,0,3,1,1,13,0,3,4,3,0,0,32,0,4,0,0,0,1,0,0,0,0,0,0,42,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,159,0,0,0,21,0,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,130,0,0,111,3,0,72,0,4,0,0,2,30,0,0,0,34,17,0,0,0,0,16,0,1,0,0,0,0,0,0,2
4,13203,武蔵野市,3240,1604,1636,2473,0,0,17,0,0,23,1,8,8,1083,177,0,0,40,33,10,0,1,1,557,20,1,0,0,27,23,0,0,154,10,93,0,3,2,14,41,7,118,1,0,282,1,2,4,0,0,0,4,5,1,0,62,20,0,3,0,9,23,1,0,0,1,0,0,0,0,2,2,2,6,3,3,16,0,8,7,3,0,0,83,0,10,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,357,1,0,0,49,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,300,0,0,50,2,0,30,1,9,0,0,1,7,0,0,0,65,52,0,0,1,0,12,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,3813,1878,1935,2892,0,0,38,0,0,9,0,2,13,1178,217,0,0,48,34,7,0,1,0,693,30,0,2,2,31,11,0,0,102,3,189,0,3,2,16,61,6,194,0,0,360,0,1,6,4,2,0,2,2,0,2,57,26,0,2,0,7,24,0,2,0,0,1,5,0,1,1,7,1,2,4,5,42,0,14,17,4,0,0,101,4,12,2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0,6,0,1,3,0,0,0,0,0,0,1,0,0,1,5,4,0,0,2,1,1,404,0,0,1,56,0,0,0,0,0,2,0,0,3,13,1,0,0,0,0,0,328,0,0,61,3,3,32,6,8,0,0,0,8,0,0,1,52,35,2,0,0,0,13,0,0,0,0,0,0,2,0,3
4,13205,青梅市,1877,826,1051,1539,1,0,3,0,0,10,0,2,4,363,81,0,0,8,33,1,0,1,0,211,15,0,2,0,5,0,0,0,33,9,416,0,0,0,2,55,1,283,0,0,36,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,77,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,63,0,0,208,1,4,52,0,9,0,0,0,141,0,0,1,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3
4,13206,府中市,5302,2306,2996,4383,13,0,43,0,0,27,2,31,22,1809,218,0,0,54,139,21,0,0,0,814,27,0,16,1,41,53,0,0,97,10,536,0,0,12,14,103,10,269,1,0,331,0,2,2,3,4,0,6,1,2,1,39,21,1,8,0,5,25,0,6,0,0,0,5,0,0,0,3,0,5,1,9,49,0,17,4,7,4,4,32,8,49,0,1,1,2,3,1,0,0,0,0,78,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,15,0,0,0,0,1,3,0,0,1,0,0,2,0,0,3,0,5,0,3,1,2,0,0,0,0,0,0,0,2,1,4,22,0,1,5,0,0,315,0,0,0,31,0,2,0,0,1,0,0,0,4,13,0,0,0,0,0,0,264,0,0,145,8,0,97,5,11,0,0,1,22,0,0,1,46,28,3,0,0,0,12,0,0,1,0,0,0,1,1,4
4,13207,昭島市,2688,1223,1465,2406,0,0,14,0,2,16,0,1,15,697,46,0,0,66,18,7,0,0,0,500,50,0,9,0,7,8,0,0,251,11,376,0,0,0,3,29,1,279,0,0,47,0,0,1,0,0,0,1,1,1,1,3,5,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0,2,0,1,0,1,11,2,5,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70,0,0,102,4,0,47,0,2,0,0,0,49,0,0,0,15,11,0,0,0,0,4,0,0,0,0,0,0,0,0,3
4,13208,調布市,4629,2334,2295,4020,3,0,55,0,0,17,0,3,16,1662,218,0,1,63,63,11,1,1,0,1032,49,0,15,0,56,27,0,0,74,6,294,0,1,0,10,96,14,232,0,0,269,0,5,2,2,2,2,0,3,2,5,47,25,1,3,0,1,17,5,1,0,0,0,0,0,1,0,1,1,7,4,5,36,0,10,9,5,0,0,59,1,4,0,0,0,1,1,0,0,0,1,0,28,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,213,0,0,0,36,0,0,3,0,0,1,0,1,1,11,0,2,0,0,0,0,158,0,0,58,2,1,31,3,3,0,0,2,14,0,0,2,37,25,0,0,0,0,12,0,0,0,0,0,0,0,0,4
4,13209,町田市,6228,2900,3328,5327,0,0,21,0,0,27,0,18,40,2421,177,0,0,75,125,34,1,2,0,936,106,0,1,0,50,33,0,0,111,18,572,0,3,11,16,109,8,412,0,0,261,0,2,5,1,3,0,0,0,1,2,34,26,0,5,0,3,10,2,1,0,0,1,3,0,0,0,6,0,8,1,15,36,0,13,1,3,0,1,59,12,2,0,0,1,3,0,0,0,0,1,0,151,2,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,35,14,0,0,2,5,0,5,2,1,2,0,1,0,0,0,0,28,0,0,13,0,0,3,0,0,0,2,1,1,1,0,12,0,7,4,0,0,300,0,0,0,50,0,2,1,1,0,1,0,0,9,14,0,1,0,0,0,0,221,0,0,138,4,3,60,3,11,3,0,1,53,0,0,0,48,38,1,0,0,0,9,0,0,0,0,0,0,0,0,3
4,13210,小金井市,2792,1386,1406,2286,0,0,27,0,0,34,0,3,12,1160,87,0,0,23,74,5,0,1,0,296,11,0,5,0,35,19,1,0,134,4,134,0,0,0,10,64,4,143,0,0,172,4,2,1,1,0,1,1,0,1,0,25,16,0,1,1,4,7,0,0,0,0,0,0,0,1,0,4,1,2,0,2,24,0,5,5,3,0,0,54,2,3,0,0,0,1,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,2,0,0,1,0,3,0,0,1,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,232,0,0,0,23,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,201,0,0,40,4,0,25,2,4,0,0,0,3,0,0,2,25,13,1,0,0,0,11,0,0,0,0,0,0,0,0,1
4,13211,小平市,5204,2451,2753,4652,15,0,20,0,1,44,0,17,20,1758,191,0,0,36,80,25,0,1,0,1065,535,0,8,0,21,25,0,0,116,9,265,0,3,0,14,91,7,285,0,0,290,0,0,4,2,0,0,0,5,0,9,33,35,1,1,1,5,13,3,1,0,0,0,1,0,0,0,8,3,6,1,5,22,0,12,13,4,0,5,35,6,50,0,3,0,1,0,0,0,0,2,0,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,138,0,0,0,19,0,1,0,0,1,1,0,0,3,3,0,0,0,0,0,3,107,0,0,60,2,0,36,3,9,0,0,0,9,0,0,1,29,24,0,0,0,0,4,0,0,0,1,0,0,0,0,0
4,13212,日野市,3139,1528,1611,2812,0,1,46,0,0,9,0,12,21,1202,60,0,0,22,72,11,0,0,0,441,43,0,5,0,22,14,0,0,103,1,290,0,5,0,5,80,1,346,0,0,95,1,0,1,1,1,0,0,0,0,1,17,8,0,0,0,2,4,0,1,0,0,1,0,0,1,0,4,0,1,0,0,10,0,3,2,3,0,0,26,1,1,0,5,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,0,0,2,0,1,0,5,0,0,1,0,0,0,1,0,0,2,0,3,4,2,1,0,0,3,0,0,101,0,0,0,9,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,83,0,0,53,2,1,21,1,5,0,0,0,22,0,0,1,41,8,1,0,0,0,27,0,0,1,0,4,0,0,0,3
4,13213,東村山市,2826,1355,1471,2599,5,0,22,0,0,53,0,4,68,1103,89,0,0,14,73,8,0,0,0,422,92,0,7,0,11,24,0,0,135,16,260,0,0,0,2,37,2,152,0,0,69,0,0,2,0,2,0,0,0,0,0,10,5,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,1,3,7,0,3,3,0,0,0,17,1,3,0,0,0,0,1,0,1,0,0,0,43,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,9,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,1,2,0,0,67,0,0,0,11,1,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,44,0,0,29,0,1,10,1,5,0,0,0,12,0,0,0,12,7,1,0,0,0,4,0,0,0,0,0,0,0,0,7
4,13214,国分寺市,2365,1146,1219,2095,2,0,9,0,0,7,0,0,16,1030,84,0,0,13,39,1,0,0,0,365,40,0,0,0,17,16,0,0,215,1,111,0,0,0,2,18,0,109,0,0,123,0,0,1,3,1,0,1,2,0,4,24,6,0,1,0,2,5,0,0,0,0,0,2,0,0,0,1,1,2,1,0,9,0,8,6,1,2,0,24,5,10,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,95,0,0,0,16,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,74,0,0,12,0,0,8,2,0,0,0,0,2,0,0,0,19,14,0,0,0,0,5,0,0,0,0,0,0,0,0,1
4,13215,国立市,1706,811,895,1496,0,0,8,0,0,6,0,4,19,634,71,0,0,30,18,5,0,0,0,337,31,0,1,0,7,37,0,0,85,1,71,0,1,0,3,26,2,99,0,0,92,0,0,0,2,0,0,0,1,0,0,8,13,0,0,0,2,8,3,1,0,0,0,0,0,1,0,0,2,0,0,2,9,0,3,3,3,0,0,16,2,5,0,1,0,0,0,0,0,0,7,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,75,0,0,0,4,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,65,0,0,16,0,0,6,0,1,0,0,0,9,0,0,0,14,8,0,0,0,0,6,0,0,0,0,0,0,0,0,2
4,13218,福生市,3816,1869,1947,3287,0,0,7,0,0,24,0,0,22,740,86,0,0,70,19,21,0,0,0,234,24,0,3,0,31,6,0,0,510,24,408,0,1,0,1,110,2,944,0,0,29,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,6,0,0,1,2,0,0,0,0,0,2,2,0,1,2,2,0,0,0,0,0,118,1,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,108,0,0,298,3,5,56,0,1,0,0,0,233,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13219,狛江市,1312,648,664,1091,3,0,7,0,0,2,0,0,2,483,42,0,0,20,14,6,0,0,0,187,4,0,1,1,4,4,0,0,90,2,111,0,0,0,0,38,3,66,0,1,105,0,0,1,1,0,0,1,1,0,0,16,10,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,3,0,1,12,0,7,6,1,0,0,30,2,4,0,0,0,0,0,0,0,0,1,0,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,63,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,21,2,0,11,0,0,0,0,1,7,0,0,0,12,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13220,東大和市,1157,456,701,1091,0,0,3,0,0,1,0,1,5,404,26,0,0,5,14,2,0,0,0,193,102,0,0,0,3,0,0,0,23,0,245,0,0,1,0,25,0,38,0,0,21,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,23,0,0,9,0,0,7,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13221,清瀬市,1262,537,725,1153,0,0,7,0,0,12,0,7,30,435,47,0,0,1,18,16,0,0,0,152,22,0,0,0,1,1,0,0,62,13,205,0,0,0,1,26,0,97,0,0,23,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,45,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,32,0,0,15,2,0,8,0,2,0,0,0,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13222,東久留米市,2092,942,1150,1667,4,0,3,0,0,2,0,0,25,677,55,0,0,47,33,5,0,0,0,316,13,0,1,0,7,6,0,0,48,3,250,0,0,1,9,34,3,125,0,0,68,0,1,2,2,0,0,0,1,0,2,7,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,10,0,2,3,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,2,0,4,0,0,5,0,0,264,0,0,0,36,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,1,220,0,0,32,3,1,20,0,2,0,0,1,5,0,0,0,21,15,1,0,0,0,5,0,0,0,0,0,0,0,0,0
4,13223,武蔵村山市,1640,660,980,1507,0,0,4,0,0,8,0,4,10,591,19,0,0,3,13,7,0,0,0,155,19,0,2,0,6,9,0,0,23,4,351,0,0,0,0,27,0,252,0,0,10,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33,0,0,75,0,0,58,0,1,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2648,1212,1436,2361,0,0,38,0,0,3,1,5,12,1133,60,0,0,26,27,8,1,1,0,479,19,0,1,0,15,24,0,0,74,5,233,0,0,2,9,36,2,147,0,0,96,0,1,1,0,0,1,0,5,0,1,19,10,0,0,0,1,6,0,1,0,0,0,0,0,0,0,2,0,7,0,1,11,0,4,1,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,6,0,0,2,0,1,1,0,0,0,1,0,3,2,1,5,0,0,0,0,0,80,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,62,0,0,48,2,5,22,0,6,0,0,8,5,0,0,0,26,20,1,0,0,0,5,0,0,0,0,0,0,0,0,2
4,13225,稲城市,1321,658,663,1132,0,0,2,0,0,0,0,2,13,383,35,0,0,13,44,7,0,0,0,267,18,0,4,0,6,17,0,0,19,9,173,0,0,0,1,23,1,95,0,0,58,0,1,0,0,0,0,0,0,0,0,7,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,1,0,0,17,2,6,0,2,0,2,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,48,0,0,0,8,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,33,0,0,25,1,1,9,1,1,0,0,0,12,0,0,0,39,24,0,0,0,0,8,0,0,0,0,6,0,0,1,0
4,13227,羽村市,1392,642,750,848,0,0,1,0,0,19,0,0,5,209,20,0,0,13,32,6,0,0,0,91,4,0,1,0,3,1,0,0,25,5,292,0,0,0,1,21,0,99,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,55,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,51,0,0,445,4,2,86,0,10,0,0,5,335,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,839,416,423,695,5,0,1,0,0,1,0,1,8,130,22,0,0,2,34,1,0,0,0,107,10,0,29,0,0,0,0,0,7,8,127,0,0,1,0,19,1,181,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,59,0,0,58,0,0,21,0,0,0,0,0,37,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,13229,西東京市,4702,2390,2312,4202,0,0,39,0,0,27,0,4,38,1961,263,0,0,40,87,6,0,0,0,899,51,0,2,1,23,23,0,0,82,7,298,0,0,0,14,68,9,260,0,0,180,0,3,3,1,1,0,0,1,0,2,29,9,0,4,0,4,16,4,1,0,0,0,0,0,0,0,4,0,6,0,0,26,0,4,3,3,0,1,49,1,3,0,0,0,0,1,0,0,0,1,0,61,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,1,7,0,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,171,0,0,0,20,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,142,0,0,53,3,0,35,2,2,0,0,0,9,0,0,2,32,18,0,0,0,0,12,0,0,0,0,2,0,0,0,3
1,13550,町村部,1192,578,614,963,0,0,8,0,0,19,0,9,5,142,15,0,0,3,59,11,0,0,0,145,10,0,1,0,7,1,0,0,5,9,309,0,0,0,1,40,0,164,0,0,13,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,73,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,115,3,2,33,0,0,0,0,1,76,0,0,0,9,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1
2,13300,郡部,915,467,448,732,0,0,7,0,0,19,0,2,5,129,13,0,0,3,14,11,0,0,0,66,10,0,1,0,6,1,0,0,5,9,248,0,0,0,1,33,0,149,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,110,2,2,30,0,0,0,0,1,75,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13303,瑞穂町,782,411,371,633,0,0,7,0,0,17,0,2,4,113,10,0,0,3,8,11,0,0,0,50,9,0,0,0,6,0,0,0,4,9,213,0,0,0,1,26,0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,103,1,2,26,0,0,0,0,1,73,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13305,日の出町,82,31,51,60,0,0,0,0,0,2,0,0,1,13,3,0,0,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1,0,16,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
