地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,12219,5883,6336,10907,5,12,114,0,0,74,1,316,128,4562,297,0,0,116,111,51,0,2,1,1773,126,0,7,2,157,65,0,0,550,31,1339,0,46,11,20,209,5,776,0,0,424,1,5,9,1,1,0,2,6,0,6,35,33,0,2,0,4,32,0,3,0,0,1,2,0,0,2,0,5,2,5,5,16,64,0,17,7,1,0,0,69,16,68,0,0,0,1,0,0,3,0,0,0,0,85,1,0,0,2,0,0,0,1,0,0,1,0,2,0,0,1,13,0,0,0,2,8,0,0,0,0,1,0,5,0,1,0,0,9,3,0,10,0,1,1,0,0,0,0,0,5,3,0,15,0,0,0,0,0,370,0,0,0,39,0,2,3,0,3,1,0,1,9,11,0,0,0,0,0,0,301,0,0,360,7,2,178,5,15,3,0,3,142,0,1,4,62,39,5,0,0,0,14,0,0,1,1,2,0,0,0,11
4,13202,立川市,4114,1888,2226,3694,5,0,6,0,0,5,0,3,29,1775,104,0,0,57,35,11,0,0,1,732,106,0,2,1,9,16,0,0,152,0,380,0,4,1,6,49,4,200,1,0,105,0,0,0,0,1,0,0,1,0,2,14,11,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,1,0,4,1,2,14,0,3,8,1,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,147,0,0,0,15,0,1,0,0,0,1,0,0,3,5,0,0,0,0,0,0,122,0,0,115,3,0,69,1,5,0,0,2,35,0,0,0,17,11,0,0,0,0,6,0,0,0,0,0,0,0,0,2
4,13203,武蔵野市,3038,1537,1501,2299,0,0,12,0,0,19,0,8,10,985,168,1,0,31,27,9,0,1,1,529,20,0,0,1,25,19,0,0,146,10,87,0,0,1,17,52,5,115,0,0,240,1,4,3,0,0,0,5,3,2,0,45,24,0,1,1,8,13,1,0,0,0,0,0,0,0,0,2,2,3,5,3,2,14,0,8,6,2,0,0,78,0,2,1,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,395,1,0,0,51,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,337,0,0,32,1,0,15,1,7,0,0,1,7,0,0,0,56,44,0,0,1,1,10,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,3635,1774,1861,2795,0,0,38,0,0,7,0,1,7,1186,191,0,0,45,34,7,0,0,0,685,27,0,4,1,34,15,0,0,83,6,179,0,4,0,11,53,2,175,0,0,311,0,1,5,4,3,0,1,2,0,2,46,22,0,2,1,5,25,0,1,0,0,0,5,0,0,1,0,5,0,5,6,5,32,0,11,13,2,0,0,92,5,7,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,6,0,0,3,1,0,0,0,0,0,1,0,0,3,4,2,0,0,3,1,0,378,0,0,1,52,0,0,0,0,0,1,0,0,5,7,1,0,0,0,0,0,311,0,0,47,4,2,27,3,4,1,0,0,5,0,0,1,64,43,2,2,0,0,15,0,1,0,0,0,0,1,0,2
4,13205,青梅市,1775,751,1024,1446,2,0,3,0,0,8,0,0,4,343,85,0,0,9,34,2,0,1,0,205,17,0,2,0,5,1,0,0,33,10,416,0,1,0,2,58,1,204,0,0,32,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,57,0,0,216,1,5,68,0,11,0,0,0,130,0,0,1,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
4,13206,府中市,4940,2131,2809,4039,11,0,40,0,0,18,1,30,26,1668,202,0,0,33,128,26,0,3,0,797,31,0,12,1,35,33,0,0,79,7,511,0,1,7,11,106,6,215,1,0,342,0,3,2,8,5,0,6,2,2,0,33,21,1,4,0,11,28,2,3,0,0,1,4,0,0,0,0,6,1,8,4,10,39,0,14,2,9,1,4,50,9,43,0,0,0,0,1,1,1,0,0,3,0,84,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,13,0,0,0,0,2,3,0,0,0,0,0,2,1,0,2,0,2,0,1,2,2,0,0,0,0,0,0,0,3,2,10,30,0,1,2,0,0,286,0,0,0,30,0,2,1,0,1,0,0,0,5,11,0,0,0,0,0,0,236,0,0,137,2,0,90,6,12,1,0,1,24,0,0,1,50,32,2,0,0,0,14,0,0,1,0,0,0,0,1,2
4,13207,昭島市,2606,1202,1404,2342,0,0,8,0,1,18,0,1,41,743,47,0,0,53,14,4,0,1,0,491,54,0,9,0,5,6,0,0,221,23,329,0,0,0,3,26,0,244,0,0,41,0,2,1,0,0,0,0,0,0,1,3,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,3,1,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,68,0,0,109,4,0,49,0,2,1,0,0,53,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13208,調布市,4348,2118,2230,3791,3,0,44,0,0,12,0,1,20,1513,206,0,1,46,55,13,1,1,0,1025,49,0,8,0,55,23,0,0,78,8,306,0,2,0,10,93,6,212,0,0,236,0,5,1,4,1,2,0,1,3,4,35,15,1,3,0,2,14,5,0,0,0,0,0,0,0,0,0,0,0,4,6,3,35,0,14,8,3,0,0,58,1,6,0,0,0,0,1,1,0,0,0,0,0,32,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,203,0,0,0,33,0,0,3,0,0,1,0,1,1,12,0,2,0,0,0,0,150,0,0,48,2,1,25,1,4,0,0,2,11,0,0,2,36,24,1,0,0,0,11,0,0,0,0,0,0,0,0,2
4,13209,町田市,5852,2729,3123,4995,0,0,14,0,0,22,0,21,37,2245,193,0,0,60,126,40,0,1,0,920,106,0,3,0,46,22,0,0,104,14,558,0,4,13,12,115,7,312,0,0,251,0,2,4,1,3,0,0,0,1,1,34,23,0,6,0,4,9,4,1,0,0,0,3,0,0,0,0,5,0,7,2,11,30,0,13,2,2,0,1,67,11,0,0,0,0,1,1,1,0,0,0,1,0,149,3,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,41,14,0,0,2,4,0,6,1,0,4,0,2,0,0,0,0,25,0,0,12,0,0,0,0,0,0,2,0,1,1,1,12,0,5,3,0,0,280,0,0,0,46,0,2,1,1,0,1,0,0,8,12,0,1,0,0,0,0,208,0,0,131,4,3,58,3,11,2,0,1,49,0,0,0,40,30,0,0,0,0,10,0,0,0,0,0,0,0,0,6
4,13210,小金井市,2517,1243,1274,2051,0,0,23,0,0,42,0,3,9,1022,76,0,0,27,54,6,0,1,0,273,9,0,7,0,15,22,1,0,140,5,123,0,0,0,11,52,5,125,0,0,157,4,0,1,1,0,1,1,0,1,1,18,23,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,25,0,4,4,2,0,0,43,3,10,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,5,1,2,0,0,3,0,2,0,0,1,0,2,2,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,205,1,0,0,22,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,173,0,0,39,0,0,31,1,2,0,0,0,3,0,0,2,28,13,1,0,0,0,14,0,0,0,0,0,0,0,0,2
4,13211,小平市,4998,2405,2593,4508,33,0,12,0,1,32,0,17,26,1632,172,0,0,40,73,27,0,2,0,1054,550,0,8,0,32,40,0,0,117,8,263,0,1,0,11,86,7,264,0,0,243,0,3,3,0,1,0,0,3,0,6,28,32,1,1,0,4,12,7,1,0,1,0,1,0,0,1,0,9,0,8,1,4,17,0,10,17,2,0,4,30,5,20,0,5,0,0,1,1,0,0,0,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,7,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,5,0,0,138,0,0,0,19,0,1,1,0,1,1,0,0,2,5,0,0,0,0,0,1,107,0,0,48,4,0,31,2,7,0,0,0,3,0,0,1,28,23,0,0,0,0,4,0,0,0,1,0,0,0,0,0
4,13212,日野市,3001,1465,1536,2702,0,1,64,0,0,4,0,7,28,1144,60,0,0,12,59,8,0,1,0,440,41,0,3,0,28,9,0,0,97,1,250,0,1,0,6,95,2,341,0,0,91,1,0,0,1,1,1,0,3,0,2,13,12,0,1,0,2,4,0,1,0,0,1,0,0,1,1,0,2,0,1,0,0,7,0,4,3,1,0,0,23,0,1,0,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,3,0,1,0,4,0,1,1,0,0,0,1,0,0,2,0,3,3,2,1,0,0,2,0,0,86,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,75,0,0,62,2,1,23,1,6,0,0,0,28,0,0,1,24,10,1,0,0,0,11,0,0,1,0,1,0,0,0,5
4,13213,東村山市,2764,1325,1439,2545,7,0,16,0,0,51,0,6,87,1024,72,0,0,12,73,8,0,0,0,463,94,0,6,0,12,27,0,0,130,11,252,0,0,0,2,41,3,148,0,0,64,0,0,2,0,1,0,0,0,0,0,8,6,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,3,3,0,0,0,16,1,3,0,0,0,0,0,2,0,1,0,0,0,46,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,10,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2,4,3,0,1,0,0,0,66,0,0,0,14,1,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,40,0,0,26,0,0,9,0,5,0,0,0,12,0,0,0,13,9,1,0,0,0,3,0,0,0,0,0,0,0,0,4
4,13214,国分寺市,2088,1042,1046,1830,5,0,6,0,0,8,0,0,17,895,82,0,0,4,16,1,0,0,0,357,39,0,0,0,15,6,0,0,160,2,102,0,1,0,2,18,1,93,0,0,125,1,0,1,4,1,0,0,1,0,3,26,7,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,8,6,1,2,0,27,5,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0,0,17,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,64,0,0,10,1,0,7,0,0,0,0,1,1,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,1
4,13215,国立市,1584,748,836,1393,0,0,7,0,0,9,1,1,17,565,71,0,0,22,18,7,0,0,0,305,38,0,1,0,6,40,0,0,95,1,90,0,1,0,2,24,5,67,0,0,84,0,0,0,3,0,0,1,2,0,0,7,9,0,0,0,2,7,2,1,0,0,0,0,0,0,1,0,1,1,1,0,2,10,0,2,0,2,0,0,16,2,5,0,1,0,0,0,0,0,0,0,6,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,70,0,0,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,59,0,0,13,0,0,5,0,1,0,0,0,7,0,0,0,13,7,0,0,0,0,6,0,0,0,0,0,0,0,0,1
4,13218,福生市,3662,1799,1863,3136,0,0,4,0,0,14,0,0,15,708,96,0,0,40,17,20,0,0,0,223,26,0,3,0,26,3,0,0,532,15,390,0,0,0,1,111,2,890,0,0,22,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,105,1,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,95,0,0,314,3,5,61,0,0,0,0,0,245,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13219,狛江市,1282,628,654,1079,2,0,6,0,0,2,0,0,2,482,36,0,0,18,19,5,1,0,0,192,4,0,1,0,4,7,0,0,84,2,106,0,0,0,1,41,3,60,0,1,96,0,0,1,1,0,0,1,1,0,2,16,5,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,10,0,6,6,1,0,0,24,4,3,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,61,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,49,0,0,16,0,0,13,0,0,0,0,0,3,0,0,0,15,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13220,東大和市,1130,430,700,1051,0,0,2,0,0,0,0,1,3,375,26,0,0,3,13,2,0,0,0,189,112,0,0,0,4,0,0,0,28,0,248,0,1,0,1,22,0,21,0,0,24,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,27,0,0,13,0,0,11,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13221,清瀬市,1216,531,685,1114,0,0,13,0,0,10,0,3,43,440,42,0,0,2,17,16,0,0,0,148,21,0,1,0,2,1,0,0,48,15,191,0,0,0,1,26,0,74,0,0,25,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,48,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33,0,0,14,2,0,7,0,2,0,0,0,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1955,855,1100,1533,4,0,3,0,0,2,0,0,18,610,54,0,0,50,22,2,0,0,0,319,13,0,1,0,6,4,0,0,37,3,251,0,0,1,10,34,3,86,0,0,80,0,1,2,2,0,0,1,1,0,6,8,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,9,0,3,4,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0,257,0,0,0,32,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,218,0,0,26,3,0,14,0,2,0,0,1,6,0,0,0,20,15,1,0,0,0,4,0,0,0,0,0,0,0,0,1
4,13223,武蔵村山市,1588,620,968,1436,0,0,1,0,0,8,0,3,8,581,20,0,0,3,15,8,0,0,0,152,18,0,2,0,6,9,0,0,18,2,347,0,0,0,0,28,0,207,0,0,14,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39,0,0,84,1,0,66,0,1,0,0,0,16,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2445,1062,1383,2199,0,0,18,0,0,2,1,2,10,1060,57,0,0,23,19,8,1,1,0,480,20,0,1,0,12,25,0,0,64,8,229,0,0,2,8,29,2,117,0,0,83,0,1,0,0,0,0,0,0,0,1,18,8,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,1,1,6,0,2,12,0,4,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,1,1,0,0,0,1,0,2,2,0,5,0,0,0,0,0,74,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,61,0,0,36,2,5,16,0,6,0,0,4,3,0,0,0,23,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4,13225,稲城市,1231,606,625,1068,0,0,2,0,0,0,0,5,16,384,34,0,0,6,26,7,0,0,0,251,18,0,2,0,5,12,0,0,23,6,181,0,0,0,1,19,0,70,0,0,47,0,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,15,2,3,0,2,0,0,1,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,42,0,0,0,9,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,28,0,0,22,2,1,9,0,1,0,0,0,9,0,0,0,37,17,0,0,0,0,13,0,0,0,0,6,0,0,1,0
4,13227,羽村市,1315,604,711,781,0,0,1,0,0,15,0,0,8,191,20,0,0,7,25,5,0,0,0,97,4,0,1,0,3,1,0,0,23,6,277,0,0,0,1,18,0,78,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,57,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,48,0,0,436,0,3,75,0,10,0,0,4,341,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,752,353,399,635,5,0,0,0,0,2,0,1,8,128,25,0,0,3,26,2,0,0,0,116,11,0,27,0,2,0,0,0,7,9,115,0,0,1,0,19,1,127,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,47,0,0,16,0,0,0,0,0,31,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,13229,西東京市,4309,2196,2113,3842,0,0,38,0,0,20,0,5,33,1824,205,0,0,46,83,9,0,0,0,858,56,0,2,1,18,17,0,0,69,5,289,0,0,0,11,58,7,188,0,0,167,0,3,4,1,1,1,1,2,0,2,36,6,0,1,0,4,5,0,1,0,0,0,1,0,0,0,0,2,1,3,0,0,19,0,4,7,4,0,0,52,1,5,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,0,0,1,8,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,150,0,0,0,16,0,0,1,0,0,1,0,0,2,6,0,0,0,0,0,0,124,0,0,55,2,0,34,3,6,0,0,0,7,0,0,3,30,14,0,0,0,0,15,0,0,0,0,1,0,0,0,4
1,13550,町村部,1177,537,640,949,0,0,8,0,0,21,0,7,4,166,11,0,0,7,51,10,0,0,0,145,10,0,1,0,3,1,0,0,4,8,297,0,0,0,1,32,0,162,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,85,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,75,0,0,112,3,2,38,0,0,0,0,0,69,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2,13300,郡部,925,447,478,739,0,0,7,0,0,21,0,3,4,154,10,0,0,7,15,9,0,0,0,67,10,0,1,0,2,1,0,0,4,8,236,0,0,0,1,30,0,149,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,108,2,2,36,0,0,0,0,0,68,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13303,瑞穂町,768,395,373,618,0,0,7,0,0,19,0,3,3,112,9,0,0,7,9,9,0,0,0,48,9,0,0,0,2,0,0,0,3,8,205,0,0,0,1,23,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,101,1,2,32,0,0,0,0,0,66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
