全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_英字,分別区分,備考
133035,133035GMLT001950,瑞穂町,全域,幼児保護柵（屋内用） 木,Infant protection fence (indoor) Wood,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001951,瑞穂町,全域,洋服,Western-style clothes,布,透明又は半透明の袋に入れる ※汚れているものは燃やせるごみへ
133035,133035GMLT001952,瑞穂町,全域,洋服掛け,Clothes hanger,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001953,瑞穂町,全域,洋服ダンス,Wardrobe,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001954,瑞穂町,全域,洋服の裁ち落とし,Cutting off a piece of clothing,布,透明又は半透明の袋に入れる
133035,133035GMLT001960,瑞穂町,全域,浴槽,Bathtub,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001961,瑞穂町,全域,浴槽のふた,Bathtub cover,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001963,瑞穂町,全域,よしず 50cm以上のもの,Yoshizumi 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001962,瑞穂町,全域,よしず 50cm未満のもの,Yoshizumi (reed screen) Less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001957,瑞穂町,全域,ヨーグルトの容器 ガラス,Yogurt container glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001955,瑞穂町,全域,ヨーグルトの容器 紙（コーティングされているカップ）,Yogurt containers Paper (coated cups),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001958,瑞穂町,全域,ヨーグルトの容器のふた 紙・アルミ,"Yogurt container lid Paper, aluminum",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001959,瑞穂町,全域,ヨーグルトの容器のふた プラスチック,Yogurt container lid Plastic,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001956,瑞穂町,全域,ヨーグルトの容器 プラスチック,Yogurt containers Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001964,瑞穂町,全域,ライター,Lighter,有害ごみ,中身を使いきり、透明又は半透明の袋に入れる
133035,133035GMLT001965,瑞穂町,全域,ライター用オイル缶,Can for lighter oil,カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001966,瑞穂町,全域,ライター用ガスボンベ,Gas cylinder for lighter,有害ごみ,中身を使いきり、穴をあけ、透明又は半透明の袋に入れる
133035,133035GMLT001967,瑞穂町,全域,ライト（懐中電灯）,Light (flashlight),燃やせないごみ,町指定収集袋（水色） ※電池は必ず取り除き有害ごみへ
133035,133035GMLT001970,瑞穂町,全域,ラケット 50cm以上のもの,Racket 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001968,瑞穂町,全域,ラケット 木,Racket Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001969,瑞穂町,全域,ラケット 上記以外,Racket Other than above,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001972,瑞穂町,全域,ラジオ 50cm以上のもの,Radio 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001971,瑞穂町,全域,ラジオ 50cm未満のもの,Radio Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001974,瑞穂町,全域,ラジカセ 50cm以上のもの,Boom box 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001973,瑞穂町,全域,ラジカセ 50cm未満のもの,Boom box less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001975,瑞穂町,全域,ラジコン,"Radio controlled models (car, plane, etc.)",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001977,瑞穂町,全域,ラップ 商品として購入したもの,Wrap Purchased as merchandise,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001976,瑞穂町,全域,ラップ 商品の包装として使われていたもの,Wrap Items used as wrapping for merchandise,容器包装プラスチック,透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001978,瑞穂町,全域,ラップの芯,Wrap core,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001980,瑞穂町,全域,ラップの箱 金属部分,Wrap box Metal part,金属,バケツ・カゴなどに入れる
133035,133035GMLT001979,瑞穂町,全域,ラップの箱 紙,Wrap box Paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001983,瑞穂町,全域,ラティス（ガーデニング用フェンス） 50cm以上のもの,Lattice (gardening fence) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001981,瑞穂町,全域,ラティス（ガーデニング用フェンス） 木,Lattice (gardening fence) Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001982,瑞穂町,全域,ラティス（ガーデニング用フェンス） プラスチック,Lattice (gardening fence) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001984,瑞穂町,全域,ラバーマグネット（車両掲示用）,Rubber magnets (for vehicle postings),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001985,瑞穂町,全域,ランチジャー,Lunch jar,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001986,瑞穂町,全域,ランドセル,"Firm-sided backpack made of leather, etc. (used by Japanese elementary schools)",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001987,瑞穂町,全域,ランニングマシーン,Running machine,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001990,瑞穂町,全域,リコーダー,Recorder,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001991,瑞穂町,全域,リチウム電池,Lithium battery,有害ごみ,透明又は半透明の袋に入れる
133035,133035GMLT001992,瑞穂町,全域,リップクリームの容器,Lip balm container,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001993,瑞穂町,全域,リボン,Ribbon,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001994,瑞穂町,全域,リモコン,Remote control,燃やせないごみ,町指定収集袋（水色） ※電池は必ず取り除き有害ごみへ
133035,133035GMLT001995,瑞穂町,全域,リヤカー,Cart,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001998,瑞穂町,全域,リュックサック 50cm以上のもの,Backpack 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001996,瑞穂町,全域,リュックサック 革・ビニール・ナイロン,"Backpacks Leather, vinyl, nylon",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001997,瑞穂町,全域,リュックサック 布,Backpack Cloth,布,透明又は半透明の袋に入れる
133035,133035GMLT001999,瑞穂町,全域,両面テープ,Double-sided tape,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002000,瑞穂町,全域,料理くず,Food scraps,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002001,瑞穂町,全域,リング付きノート,Notebook with ring,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT002002,瑞穂町,全域,りんごのネット,Apple net,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT002003,瑞穂町,全域,リンスの詰替え用パック,Rinse refill packs,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002004,瑞穂町,全域,リンスの容器,Rinse container,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001988,瑞穂町,全域,リード（ペット用）,Leads (for pets),燃やせるごみ,町指定収集袋（クリーム色） ※50㎝未満に切ってから
133035,133035GMLT001989,瑞穂町,全域,リール（釣用）,Reels (for fishing),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002005,瑞穂町,全域,ルアー（釣用） 金属,Lure (for fishing) Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT002006,瑞穂町,全域,ルアー（釣用） ゴム,Lure (for fishing) Rubber,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002007,瑞穂町,全域,ルアー（釣用） その他,Lure (for fishing) Others,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002008,瑞穂町,全域,ルーター（パソコン用）,Router (for PC),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002009,瑞穂町,全域,ルーフラック（車両キャリア）,Roof rack (vehicle carrier),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002010,瑞穂町,全域,ルーペ,Loupe,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002011,瑞穂町,全域,ルームランナー,Treadmill,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002012,瑞穂町,全域,冷却まくら,Cool pillow,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002014,瑞穂町,全域,冷蔵庫用脱臭剤の中身,Contents of refrigerator deodorizer,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002015,瑞穂町,全域,冷蔵庫用脱臭剤の容器 プラスチック,Container for refrigerator deodorizer Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる
133035,133035GMLT002013,瑞穂町,全域,冷蔵庫・冷凍庫,Refrigerators and freezers,処理できません,家電リサイクル法により、町では処理できません ※ごみ・資源物収集カレンダーに出し方の記載があります
133035,133035GMLT002016,瑞穂町,全域,冷凍食品の外袋,Outer bag of frozen food,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT002017,瑞穂町,全域,冷凍食品の容器,Frozen food containers,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT002018,瑞穂町,全域,冷凍保存バッグ（フリーザーバッグ）,Freezer bag (freezer bag),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT002020,瑞穂町,全域,冷風機（家電リサイクル法対象外のもの） 50cm以上のもの,Cooling air conditioners (not subject to the Home Appliance Recycling Law) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002019,瑞穂町,全域,冷風機（家電リサイクル法対象外のもの） 50cm未満のもの,Cooling air conditioners (not subject to the Home Appliance Recycling Law) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002021,瑞穂町,全域,冷房機器（エアコン）,Cooling equipment (air conditioners),処理できません,家電リサイクル法により、町では処理できません ※ごみ・資源物収集カレンダーに出し方の記載があります
133035,133035GMLT002022,瑞穂町,全域,レインコート,Raincoat,燃やせるごみ,町指定収集袋（クリーム色） ※50㎝未満に切ってから
133035,133035GMLT002029,瑞穂町,全域,レコード ジャケット（紙製）,Record jacket (paper),雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT002031,瑞穂町,全域,レコードプレーヤー 50cm以上のもの,Record player 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002030,瑞穂町,全域,レコードプレーヤー 50cm未満のもの,Record player Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002028,瑞穂町,全域,レコード 本体,Record Main body,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT002032,瑞穂町,全域,レシート,Receipt,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる ※感熱紙は燃やせるごみへ
133035,133035GMLT002033,瑞穂町,全域,レジ袋,(disposable) shopping bag,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT002035,瑞穂町,全域,レジャーシート 50cm以上のもの,Leisure sheet 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT002034,瑞穂町,全域,レジャーシート 50cm未満のもの,Leisure sheet less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
