id,q1,q2,q3,q4_1,q4_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q6_ア,q6_イ,q6_ウ,q6_エ,q6_オ,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1_1,q8_1_2,q8_1_3,q8_1_4,q8_1_5,q8_1_6,q8_1_7,q8_2_1,q8_2_2,q8_2_3,q8_2_4,q8_2_5,q8_2_6,q8_2_7,q8_3_1,q8_3_2,q8_3_3,q8_3_4,q8_3_5,q8_3_6,q8_3_7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12_1_1,q12_1_2,q12_1_3,q12_2_1,q12_2_2,q12_2_3,q12_3_1,q12_3_2,q12_3_3,q13_ア,q13_イ,q13_ウ,q13_エ,q13_オ,q13_カ,q13_キ,q13_ク,q13_ケ,q13_コ,q13_サ,q13_シ,q13_ス,q14_1,q14_2,q15_1,q15_2a,q15_2b,q15_2c,q15_2d,q15_2e,q15_2f,q15_3_1,q15_3_2,q15_3_3,q15_3_4,q15_3_5,q16_1,q16_2,q16_3,q17_a,q17_b,q17_c,q17_d,q17_e,q19_a,q19_b,q19_c,q19_d,q19_e,q19_f,q19_g,q19_h,q19_i,q19_j,q19_k,q20,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13
196,,7,5,5,5,15,3,12,8,1,7,5,5,6,6,6,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,5,4,4,2,4,4,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,2,2,4,2,0,0,1,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,0,0,0,0,0
197,3,7,6,2,2,1,1,,1,1,,5,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,3,,,,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,,,,,,,,,,,,2,1,1,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
198,1,3,6,3,3,18,13,5,18,13,5,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,1,0,0,,,,,,,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,2,2,1,,4,3,,3,0,1,0,0,1,1,0,1,0,0,0,2,,1,0,0,1,0,0,0,1,0,0,0,0,0
199,3,7,3,5,5,12,3,9,8,4,4,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2,2,4,2,2,4,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,,,,,,,,,,,,,,1,1,,4,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
200,1,7,4,2,2,2,1,1,1,,,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,,,,,,,4,,1,4,4,4,2,3,4,2,2,4,2,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,2,,0,0,1,0,0,1,0,0,0,1,0,0,0
201,1,7,2,2,2,5,4,1,4,4,0,5,5,6,6,6,,,,,,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,,1,1,4,4,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,1,0,0,0,0,0
202,4,3,1,1,,,,,8,8,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,1,0,0,4,1,1,1,4,4,,,,5,1,1,5,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,3,3,3,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,2,,0,0,0,0,1,1,1,0,0,0,0,0,0
203,,3,3,,,6,1,5,6,1,5,,,,,,,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,1,0,0,0,0,0,1,1,1,3,1,1,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,,,,,,3,3,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
204,1,7,6,1,1,1,,,1,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,1,2,2,1,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,1,,2,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
205,4,9,5,5,5,39,10,29,39,11,28,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,3,4,3,3,4,4,3,2,4,3,2,4,3,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,2,2,2,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,,1,0,1,1,0,0,1,1,1,0,1,0,0
206,3,7,4,4,4,12,10,2,12,10,2,4,6,6,6,6,,,,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,,,,,,,,,,,,1,3,1,2,4,2,4,1,0,0,1,0,0,1,1,0,0,0,0,2,,0,0,0,0,0,0,1,1,1,1,1,0,0
207,1,7,4,2,2,5,1,4,3,1,1,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,4,4,3,4,4,5,2,2,5,2,2,5,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,1,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
208,1,7,4,3,3,6,4,2,6,4,2,5,1,2,6,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,3,2,2,3,2,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2,4,2,4,1,0,0,0,0,1,1,0,0,0,0,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
209,2,7,2,4,4,9,2,7,9,3,6,2,3,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,1,,,,,,1,2,2,1,2,2,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,1,0,2,3,1,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
210,2,7,4,2,,5,5,,5,5,,5,6,6,6,6,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,3,4,4,4,4,4,2,2,4,2,2,4,3,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,5,4,5,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
211,1,9,4,5,5,30,27,3,30,27,3,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,1,4,4,4,5,4,4,5,4,4,5,4,4,1,1,1,1,0,0,0,0,1,0,1,0,0,2,1,2,,,,,,,,,,,,2,3,2,5,5,5,5,5,,,,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
212,3,7,4,,,7,1,3,7,1,3,5,2,3,3,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,3,,,,4,2,1,2,1,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,,,,,,3,1,3,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
213,1,7,5,3,3,8,2,6,8,2,6,4,6,2,6,6,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,4,4,1,1,4,4,5,2,2,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,5,4,,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
214,1,8,6,5,5,10,8,2,10,8,2,5,4,2,6,6,,,,,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,1,1,1,,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,4,2,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,4,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
215,4,7,6,,,3,2,1,3,2,1,5,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,,,2,1,2,2,1,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,0,1,0,0,0,0,1,0,0,0,0,3,2,1,2,2,2,2,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
216,1,7,3,2,2,4,2,2,2,1,1,5,3,3,3,3,,,,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,,4,3,3,3,4,4,2,4,4,5,4,4,5,4,4,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,2,4,3,2,2,1,1,1,1,1,1,1,0,0,0,0,2,,1,0,1,1,1,0,1,1,0,0,1,0,0
217,2,7,6,3,3,2,2,1,2,2,1,4,6,6,3,4,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,,,,,4,4,4,5,4,4,4,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,2,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,2,,1,0,0,0,0,0,1,0,0,0,1,0,0
218,2,7,,,,,,,,,,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,3,2,4,5,4,,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
219,1,7,6,,,0,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
220,2,,2,3,3,6,3,3,8,2,6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,1,4,3,4,4,1,2,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,,,1,5,5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
221,2,,,1,1,1,1,,1,1,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,3,3,3,3,3,3,1,2,1,1,2,1,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,5,4,1,4,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
222,5,7,5,4,4,6,2,4,6,0,6,5,2,3,3,3,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,,,,,,,4,4,1,1,4,4,2,2,4,1,4,4,3,4,4,1,1,1,0,1,1,1,0,1,0,0,1,0,1,3,1,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,7,1,4,,,,,5,5,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,,,,5,4,4,5,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2,,,,,,,,,,,,2,2,1,1,4,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0
224,1,7,4,1,,2,,,2,,,5,,,5,5,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,2,2,,1,2,4,,2,4,,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,3,3,1,,,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
225,4,7,6,1,1,1,,,1,,,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,3,,,5,4,4,5,4,4,5,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
226,1,1,3,4,4,30,4,26,30,4,26,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,3,3,1,4,4,1,4,4,1,4,4,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
227,1,7,6,1,1,1,1,0,1,1,0,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,4,4,4,1,4,4,,,2,,,2,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,,,,,,2,3,2,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0
228,1,7,1,,,,,,16,4,12,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,2,,1,0,0,0,0,0,1,0,0,0,0,0,0
229,3,7,2,1,1,1,0,1,1,0,1,5,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,1,1,1,2,2,5,5,1,0,0,0,0,0,1,1,0,0,0,0,2,,0,0,0,1,1,1,0,0,0,0,0,0,0
230,3,7,2,5,5,26,12,14,20,10,10,4,2,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,3,3,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,,,,,,,,,,,,2,3,1,1,5,5,5,1,0,0,0,0,1,1,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
231,1,7,5,3,3,0,,,0,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,3,,,,,5,4,4,5,4,4,5,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,,,,,,1,0,0,0,0,1,2,1,2,2,5,2,2,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,0,0,0,0,0
232,3,7,6,5,5,17,2,15,13,2,11,5,2,6,6,6,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,4,4,1,1,4,4,2,1,4,2,2,4,4,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,4,3,2,,,,,,,,,,,,1,1,1,1,4,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
233,4,7,4,5,5,8,6,2,15,10,5,5,2,1,6,6,,,,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,4,4,1,1,4,4,2,2,1,1,2,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,1,2,4,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
234,1,3,1,4,,,,,4,1,3,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,4,4,3,3,3,3,,,,2,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,3,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
235,1,7,4,5,5,7,2,5,6,2,4,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,2,2,1,5,4,1,5,1,0,0,0,0,1,1,1,0,1,0,0,2,,0,0,1,0,0,0,0,0,0,0,0,0,0
236,1,9,6,3,3,3,3,0,3,3,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
237,3,7,4,5,5,46,5,41,44,4,40,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,4,2,2,,,,,,,,,,,,2,2,1,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
239,2,7,3,5,5,8,5,3,4,4,,5,2,3,3,3,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
240,2,9,4,3,3,6,4,2,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
241,4,7,5,1,1,1,,,1,,,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,1,,,1,,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
242,2,5,,4,4,4,4,,3,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,2,2,2,2,3,3,3,3,,,,,,,,,,,,1,1,,,,,,,,,,,,,
243,3,7,6,,,2,1,1,2,1,1,4,1,2,6,6,,,,,,,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,3,3,3,,,2,2,2,2,2,2,,,,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,2,,,,,,,,,,,,1,1,1,2,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
244,2,7,4,5,5,18,10,8,15,8,7,5,6,6,6,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,1,1,1,2,4,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
245,1,7,2,3,3,5,1,4,5,2,3,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,4,4,4,4,4,2,2,4,2,2,4,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,,,,,,,,,,,,1,1,1,1,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
246,4,7,6,5,5,8,8,,8,8,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,5,4,5,5,2,0,0,1,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,0,0,0,0,0
247,1,8,3,5,5,4,4,6,4,4,4,5,4,5,4,4,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,,,5,4,4,,,,5,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,,1,1,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0
248,1,7,6,2,2,3,2,1,3,2,1,5,6,5,5,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,3,4,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,1,5,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
249,4,7,5,2,2,2,,,2,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,3,1,,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
250,1,3,5,1,1,10,0,10,6,0,6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,4,4,3,4,4,4,5,4,4,1,1,1,5,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,1,3,4,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
251,1,7,5,1,1,2,,,2,,,5,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,3,,,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,1,1,1,5,2,1,2,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
252,2,7,5,3,3,2,,2,2,,2,4,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,4,3,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,4,5,4,1,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
253,3,7,4,3,3,3,,3,3,,3,4,6,6,6,6,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,1,,,,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
