区市町村名,学校名,科名,募集人員（男女問わず）,２日目までの応募人員／男,２日目までの応募人員／女,２日目までの応募人員／計,２日目までの応募倍率
中央,晴海総合,総合,192,82,241,323,1.68
大田,つばさ総合,総合,164,115,101,216,1.32
世田谷,世田谷総合,総合,164,74,136,210,1.28
杉並,杉並総合,総合,164,82,177,259,1.58
北,王子総合,総合,164,117,154,271,1.65
葛飾,葛飾総合,総合,164,79,108,187,1.14
青梅,青梅総合,総合,164,86,106,192,1.17
町田,町田総合,総合,164,50,109,159,0.97
東久留米,東久留米総合,総合,164,118,115,233,1.42
稲城,若葉総合,総合,164,77,184,261,1.59
総合学科計,,,1668,880,1431,2311,1.39
