区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
小金井市,公民館,小金井市公民館,小金井市本町2-15-11,35.705242,139.510468,JGD2011,042-383-1170,
小金井市,公民館,小金井市公民館貫井南分館,小金井市貫井南町4-3-23,35.693893,139.493561,JGD2011,042-383-1168,
小金井市,公民館,小金井市公民館東分館,小金井市東町1-39-1,35.693150,139.525970,JGD2011,042-384-4422,
小金井市,公民館,小金井市公民館緑分館,小金井市緑町3-3-23,35.709599,139.515976,JGD2011,042-387-7301,宿泊
小金井市,公民館,小金井市公民館貫井北分館,小金井市貫井北町1-11-12,35.702301,139.497742,JGD2011,042-385-3401,
小金井市,青少年施設,小金井市立清里少年自然の家,山梨県北杜市高根町清里字念場原3545-1,35.923233,138.435074,JGD2011,0551-48-4649,宿泊
小金井市,図書館,小金井市立図書館,小金井市本町1-1-32,35.697937,139.510300,JGD2011,042-383-1138,
小金井市,図書館,小金井市立図書館貫井北分室,小金井市貫井北町1-11-12,35.702301,139.497742,JGD2011,042-385-3561,
小金井市,図書館,小金井市立図書館東分室,小金井市東町1-39-1,35.693150,139.525970,JGD2011,042-383-4550,
小金井市,図書館,小金井市立図書館緑分室,小金井市緑町3-3-23,35.709599,139.515976,JGD2011,042-387-7302,
小金井市,図書館,西之台会館図書室,小金井市前原町3-8-1,35.693199,139.499710,JGD2011,042-385-9563,
小金井市,博物館類似施設,小金井市文化財センター,小金井市緑町3-2-37,35.711216,139.517288,JGD2011,042-383-1198,
