国語（点）,数学（点）,英語（点）,社会（点）,理科（点）
69.5,56.3,57.8,58.6,55.9
73.9,60.9,57.4,59.3,50.6
(注1)各教科の満点は100点である｡,,,,
(注2)記述式の問題や作図の問題では，各学校で部分点を与えるなど採点上の配慮を行っている。,,,,
"(注3)下段の数字は,平成28年度入学者選抜学力検査における各教科の平均点である｡",,,,
