区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
町田市,公民館,まちだ中央公民館,町田市原町田6-8-1,35.543011,139.447189,JGD2011,042-728-0071,
町田市,青少年施設,大地沢青少年センター,町田市相原町5307-2,35.616135,139.281250,JGD2011,042-782-3800,宿泊
町田市,青少年施設,町田市青少年施設｢ひなた村｣,町田市本町田2863,35.567707,139.444824,JGD2011,042-722-5736,
町田市,図書館,忠生図書館,町田市忠生3-14-2,35.577660,139.415421,JGD2011,042-792-3450,
町田市,図書館,町田市立さるびあ図書館,町田市中町2-13-23,35.551235,139.443695,JGD2011,042-722-3768,
町田市,図書館,町田市立金森図書館,町田市金森東3-5-1,35.533234,139.465652,JGD2011,042-710-1717,
町田市,図書館,町田市立堺図書館,町田市相原町795-1,35.604332,139.334030,JGD2011,042-774-2131,
町田市,図書館,町田市立中央図書館,町田市原町田3-2-9,35.540539,139.450058,JGD2011,042-728-8220,
町田市,図書館,町田市立鶴川駅前図書館,町田市能ヶ谷1-2-1和光大学ポプリホール鶴川2階,35.582855,139.478897,JGD2011,042-737-0263,
町田市,図書館,町田市立鶴川図書館,町田市鶴川6-7-2-1-101,35.585083,139.477875,JGD2011,042-737-0263,
町田市,図書館,町田市立木曽山崎図書館,町田市山崎町2160,35.569847,139.434814,JGD2011,042-793-6767,
町田市,博物館類似施設,町田市立博物館,町田市本町田3562,35.567085,139.452347,JGD2011,042-726-1531,
町田市,博物館類似施設,町田市立自由民権資料館,町田市野津田町897,35.589741,139.453278,JGD2011,042-734-4508,
町田市,博物館類似施設,町田市立国際版画美術館,町田市原町田4-28-1,35.544495,139.454941,JGD2011,042-726-2771,
町田市,女性/男女平等推進施設,町田市男女平等推進センター,町田市原町田4-9-8,35.541824,139.449905,JGD2011,042-723-2908,
町田市,生涯学習センター,町田市生涯学習センター,町田市原町田6-8-1,35.543011,139.447189,JGD2011,042-728-0071,
町田市,その他の施設,町田市考古資料室,町田市下小山田町4016,35.589195,139.410248,JGD2011,042-797-9661,
町田市,その他の施設,町田市自然休暇村,長野県南佐久郡川上村秋山53-15,35.932495,138.682846,JGD2011,0267-99-2912,宿泊
町田市,その他の施設,町田市民文学館ことばらんど,町田市原町田4-16-17,35.542690,139.451721,JGD2011,042-739-3420,
町田市,その他の施設,生涯学習センター陶芸スタジオ,町田市下小山田町4016,35.589195,139.410248,JGD2011,042-797-4904,
