楽しむため（％）,72.9,72.7,72.6,73.7,77.1,77.3,77.8,74.7,71.0,64.4,59.2
課題について調べるため（％）,26.9,29.6,29.1,32.4,24.7,22.1,26.8,27.2,26.2,31.4,24.2
興味・関心、知識を高めるため（％）,43.5,45.2,48.5,46.3,40.5,38.2,44.6,42.7,42.5,58.7,51.7
友達が読むから（％）,4.3,9.2,8.2,7.8,6.2,6.0,4.6,2.9,2.0,2.4,0.0
親や先生に勧められたから（％）,9.3,18.4,16.5,14.5,13.4,9.5,8.1,7.3,5.8,5.6,3.3
その他（％）,16.8,29.3,27.2,24.5,22.5,20.8,15.4,13.4,11.2,11.0,20.0
無回答（％）,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.5,0.3,0.5,0.0
注）複数回答可,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,．,
