区市町村名,学校名,科名,募集人員（男女問わず）,１日目の応募人員／男,１日目の応募人員／女,１日目の応募人員／計,１日目の応募倍率
府中,農業,服飾,25,0,44,44,1.76
府中,農業,食物,25,14,31,45,1.80
府中,農業,計,50,14,75,89,1.78
瑞穂,瑞穂農芸,生活ﾃﾞｻﾞｲﾝ,49,3,65,68,1.39
家庭計,,,99,17,140,157,1.59
