区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
神津島村,図書館,神津島村図書館,神津島村974,34.226742,139.164658,JGD2011,04992-8-0405,
神津島村,博物館類似施設,神津島村郷土資料館,神津島村118,34.226742,139.164658,JGD2011,04992-8-0947,
神津島村,その他の施設,神津島村開発総合センター,神津島村1761,34.200989,139.134521,JGD2011,04992-8-1221,
