区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
中央区,社会教育会館,＊?月島社会教育会館,中央区月島4-1-1月島区民ｾﾝﾀｰ内,35.662043,139.782269,JGD2011,03-3531-6367,
中央区,社会教育会館,＊?月島社会教育会館晴海分館アートはるみ,中央区晴海1-4-1月島第三小学校等複合施設内,35.659003,139.785775,JGD2011,03-3531-9190,
中央区,社会教育会館,＊?築地社会教育会館,中央区築地4-15-1,35.666501,139.768069,JGD2011,03-3542-4801,
中央区,社会教育会館,＊?日本橋社会教育会館,中央区日本橋人形町1-1-17日本橋小学校等複合施設内,35.684764,139.781493,JGD2011,03-3669-2102,
文京区,社会教育会館,＊?アカデミー湯島,文京区湯島2-28-14,35.706527,139.766528,JGD2011,03-3811-0741,
文京区,社会教育会館,＊?アカデミー向丘,文京区向丘2-5-7,35.718540,139.758720,JGD2011,03-3813-7801,
文京区,社会教育会館,＊?アカデミー茗台,文京区春日2-9-5,35.713485,139.741207,JGD2011,03-3817-8306,
文京区,社会教育会館,＊?アカデミー千石,文京区千石1-25-3,35.727541,139.743701,JGD2011,03-3946-4430,
文京区,社会教育会館,＊?アカデミー音羽,文京区大塚5-40-15,35.720042,139.725634,JGD2011,03-5976-1290,
文京区,社会教育会館,＊?アカデミー文京,文京区春日1-16-21,35.707941,139.752662,JGD2011,03-5803-1100,
台東区,社会教育会館,＊?社会教育センター,台東区東上野6-16-8,35.713648,139.783675,JGD2011,03-3842-5352,
台東区,社会教育会館,＊?小島社会教育館,台東区小島1-5-2,35.704078,139.781655,JGD2011,03-3861-5063,
台東区,社会教育会館,＊?今戸社会教育館,台東区今戸2-26-12,35.721972,139.807471,JGD2011,03-3873-4140,
台東区,社会教育会館,＊?千束社会教育館,台東区浅草4-24-13,35.719384,139.794022,JGD2011,03-3874-5450,
台東区,社会教育会館,＊?根岸社会教育館,台東区根岸5-18-13,35.729237,139.790461,JGD2011,03-3876-2103,
品川区,社会教育会館,＊?東品川文化センター,品川区東品川3-32-10,35.612942,139.750578,JGD2011,03-3472-2941,
品川区,社会教育会館,＊?五反田文化センター,品川区西五反田6-5-1,35.622538,139.716574,JGD2011,03-3492-2451,
品川区,社会教育会館,＊?南大井文化センター,品川区南大井1-12-6,35.596306,139.737561,JGD2011,03-3764-6511,
品川区,社会教育会館,＊?荏原文化センター,品川区中延1-9-15,35.612166,139.710676,JGD2011,03-3785-1241,
品川区,社会教育会館,＊?旗の台文化センター,品川区旗の台5-19-5,35.603830,139.700445,JGD2011,03-3786-5191,
目黒区,社会教育会館,＊?目黒区民センター社会教育館,目黒区目黒2-4-36,35.635733,139.708242,JGD2011,03-3711-1137,
目黒区,社会教育会館,＊?緑が丘文化会館,目黒区緑が丘2-14-23,35.609353,139.673304,JGD2011,03-3723-8741,
