区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
あきる野市,公民館,中央公民館,あきる野市二宮683,35.730427,139.302750,JGD2011,042-559-1221,
あきる野市,図書館,中央図書館,あきる野市秋川1-16-2,35.730949,139.288437,JGD2011,042-558-1108,
あきる野市,図書館,五日市図書館,あきる野市五日市368,35.730179,139.222458,JGD2011,042-595-0236,
あきる野市,図書館,中央図書館　増戸分室,あきる野市伊奈1157-5,35.727882,139.249039,JGD2011,042-596-0109,
あきる野市,図書館,東部図書館エル,あきる野市野辺39-27,35.724766,139.316559,JGD2011,042-550-5959,
あきる野市,博物館類似施設,五日市郷土館,あきる野市五日市920-1,35.728123,139.217010,JGD2011,042-596-4069,
あきる野市,博物館類似施設,二宮考古館,あきる野市二宮1151,35.727386,139.313934,JGD2011,042-559-8400,
あきる野市,生涯学習センター,あきる野ルピア,あきる野市秋川1-8,35.729977,139.287033,JGD2011,042-550-4700,
あきる野市,その他の施設,玉見会館,あきる野市小川東2-9-8,35.719498,139.321091,JGD2011,,
あきる野市,その他の施設,戸倉会館,あきる野市戸倉133-4,35.726070,139.205139,JGD2011,,
あきる野市,その他の施設,御堂会館,あきる野市草花3482-16,35.738857,139.300446,JGD2011,,
あきる野市,その他の施設,秋川キララホール,あきる野市秋川1-16-1,35.730949,139.288437,JGD2011,042-559-7500,
あきる野市,その他の施設,小宮会館,あきる野市乙津1997,35.738934,139.179306,JGD2011,,
あきる野市,その他の施設,千代里会館,あきる野市上代継424,35.721111,139.277588,JGD2011,,
あきる野市,その他の施設,草花台会館,あきる野市草花1327-1,35.736217,139.313980,JGD2011,,
あきる野市,その他の施設,増戸会館,あきる野市伊奈1157-5,35.727882,139.249039,JGD2011,,
あきる野市,その他の施設,代継会館,あきる野市上代継693-1,35.719025,139.280029,JGD2011,,
あきる野市,その他の施設,鳥居場会館,あきる野市雨間999-2,35.720196,139.295013,JGD2011,,
あきる野市,その他の施設,二宮地区会館,あきる野市二宮1151,35.727386,139.313934,JGD2011,,
あきる野市,その他の施設,楓ヶ原会館,あきる野市引田512-2,35.724087,139.268707,JGD2011,,
あきる野市,その他の施設,北伊奈会館,あきる野市伊奈412-11,35.732922,139.252960,JGD2011,,
あきる野市,その他の施設,野辺地区会館,あきる野市野辺126-4,35.723034,139.313797,JGD2011,,
