区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
新島村,博物館類似施設,新島村博物館,新島村本村2-36-3,34.378151,139.254898,JGD2011,04992-5-7070,
新島村,その他の施設,新島いきいき広場,新島村字向山459-1,34.377769,139.253525,JGD2011,04992-5-0203,
