区市町村名,学校名,科名（分野）,募集人員（男女問わず）,受検人員／男,受検人員／女,受検人員／計,合格人員／男,合格人員／女,合格人員／計
墨田,橘,産業,147,89,117,206,60,89,149
八王子,八王子桑志,ﾃﾞｻﾞｲﾝ分野,49,14,67,81,8,42,50
八王子,八王子桑志,ｸﾗﾌﾄ分野,25,29,10,39,22,4,26
八王子,八王子桑志,ｼｽﾃﾑ情報分野,25,46,7,53,27,1,28
八王子,八王子桑志,ﾋﾞｼﾞﾈｽ情報分野,49,31,30,61,27,23,50
八王子,八王子桑志,計,148,120,114,234,84,70,154
産業科計,,,295,209,231,440,144,159,303
