学校名,区分,分野,募集人員（名）,受検人員／男,受検人員／女,受検人員／計,合格人員／男,合格人員／女,合格人員／計,入学手続人員／男,入学手続人員／女,入学手続人員／計
小石川中等教育,－,自然科学,5,1,0,1,0,0,0,0,0,0
白鴎高等学校附属,A,国語,,7,13,20,0,3,3,0,3,3
白鴎高等学校附属,A,算数,,8,3,11,0,1,1,0,1,1
白鴎高等学校附属,A,英語,,9,15,24,0,2,2,0,2,2
白鴎高等学校附属,B,国語／算数／英語,10程度,,,,,,,,,
白鴎高等学校附属,B,囲碁・将棋,,3,2,5,1,1,2,1,1,2
白鴎高等学校附属,B,邦楽,,0,2,2,0,0,0,0,0,0
白鴎高等学校附属,B,邦舞・演劇,,3,1,4,1,0,1,1,0,1
白鴎高等学校附属,B,囲碁・将棋／邦楽／邦舞・演劇,6程度,,,,,,,,,
