区市町村名,学校名,科名,募集人員（男女問わず）,応募人員／男,応募人員／女,応募人員／計,合格人員／男,合格人員／女,合格人員／計
台東,蔵前工業,機械,,3,0,3,3,0,3
台東,蔵前工業,電気,,0,0,0,0,0,0
台東,蔵前工業,建築,,3,0,3,3,0,3
台東,蔵前工業,設備工業,,0,0,0,0,0,0
台東,蔵前工業,機械／電気／建築／設備工業,12,,,,,,
台東,蔵前工業,計,12,6,0,6,6,0,6
注）募集人員は、学力検査（第一次募集・分割前期募集）に基づく選抜における募集人員の内数である。,,,,,,,,,
