区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
福生市,公民館,福生市公民館,福生市福生2455,35.734283,139.337967,JGD2011,042-552-2118,
福生市,公民館,福生市公民館松林分館,福生市武蔵野台1-15-1,35.746574,139.332214,JGD2011,042-552-3624,
福生市,公民館,福生市公民館白梅分館,福生市熊川559-1,35.724140,139.337860,JGD2011,042-553-3454,
福生市,図書館,福生市立わかぎり図書館,福生市福生1280-1,35.746040,139.321091,JGD2011,042-552-7421,
福生市,図書館,福生市立わかたけ図書館,福生市熊川199-1,35.718021,139.335327,JGD2011,042-551-0083,
福生市,図書館,福生市立中央図書館,福生市熊川850-1,35.731689,139.337662,JGD2011,042-553-3111,
福生市,図書館,福生市立武蔵野台図書館,福生市武蔵野台1-12-2,35.746990,139.333954,JGD2011,042-553-8881,
福生市,博物館類似施設,福生市郷土資料室,福生市熊川850-1,35.731689,139.337662,JGD2011,042-530-1120,
福生市,その他の施設,かえで会館,福生市加美平1-20-6,35.750492,139.325958,JGD2011,042-552-4644,
福生市,その他の施設,さくら会館,福生市牛浜163,35.733948,139.336945,JGD2011,042-552-2123,
福生市,その他の施設,扶桑会館,福生市福生1069-1,35.744026,139.324768,JGD2011,042-552-6717,
福生市,その他の施設,福生市茶室「福庵」,福生市熊川854-3,35.731689,139.337662,JGD2011,042-530-7177,
福生市,その他の施設,福生市民会館,福生市福生2455,35.734283,139.337967,JGD2011,042-552-1711,
