区市町村名,学校名,科名,募集人員（男女問わず）,入学手続人員／男,入学手続人員／女,入学手続人員／計
新宿,総合芸術,音楽,28,7,23,30
新宿,総合芸術,美術,56,9,49,58
新宿,総合芸術,舞台表現,28,4,25,29
新宿,総合芸術,計,112,20,97,117
芸術計,,,112,20,97,117
