区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
多摩市,公民館,多摩市立永山公民館,多摩市永山1-5ベルブ永山内,35.628471,139.448685,JGD2011,042-337-6661,
多摩市,公民館,多摩市立関戸公民館,多摩市関戸4-72,35.649632,139.447052,JGD2011,042-374-9711,
多摩市,青少年施設,多摩市立八ヶ岳少年自然の家,長野県諏訪郡富士見町立沢字広原1-1205,35.954502,138.281616,JGD2011,0266-66-2036,宿泊
多摩市,図書館,多摩市立図書館行政資料室,多摩市関戸6-12-1,35.637653,139.447174,JGD2011,042-338-6888,
多摩市,図書館,多摩市立唐木田図書館,多摩市鶴牧6-14からきだ菖蒲館1階,35.615395,139.413300,JGD2011,042-338-0660,
多摩市,図書館,多摩市立永山図書館,多摩市永山1-5ベルブ永山3階,35.649658,139.444519,JGD2011,042-337-6211,
多摩市,図書館,多摩市立関戸図書館,多摩市関戸1-1-5ザ・スクエア2階,35.652576,139.443283,JGD2011,042-371-1004,
多摩市,図書館,多摩市立図書館（本館）,多摩市落合2-29,35.617672,139.425507,JGD2011,042-373-7955,
多摩市,図書館,多摩市立聖ヶ丘図書館,多摩市聖ヶ丘2-21-1,35.631653,139.457489,JGD2011,042-339-7333,
多摩市,図書館,多摩市立東寺方図書館,多摩市東寺方626-7,35.642200,139.437103,JGD2011,042-371-2242,
多摩市,図書館,多摩市立豊ヶ丘図書館,多摩市豊ヶ丘5-6,35.614616,139.434418,JGD2011,042-374-6581,
多摩市,その他の施設,旧加藤家,多摩市南野2-13,35.606644,139.434525,JGD2011,042-371-8668,
多摩市,その他の施設,旧多摩聖蹟記念館,多摩市連光寺5-1-1,35.638466,139.461655,JGD2011,042-337-0900,
多摩市,その他の施設,旧富澤家,多摩市落合2-35,35.621365,139.425766,JGD2011,042-373-0503,
多摩市,その他の施設,旧有山家,多摩市南野2-13,35.606644,139.434525,JGD2011,042-371-8668,
