区市町村名,学校名,科名,募集人員（男女問わず）,入学手続人員／男,入学手続人員／女,入学手続人員／計
港,芝商業,商業,161,56,92,148
江東,江東商業,総合ﾋﾞｼﾞﾈｽ,123,43,80,123
江東,第三商業,商業,168,39,132,171
渋谷,第一商業,商業,168,73,80,153
北,赤羽商業,商業,168,62,107,169
練馬,第四商業,商業,112,43,71,114
練馬,第四商業,情報処理,49,35,15,50
練馬,第四商業,計,161,78,86,164
足立,荒川商業,総合ﾋﾞｼﾞﾈｽ,147,42,107,149
葛飾,葛飾商業,商業,112,46,68,114
葛飾,葛飾商業,情報処理,49,34,16,50
葛飾,葛飾商業,計,161,80,84,164
国立,第五商業,商業,168,68,102,170
あきる野,五日市,商業,56,19,39,58
商業計,,,1481,560,909,1469
