区市町村名,学校名,科名,募集人員（男女問わず）(A),最終応募人員(B)／男,最終応募人員(B)／女,最終応募人員(B)／計,最終応募倍率(B/A)
新宿,総合芸術,音楽,28,11,51,62,2.21
新宿,総合芸術,美術,56,21,92,113,2.02
新宿,総合芸術,舞台表現,28,12,68,80,2.86
新宿,総合芸術,計,112,44,211,255,2.28
芸術計,,,112,44,211,255,2.28
