区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
稲城市,公民館,稲城市立中央公民館,稲城市東長沼2111,35.638123,139.504288,JGD2011,042-377-2121,
稲城市,公民館,稲城市立第二公民館,稲城市矢野口1780,35.635094,139.518661,JGD2011,042-378-0567,
稲城市,公民館,稲城市立第三公民館,稲城市平尾1-20-5,35.613167,139.492096,JGD2011,042-331-0230,
稲城市,公民館,稲城市立第四公民館,稲城市東長沼271,35.645649,139.506165,JGD2011,042-377-4406,
稲城市,公民館,稲城市立城山公民館,稲城市向陽台6-7,35.641270,139.490814,JGD2011,042-379-5411,
稲城市,図書館,稲城市立?プラザ図書館,稲城市若葉台2-5-2,35.621220,139.471436,JGD2011,042-331-1731,
稲城市,図書館,稲城市立第一図書館,稲城市東長沼2111,35.638123,139.504288,JGD2011,042-377-2123,
稲城市,図書館,稲城市立第二図書館,稲城市矢野口1780,35.635094,139.518661,JGD2011,042-377-1866,
稲城市,図書館,稲城市立第三図書館,稲城市平尾1-20-5,35.613167,139.492096,JGD2011,042-331-1439,
稲城市,図書館,稲城市立第四図書館,稲城市東長沼271,35.645649,139.506165,JGD2011,042-378-2401,
稲城市,図書館,稲城市立中央図書館（城山体験学習館）,稲城市向陽台4-6-18,35.645573,139.488434,JGD2011,042-378-7124,
