区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
千代田区,図書館,＊?昌平まちかど図書館,千代田区外神田3-4-7,35.701223,139.769873,JGD2011,03-3251-5641,
千代田区,図書館,＊?神田まちかど図書館,千代田区神田司町2-16,35.693357,139.768304,JGD2011,03-3256-6061,
千代田区,図書館,＊?四番町図書館,千代田区四番町1,35.690453,139.741601,JGD2011,03-3239-6357,
千代田区,図書館,＊?千代田図書館,千代田区九段南1-2-1千代田区役所9･10階,35.693997,139.753585,JGD2011,03-5211-4289,
千代田区,図書館,＊?日比谷図書文化館,千代田区日比谷公園1-4,35.671872,139.754602,JGD2011,03-3502-3340(代表),
中央区,図書館,＊?京橋図書館,中央区築地1-1-1,35.670630,139.772000,JGD2011,03-3543-9025,
中央区,図書館,＊?日本橋図書館,中央区日本橋人形町1-1-17,35.684773,139.781493,JGD2011,03-3669-6207,
中央区,図書館,＊?月島図書館,中央区月島4-1-1,35.662043,139.782269,JGD2011,03-3532-4391,
港区,図書館,＊?みなと図書館,港区芝公園3-2-25,35.659904,139.750144,JGD2011,03-3437-6621,
港区,図書館,＊?三田図書館,港区芝5-28-4,35.647051,139.745220,JGD2011,03-3452-4951,
港区,図書館,＊?麻布図書館,港区六本木5-12-24,35.657555,139.735864,JGD2011,03-3585-9925,
港区,図書館,＊?赤坂図書館,港区南青山1-3-3,35.671642,139.725401,JGD2011,03-3408-5090,
港区,図書館,＊?高輪図書館,港区高輪1-16-25,35.642092,139.734268,JGD2011,03-5421-7617,
港区,図書館,＊?港南図書館,港区港南3-3-17,35.632980,139.749563,JGD2011,03-3458-1085,
港区,図書館,＊?高輪図書館分室,港区高輪1-4-35,35.642373,139.734814,JGD2011,03-3443-1666,
港区,図書館,麻布図書サービスセンター（閉館）,港区三田1-10-4,35.654939,139.738230,JGD2011,03-3456-3225,
新宿区,図書館,＊?中央図書館,新宿区大久保3-1-1,35.705244,139.707263,JGD2011,03-3364-1421,
新宿区,図書館,＊?こども図書館,新宿区大久保3-1-1,35.705244,139.707263,JGD2011,03-3364-1421,
新宿区,図書館,＊?四谷図書館,新宿区内藤町87,35.687578,139.714447,JGD2011,03-3341-0095,
新宿区,図書館,＊?鶴巻図書館,新宿区早稲田鶴巻町521,35.707405,139.724700,JGD2011,03-3208-2431,
新宿区,図書館,＊?西落合図書館,新宿区西落合4-13-17,35.725769,139.678965,JGD2011,03-3954-4373,
新宿区,図書館,＊?戸山図書館,新宿区戸山2-11-101,35.701951,139.714195,JGD2011,03-3207-1191,
新宿区,図書館,＊?北新宿図書館,新宿区北新宿3-20-2,35.702962,139.689461,JGD2011,03-3365-4755,
新宿区,図書館,＊?中町図書館,新宿区中町25,35.698969,139.734577,JGD2011,03-3267-3121,
新宿区,図書館,＊?角筈図書館,新宿区西新宿4-33-7,35.686218,139.689091,JGD2011,03-5371-0010,
新宿区,図書館,＊?大久保図書館,新宿区大久保2-12-7,35.701416,139.706773,JGD2011,03-3209-3812,
新宿区,図書館,＊?下落合図書館,新宿区下落合1-9-8,35.716019,139.698795,JGD2011,03-3368-6100,
新宿区,図書館,＊?中央図書館区役所内分室,新宿区歌舞伎町1-4-1,35.693893,139.703426,JGD2011,03-5273-4182,
文京区,図書館,＊?小石川図書館,文京区小石川5-9-20,35.716990,139.740126,JGD2011,03-3814-6745,
文京区,図書館,＊?湯島図書館,文京区本郷3-10-18,35.703930,139.763714,JGD2011,03-3814-9242,
文京区,図書館,＊?真砂中央図書館,文京区本郷4-8-15,35.708550,139.757085,JGD2011,03-3815-6801,
文京区,図書館,＊?根津図書室,文京区根津2-20-7,35.719214,139.764256,JGD2011,03-3824-2608,
文京区,図書館,＊?本郷図書館,文京区千駄木3-2-6,35.725545,139.761477,JGD2011,03-3828-2070,
文京区,図書館,＊?本駒込図書館,文京区本駒込4-35-15,35.733349,139.755447,JGD2011,03-3828-4117,
文京区,図書館,＊?目白台図書館,文京区関口3-17-9,35.715131,139.725508,JGD2011,03-3943-5641,
