区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
文京区,図書館,＊?大塚公園みどりの図書室,文京区大塚4-49-2,35.723788,139.732387,JGD2011,03-3945-0734,
文京区,図書館,＊?水道端図書館,文京区水道2-16-14,35.710629,139.737718,JGD2011,03-3945-1621,
文京区,図書館,＊?千石図書館,文京区千石1-25-3,35.727541,139.743701,JGD2011,03-3946-7748,
台東区,図書館,＊?中央図書館,台東区西浅草3-25-16,35.717291,139.789868,JGD2011,03-5246-5911,
台東区,図書館,＊?石浜図書館,台東区橋場1-35-16,35.725422,139.807602,JGD2011,03-3876-0854,
台東区,図書館,＊?根岸図書館,台東区根岸5-18-13,35.729252,139.790448,JGD2011,03-3876-2101,
墨田区,図書館,＊?墨田区立ひきふね図書館,墨田区京島1-36-5,35.717105,139.819579,JGD2011,03-5655-2350,
墨田区,図書館,＊?墨田区立八広図書館,墨田区八広5-10-1-104,35.725003,139.825802,JGD2011,03-3616-0846,
墨田区,図書館,＊?墨田区立立花図書館,墨田区立花6-8-1-101,35.710679,139.834917,JGD2011,03-3618-2620,
墨田区,図書館,＊?墨田区立緑図書館,墨田区緑2-24-5,35.695762,139.800611,JGD2011,03-3631-4621,
江東区,図書館,＊?東雲図書館,江東区東雲2-7-5-201,35.643542,139.805368,JGD2011,03-3529-1141,
江東区,図書館,＊?豊洲図書館,江東区豊洲2-2-18豊洲文化センター内,35.654237,139.795271,JGD2011,03-3536-5931,
江東区,図書館,＊?亀戸図書館,江東区亀戸7-39-9,35.696976,139.839343,JGD2011,03-3636-6061,
江東区,図書館,＊?城東図書館,江東区大島4-5-1総合区民センター内,35.689030,139.826987,JGD2011,03-3637-2751,
江東区,図書館,＊?江東図書館,江東区南砂6-7-52,35.671844,139.834105,JGD2011,03-3640-3151,
江東区,図書館,＊?砂町図書館,江東区北砂5-1-7砂町文化センター内,35.680392,139.831958,JGD2011,03-3640-4646,
江東区,図書館,＊?深川図書館,江東区清澄3-3-39,35.679152,139.796765,JGD2011,03-3641-0062,
江東区,図書館,＊?白河こどもとしょかん,江東区白河4-3-19,35.682180,139.808055,JGD2011,03-3643-7439,
江東区,図書館,＊?東陽図書館,江東区東陽2-3-6教育センター内,35.667477,139.816970,JGD2011,03-3644-6121,
江東区,図書館,＊?東大島図書館,江東区大島9-4-2-101,35.691063,139.845735,JGD2011,03-3681-4646,
江東区,図書館,＊?古石場図書館,江東区古石場2-13-2古石場文化センター内,35.666926,139.799054,JGD2011,03-5245-3101,
品川区,図書館,＊?品川図書館,品川区北品川2-32-3,35.616874,139.742400,JGD2011,03-3471-4667,
品川区,図書館,＊?五反田図書館,品川区西五反田6-5-1,35.622538,139.716574,JGD2011,03-3492-2131,
品川区,図書館,＊?大崎図書館,品川区大崎2-4-8,35.618613,139.725768,JGD2011,03-3495-0660,
品川区,図書館,＊?南大井図書館,品川区南大井3-7-13,35.591688,139.734415,JGD2011,03-3761-6780,
品川区,図書館,＊?大井図書館,品川区大井5-19-14,35.598197,139.729048,JGD2011,03-3777-7151,
品川区,図書館,＊?源氏前図書館,品川区中延4-14-17,35.605537,139.709936,JGD2011,03-3781-6273,
品川区,図書館,＊?二葉図書館,品川区二葉1-4-25,35.607995,139.726706,JGD2011,03-3782-2036,
品川区,図書館,＊?荏原図書館,品川区中延1-9-15,35.612166,139.710676,JGD2011,03-3784-2557,
品川区,図書館,＊?ゆたか図書館,品川区豊町1-17-7,35.611585,139.722443,JGD2011,03-3785-6677,
品川区,図書館,＊?八潮図書館,品川区八潮5-10-27,35.600197,139.751451,JGD2011,03-3799-1414,
目黒区,図書館,＊?大橋図書館,目黒区大橋1-5-1,35.651494,139.688491,JGD2011,03-3770-3101,
目黒区,図書館,＊?中目黒駅前図書館,目黒区上目黒2-1-3,35.643227,139.698683,JGD2011,03-3710-7253,
目黒区,図書館,＊?目黒区民センター図書館,目黒区目黒2-4-36,35.635734,139.708251,JGD2011,03-3711-1138,
目黒区,図書館,＊?洗足図書館,目黒区洗足2-8-26,35.612341,139.692376,JGD2011,03-3719-7651,
目黒区,図書館,＊?緑が丘図書館,目黒区緑が丘2-14-23,35.609353,139.673304,JGD2011,03-3723-0661,
目黒区,図書館,＊?目黒本町図書館,目黒区目黒本町2-1-20,35.625238,139.695228,JGD2011,03-3792-6325,
目黒区,図書館,＊?守屋図書館,目黒区五本木2-20-15,35.634099,139.689114,JGD2011,03-3711-7465,
目黒区,図書館,＊?八雲中央図書館,目黒区八雲1-1-1,35.621684,139.672995,JGD2011,03-5701-2795,
大田区,図書館,＊?大田図書館,大田区田園調布南25-1,35.581647,139.676192,JGD2011,03-3758-3051,
大田区,図書館,＊?洗足池図書館,大田区南千束2-2-10,35.600785,139.691946,JGD2011,03-3726-0401,
大田区,図書館,＊?六郷図書館（仮施設）,大田区南六郷3-10-16,35.543634,139.714574,JGD2011,03-3732-4445,
大田区,図書館,＊?蒲田駅前図書館,大田区蒲田5-13-26-301,35.559828,139.715471,JGD2011,03-3736-0131,
大田区,図書館,＊?蒲田図書館,大田区東蒲田1-19-22,35.563696,139.728437,JGD2011,03-3738-2459,
大田区,図書館,＊?浜竹図書館,大田区西糀谷3-32-7,35.553372,139.737395,JGD2011,03-3741-1185,
大田区,図書館,＊?大森南図書館,大田区大森南1-17-7,35.563458,139.739758,JGD2011,03-3744-8411,
大田区,図書館,＊?羽田図書館,大田区羽田1-11-1,35.550414,139.743502,JGD2011,03-3745-3221,
大田区,図書館,＊?池上図書館,大田区池上3-27-6,35.574772,139.703219,JGD2011,03-3752-3341,
大田区,図書館,＊?久が原図書館,大田区久が原2-28-4,35.579341,139.695315,JGD2011,03-3753-3343,
大田区,図書館,＊?多摩川図書館,大田区多摩川2-24-63,35.556040,139.702347,JGD2011,03-3756-1251,
大田区,図書館,＊?下丸子図書館,大田区下丸子2-18-11,35.565882,139.688044,JGD2011,03-3759-2454,
大田区,図書館,＊?大森西図書館,大田区大森西5-2-13,35.571837,139.726026,JGD2011,03-3763-1191,
大田区,図書館,＊?入新井図書館,大田区大森北1-10-14大森複合施設ﾋﾞﾙ(Luz大森)4階,35.586493,139.728345,JGD2011,03-3763-3633,
大田区,図書館,＊?大森東図書館,大田区大森東1-31-3-104,35.576256,139.738949,JGD2011,03-3763-9681,
大田区,図書館,＊?馬込図書館,大田区中馬込2-26-10,35.595681,139.710410,JGD2011,03-3775-5401,
世田谷区,図書館,＊?上北沢図書館,世田谷区上北沢3-8-9,35.667601,139.625667,JGD2011,03-3290-3411,
世田谷区,図書館,＊?粕谷図書館,世田谷区粕谷4-13-6,35.663119,139.605106,JGD2011,03-3305-1661,
世田谷区,図書館,＊?梅丘図書館,世田谷区代田4-38-10,35.657451,139.654721,JGD2011,03-3323-8261,
世田谷区,図書館,＊?烏山図書館,世田谷区南烏山6-2-19,35.668820,139.600551,JGD2011,03-3326-3521,
世田谷区,図書館,＊?下馬図書館,世田谷区下馬2-32-1,35.641496,139.676261,JGD2011,03-3418-6531,
世田谷区,図書館,＊?世田谷図書館,世田谷区若林4-29-26,35.645903,139.654908,JGD2011,03-3419-1911,
世田谷区,図書館,＊?中央図書館,世田谷区弦巻3-16-8,35.637717,139.644332,JGD2011,03-3429-1811,
世田谷区,図書館,＊?桜丘図書館,世田谷区桜丘5-14-1,35.644834,139.622119,JGD2011,03-3439-0741,
世田谷区,図書館,＊?代田図書館,世田谷区代田6-34-13,35.662811,139.660649,JGD2011,03-3469-5638,
世田谷区,図書館,＊?砧図書館,世田谷区祖師谷3-10-4,35.642272,139.604076,JGD2011,03-3482-2271,
世田谷区,図書館,＊?団体貸出センター,世田谷区弦巻3-16-8,35.637717,139.644332,JGD2011,03-3429-1811,
世田谷区,図書館,＊?尾山台図書館,世田谷区等々力2-17-14,35.605777,139.652384,JGD2011,03-3703-2581,
世田谷区,図書館,＊?深沢図書館,世田谷区深沢4-33-11,35.620254,139.653776,JGD2011,03-3705-4341,
世田谷区,図書館,＊?玉川台図書館,世田谷区玉川台1-6-15,35.622959,139.633057,JGD2011,03-3709-4164,
世田谷区,図書館,＊?鎌田図書館,世田谷区鎌田3-35-1,35.622324,139.613486,JGD2011,03-3709-6311,
世田谷区,図書館,＊?奥沢図書館,世田谷区奥沢3-47-8,35.603639,139.672651,JGD2011,03-3720-2096,
世田谷区,図書館,＊?まちかど図書室,世田谷区内5ヶ所,,,,,
世田谷区,図書館,＊?経堂図書館,世田谷区宮坂3-1-30,35.651562,139.637821,JGD2011,03-5451-0071,
渋谷区,図書館,＊?中央図書館,渋谷区神宮前1-4-1,35.672458,139.706188,JGD2011,03-3403-2591,
渋谷区,図書館,＊?西原図書館,渋谷区西原2-28-9,35.674953,139.677732,JGD2011,03-3460-8535,
渋谷区,図書館,＊?渋谷図書館,渋谷区東1-6-6,35.656504,139.709774,JGD2011,03-3407-7544,
渋谷区,図書館,＊?富ヶ谷図書館,渋谷区上原1-46-2,35.668508,139.687254,JGD2011,03-3468-9020,
渋谷区,図書館,＊?笹塚図書館,渋谷区笹塚1-27-1,35.672230,139.667182,JGD2011,03-3460-6784,
渋谷区,図書館,＊?本町図書館,渋谷区本町1-33-5,35.680752,139.681671,JGD2011,03-5371-4833,
渋谷区,図書館,＊?臨川みんなの図書館,渋谷区広尾1ｰ9ｰ17,35.649416,139.716607,JGD2011,03-5793-9500,
渋谷区,図書館,＊?代々木図書館,渋谷区代々木3-51-8,35.681984,139.695977,JGD2011,03-3370-7566,
渋谷区,図書館,＊?笹塚こども図書館,渋谷区笹塚3-3-1,35.678711,139.669753,JGD2011,03-3378-1983,
渋谷区,図書館,＊?こもれび大和田図書館,渋谷区桜丘町23-21,35.655458,139.699965,JGD2011,03-3464-4780,
中野区,図書館,＊?上高田図書館,中野区上高田5-30-15,35.718764,139.675142,JGD2011,03-3319-5411,
中野区,図書館,＊?江古田図書館,中野区江古田2-1-11,35.724899,139.669068,JGD2011,03-3319-9301,
中野区,図書館,＊?鷺宮図書館,中野区鷺宮3-22-5,35.723436,139.639805,JGD2011,03-3337-1044,
中野区,図書館,＊?東中野図書館,中野区東中野1-35-5,35.704584,139.684825,JGD2011,03-3366-9581,
中野区,図書館,＊?本町図書館,中野区本町2-13-2,35.694713,139.677821,JGD2011,03-3373-1666,
中野区,図書館,＊?南台図書館,中野区南台3-26-18,35.685390,139.665695,JGD2011,03-3380-2661,
中野区,図書館,＊?野方図書館,中野区野方3-19-5,35.717446,139.654271,JGD2011,03-3389-0214,
中野区,図書館,＊?中央図書館,中野区中野2-9-7,35.704456,139.671765,JGD2011,03-5340-5070,
杉並区,図書館,＊?高井戸図書館,杉並区高井戸東1-28-1,35.681266,139.622321,JGD2011,03-3290-3456,
杉並区,図書館,＊?西荻図書館,杉並区西荻北2-33-9,35.707809,139.605958,JGD2011,03-3301-1670,
杉並区,図書館,＊?高円寺図書館,杉並区高円寺南2-36-25,35.700401,139.654107,JGD2011,03-3316-2421,
杉並区,図書館,＊?成田図書館,杉並区成田東3-28-5,35.695071,139.637513,JGD2011,03-3317-0341,
杉並区,図書館,＊?永福図書館,杉並区永福4-25-7,35.680747,139.640793,JGD2011,03-3322-7141,
杉並区,図書館,＊?宮前図書館,杉並区宮前5-5-27,35.693197,139.598933,JGD2011,03-3333-5166,
杉並区,図書館,＊?南荻窪図書館,杉並区南荻窪1-10-2,35.695031,139.614540,JGD2011,03-3335-7377,
杉並区,図書館,＊?中央図書館,杉並区荻窪3-40-23,35.701890,139.626793,JGD2011,03-3391-5754,
杉並区,図書館,＊?柿木図書館,杉並区上井草1-6-13,35.720275,139.612121,JGD2011,03-3394-3801,
杉並区,図書館,＊?下井草図書館,杉並区下井草3-26-5,35.720941,139.623257,JGD2011,03-3396-7999,
杉並区,図書館,＊?阿佐谷図書館,杉並区阿佐谷北3-36-14,35.711697,139.633258,JGD2011,03-5373-1811,
杉並区,図書館,＊?方南図書館,杉並区方南1-51-2,35.678993,139.660059,JGD2011,03-5355-7100,
杉並区,図書館,＊?今川図書館,杉並区今川4-12-10,35.715612,139.599825,JGD2011,03-3394-0431,
豊島区,図書館,＊中央図書館,豊島区東池袋4-5-2ライズアリーナビル4･5階,35.726957,139.718920,JGD2011,03-3983-7861,
豊島区,図書館,＊?駒込図書館,豊島区駒込2-2-2,35.737238,139.747410,JGD2011,03-3940-5751,
豊島区,図書館,＊?巣鴨図書館,豊島区巣鴨3-8-2,35.733959,139.733130,JGD2011,03-3910-3608,
豊島区,図書館,＊?上池袋図書館,豊島区上池袋2-45-15,35.738552,139.717009,JGD2011,03-3940-1779,
豊島区,図書館,＊?池袋図書館,豊島区池袋3-29-10,35.735940,139.705831,JGD2011,03-3985-7981,
豊島区,図書館,＊?雑司が谷図書貸出コーナー,豊島区雑司が谷3-1-7,35.719723,139.713751,JGD2011,03-3590-1335,
豊島区,図書館,＊?目白図書館,豊島区目白4-31-8,35.725760,139.698851,JGD2011,03-3950-7121,
豊島区,図書館,＊?千早図書館,豊島区千早2-44-2,35.735620,139.688442,JGD2011,03-3955-8361,
北区,図書館,＊?滝野川西図書館,北区滝野川6-21-25,35.745623,139.725914,JGD2011,03-3576-8800,
北区,図書館,＊?東田端図書館,北区田端新町2-14-15,35.740577,139.764817,JGD2011,03-3810-4341,
北区,図書館,＊?田端図書館,北区田端3-16-2,35.734411,139.756855,JGD2011,03-3828-5569,
北区,図書館,＊?昭和町図書館,北区昭和町3-10-7,35.749495,139.751368,JGD2011,03-3893-5418,
北区,図書館,＊?赤羽図書館,北区赤羽南1-13-1,35.777712,139.723724,JGD2011,03-3901-1992,
北区,図書館,＊?上十条図書館,北区上十条3-3-9,35.760402,139.718432,JGD2011,03-3905-3533,
北区,図書館,＊?赤羽西図書館,北区赤羽西5-7-5,35.775440,139.710473,JGD2011,03-3907-5992,
北区,図書館,＊?赤羽北図書館,北区赤羽北1-18-1-111,35.787216,139.712860,JGD2011,03-3907-6412,
北区,図書館,＊?滝野川図書館,北区西ヶ原1-23-3,35.743446,139.747565,JGD2011,03-3910-9092,
北区,図書館,＊?中央図書館,北区十条台1-2-5,35.756263,139.729044,JGD2011,03-5993-1125,
北区,図書館,＊?豊島図書館,北区豊島3-27-22,35.760469,139.747816,JGD2011,03-3927-3421,
北区,図書館,＊?浮間図書館,北区浮間1-8-2-102,35.790001,139.702704,JGD2011,03-3965-6531,
北区,図書館,＊?神谷図書館,北区神谷3-35-17,35.771319,139.731087,JGD2011,03-5249-1200,
北区,図書館,＊?東十条図書館,北区東十条3-2-14,35.765189,139.728595,JGD2011,03-5390-6680,
北区,図書館,＊?中央図書館分室,北区豊島1-14-12,35.758446,139.739729,JGD2011,03-3912-8566,
荒川区,図書館,＊?南千住図書館,荒川区南千住6-63-1,35.737450,139.795424,JGD2011,03-3807-9221,
荒川区,図書館,＊?ゆいの森あらかわ,荒川区荒川2-50-1,35.739490,139.783823,JGD2011,03-3891-4349,
荒川区,図書館,＊?尾久図書館,荒川区西尾久3-12-12,35.752255,139.764508,JGD2011,03-3800-5821,
荒川区,図書館,＊?町屋図書館,荒川区町屋5-11-18,35.751277,139.778956,JGD2011,03-3892-9821,
荒川区,図書館,＊?日暮里図書館,荒川区東日暮里6-38-4,35.731180,139.774993,JGD2011,03-3803-1645,
荒川区,図書館,＊?汐入図書サービスステーション,荒川区南千住8-12-5-114,35.737611,139.808017,JGD2011,03-3807-8130,
荒川区,図書館,＊?冠新道図書サービスステーション,荒川区西日暮里6-25-14,35.736920,139.770710,JGD2011,03-3800-3321,
板橋区,図書館,＊?成増図書館,板橋区成増3-13-1,35.778846,139.632360,JGD2011,03-3977-6078,
板橋区,図書館,＊?小茂根図書館,板橋区小茂根1-6-2,35.745567,139.680865,JGD2011,03-3554-8801,
板橋区,図書館,＊?東板橋図書館,板橋区加賀1-10-15,35.754429,139.715777,JGD2011,03-3579-2666,
板橋区,図書館,＊?赤塚図書館,板橋区赤塚6-38-1,35.778715,139.644803,JGD2011,03-3939-5281,
板橋区,図書館,＊?高島平図書館,板橋区高島平3-13-1,35.787514,139.659091,JGD2011,03-3939-6565,
板橋区,図書館,＊?氷川図書館,板橋区氷川町28-9,35.753139,139.704839,JGD2011,03-3961-9981,
板橋区,図書館,＊?蓮根図書館,板橋区蓮根3-15-1-101,35.788859,139.676511,JGD2011,03-3965-7351,
板橋区,図書館,＊?清水図書館,板橋区泉町16-16,35.766449,139.702166,JGD2011,03-3965-9701,
板橋区,図書館,＊?中央図書館,板橋区常盤台1-13-1,35.760026,139.691511,JGD2011,03-3967-5261,
板橋区,図書館,＊?西台図書館,板橋区西台3-13-2,35.773986,139.668814,JGD2011,03-5399-1191,
板橋区,図書館,＊?志村図書館,板橋区小豆沢1-8-1,35.773232,139.700014,JGD2011,03-5994-3021,
板橋区,図書館,＊?いたばしボローニャ子ども絵本館,板橋区本町24-1,35.759732,139.708380,JGD2011,03-3579-2665,
練馬区,図書館,＊?貫井図書館,練馬区貫井1-36-16,35.736971,139.636105,JGD2011,03-3577-1831,
練馬区,図書館,＊?大泉図書館,練馬区大泉学園町2-21-17,35.760609,139.587130,JGD2011,03-3921-0991,
練馬区,図書館,＊?稲荷山図書館,練馬区大泉町1-3-18,35.765328,139.609229,JGD2011,03-3921-4641,
練馬区,図書館,＊?関町図書館,練馬区関町南3-11-2,35.720940,139.580460,JGD2011,03-3929-5391,
練馬区,図書館,＊?平和台図書館,練馬区平和台1-36-17,35.760099,139.664753,JGD2011,03-3931-9581,
練馬区,図書館,＊?練馬図書館,練馬区豊玉北6-8-1,35.734202,139.651886,JGD2011,03-3992-1580,
練馬区,図書館,＊?石神井図書館,練馬区石神井台1-16-31,35.736302,139.599371,JGD2011,03-3995-2230,
練馬区,図書館,＊?春日町図書館,練馬区春日町5-31-2-201,35.751436,139.638966,JGD2011,03-5241-1311,
練馬区,図書館,＊?光が丘図書館,練馬区光が丘4-1-5,35.763101,139.630025,JGD2011,03-5383-6500,
練馬区,図書館,＊?南大泉図書館,練馬区南大泉1-44-7,35.743367,139.574898,JGD2011,03-5387-3600,
練馬区,図書館,＊南大泉図書館分室??こどもと本のひろば,練馬区南大泉3-17-10,35.740655,139.569381,JGD2011,03-3925-4151,
練馬区,図書館,＊?小竹図書館,練馬区小竹町2-43-1,35.741907,139.676003,JGD2011,03-5995-1121,
練馬区,図書館,＊?南田中図書館,練馬区南田中5-15-22,35.737576,139.611139,JGD2011,03-5393-2411,
足立区,図書館,＊?中央図書館,足立区千住5-13-5,35.756577,139.802512,JGD2011,03-5813-3740,
足立区,図書館,＊?花畑図書館,足立区花畑4-16-8,35.802827,139.807458,JGD2011,03-3850-2601,
足立区,図書館,＊?竹の塚図書館,足立区竹の塚2-25-17,35.792631,139.794598,JGD2011,03-3859-9966,
足立区,図書館,＊?やよい図書館,足立区中央本町3-15-1,35.772250,139.809721,JGD2011,03-3852-1433,
足立区,図書館,＊?東和図書館,足立区東和3-12-9,35.771103,139.839570,JGD2011,03-3628-6203,
足立区,図書館,＊?佐野図書館,足立区佐野2-43-5,35.788137,139.840248,JGD2011,03-3628-3275,
足立区,図書館,＊?舎人図書館,足立区舎人1-3-26,35.806068,139.773204,JGD2011,03-3857-0771,
足立区,図書館,＊?保塚図書館,足立区保塚町7-16,35.786691,139.816105,JGD2011,03-3858-1553,
足立区,図書館,＊?江北図書館,足立区江北3-39-4,35.775859,139.760069,JGD2011,03-3890-4488,
足立区,図書館,＊?江南コミュニティ図書館,足立区小台2-4-18,35.755856,139.757475,JGD2011,03-3913-0460,
足立区,図書館,＊?新田コミュニティ図書館,足立区新田2-2-2,35.771499,139.738115,JGD2011,03-3912-1767,
足立区,図書館,＊?興本図書館,足立区興野1-18-38,35.768306,139.782379,JGD2011,03-3889-0370,
足立区,図書館,＊?伊興図書館,足立区伊興2-4-22,35.791207,139.780993,JGD2011,03-3857-6537,
足立区,図書館,＊?鹿浜図書館,足立区鹿浜6-8-1,35.783972,139.758271,JGD2011,03-3857-6551,
足立区,図書館,＊?梅田図書館,足立区梅田7-13-1,35.768336,139.800716,JGD2011,03-3840-4646,
葛飾区,図書館,＊?中央図書館,葛飾区金町6-2-1ヴィナシス金町ブライトコート3階,35.768042,139.871306,JGD2011,03-3607-9201,
葛飾区,図書館,＊?水元図書館,葛飾区東水元1-7-3,35.778909,139.867538,JGD2011,03-3627-3111,
葛飾区,図書館,＊?鎌倉図書館,葛飾区鎌倉2-4-5,35.745245,139.875339,JGD2011,03-3650-7741,
葛飾区,図書館,＊?亀有図書館,葛飾区亀有1-17-5都営住宅5号棟1･2階,35.759189,139.846026,JGD2011,03-3690-1901,
葛飾区,図書館,＊?お花茶屋図書館,葛飾区お花茶屋2-1-15,35.751171,139.838706,JGD2011,03-3690-7661,
葛飾区,図書館,＊?立石図書館,葛飾区立石1-9-1,35.737278,139.845693,JGD2011,03-3696-4451,
葛飾区,図書館,＊?上小松図書館,葛飾区東新小岩3-12-1都営住宅1階,35.722978,139.861865,JGD2011,03-3696-7901,
葛飾区,図書館,＊?西水元地区図書館,葛飾区西水元2-2-8西水元あやめ園内,35.784947,139.849061,JGD2011,03-5660-2201,
葛飾区,図書館,＊?四つ木地区図書館,葛飾区四つ木4-8-1よつぎ小学校内,35.736912,139.833968,JGD2011,03-5670-3321,
葛飾区,図書館,＊?青戸地区図書館,葛飾区青戸5-20-6青戸地区ｾﾝﾀｰ内,35.750147,139.854364,JGD2011,03-3838-1273,
葛飾区,図書館,＊?奥戸地区図書館,葛飾区奥戸3-5-1南奥戸小学校内,35.731692,139.860207,JGD2011,03-3696-2781,
葛飾区,図書館,＊?新宿図書サービスコーナー,葛飾区新宿1-5-6新宿憩い交流館内,35.759056,139.858957,JGD2011,03-3607-9105,
葛飾区,図書館,＊?こすげ地区図書館,葛飾区小菅3-8-22こすげ小学校内,35.753796,139.824833,JGD2011,03-3601-3855,
江戸川区,図書館,＊?中央図書館,江戸川区中央3-1-3,35.710543,139.869755,JGD2011,03-3656-6211,
江戸川区,図書館,＊?小岩図書館,江戸川区東小岩3-6-9,35.731285,139.890507,JGD2011,03-3672-0251,
江戸川区,図書館,＊?松江図書館,江戸川区松江2-1-10松江区民プラザﾞ内,35.696903,139.871068,JGD2011,03-3654-7251,
江戸川区,図書館,＊?小松川図書館,江戸川区平井1-11-26,35.701490,139.850902,JGD2011,03-3684-6381,
江戸川区,図書館,＊?篠崎図書館,江戸川区篠崎町7-20-19篠崎文化プラザﾞ内,35.705429,139.902971,JGD2011,03-3670-9102,
江戸川区,図書館,＊?葛西図書館,江戸川区江戸川6-24-1,35.675543,139.870847,JGD2011,03-3687-6811,
江戸川区,図書館,＊?西葛西図書館,江戸川区西葛西5-10-47,35.664834,139.862896,JGD2011,03-5658-0751,
江戸川区,図書館,＊?東葛西図書館,江戸川区東葛西8-22-1,35.654826,139.879604,JGD2011,03-5658-4008,
江戸川区,図書館,＊?東部図書館,江戸川区江戸川2-35-6,35.684078,139.900066,JGD2011,03-5666-1022,
江戸川区,図書館,＊?篠崎子ども図書館,江戸川区篠崎町3-12-10,35.705748,139.912819,JGD2011,03-5664-2011,
江戸川区,図書館,＊?鹿骨コミュニティ図書館,江戸川区鹿骨1-54-2,35.709506,139.889719,JGD2011,03-3678-6891,
江戸川区,図書館,＊?清新町コミュニティ図書館,江戸川区清新町1-2-2,35.658765,139.856031,JGD2011,03-3878-1926,
八王子市,図書館,＊?中央図書館,八王子市千人町3-3-6,35.657252,139.310429,JGD2011,042-664-4321,
八王子市,図書館,＊?生涯学習センター図書館,八王子市東町5-6,35.658531,139.339976,JGD2011,042-648-2233,
八王子市,図書館,＊?南大沢図書館,八王子市南大沢2-27,35.611658,139.379434,JGD2011,042-679-2201,
八王子市,図書館,＊?川口図書館,八王子市川口町3838,35.686523,139.299031,JGD2011,042-654-8448,
