区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
昭島市,公民館,昭島市公民館,昭島市つつじが丘3-7-7,35.713268,139.365662,JGD2011,042-544-1407,
昭島市,青少年施設,青少年交流センター,昭島市昭和町1-6-11,35.711323,139.365646,JGD2011,042-544-1116,
昭島市,図書館,市民図書館,昭島市東町2-6-33,35.704556,139.386047,JGD2011,042-543-1523,
昭島市,図書館,昭島市民図書館つつじが丘分室,昭島市つつじが丘3-1-30,35.714115,139.369476,JGD2011,042-545-5448,
昭島市,図書館,昭島市民図書館やまのかみ分室,昭島市拝島町3-10-3,35.710747,139.334442,JGD2011,042-543-3947,
昭島市,図書館,昭島市民図書館昭和分館,昭島市松原町1-2-25,35.713104,139.357727,JGD2011,042-546-8851,
昭島市,図書館,昭島市民図書館緑分館,昭島市緑町4-13-26,35.713974,139.343887,JGD2011,042-544-8818,
昭島市,その他の施設,やまのかみ会館,昭島市拝島町3-10-3,35.710747,139.334442,JGD2011,042-543-3947,
昭島市,その他の施設,玉川会館,昭島市玉川町3-10-15,35.703720,139.382126,JGD2011,042-543-0755,
昭島市,その他の施設,富士見高原野外活動施設,長野県諏訪郡富士見町立沢字広原1-392,35.954502,138.281616,JGD2011,なし,宿泊
昭島市,その他の施設,昭和分館,昭島市松原町1-2-25,35.713104,139.357727,JGD2011,042-546-8851,
昭島市,その他の施設,大神会館,昭島市大神町3-10-5,35.700539,139.360779,JGD2011,042-544-5550,
昭島市,その他の施設,朝日会館,昭島市朝日町5-6-20,35.704994,139.372787,JGD2011,042-544-7200,
昭島市,その他の施設,拝島会館,昭島市拝島町2-4-13,35.707211,139.342468,JGD2011,042-541-1004,
昭島市,その他の施設,富士見会館,昭島市中神町1282,35.710323,139.382996,JGD2011,042-544-9416,
昭島市,その他の施設,武蔵野会館,昭島市中神町1172-1,35.711452,139.375153,JGD2011,042-500-4320,
昭島市,その他の施設,福島会館,昭島市福島町1-19-1,35.696285,139.380478,JGD2011,042-546-2264,
昭島市,その他の施設,堀向会館,昭島市美堀町2-6-11,35.723099,139.363647,JGD2011,042-543-0755,
昭島市,その他の施設,緑会館,昭島市緑町4-13-26,35.713974,139.343887,JGD2011,042-541-8799,
