区市町村名,学校名,科名,募集人員（男女問わず）(A),最終応募人員(B)／男,最終応募人員(B)／女,最終応募人員(B)／計,最終応募倍率(B/A)
中央,晴海総合,総合,192,73,236,309,1.61
大田,つばさ総合,総合,164,117,106,223,1.36
世田谷,世田谷総合,総合,164,76,136,212,1.29
杉並,杉並総合,総合,164,79,178,257,1.57
北,王子総合,総合,164,113,152,265,1.62
葛飾,葛飾総合,総合,164,81,115,196,1.20
青梅,青梅総合,総合,164,94,109,203,1.24
町田,町田総合,総合,164,64,126,190,1.16
東久留米,東久留米総合,総合,164,118,116,234,1.43
稲城,若葉総合,総合,164,72,175,247,1.51
総合学科計,,,1668,887,1449,2336,1.40
