区市町村名,学校名,科名,募集人員（男女問わず）,入学手続人員／男,入学手続人員／女,入学手続人員／計
世田谷,園芸,園芸,49,14,37,51
世田谷,園芸,食品,25,9,17,26
世田谷,園芸,動物,25,7,19,26
世田谷,園芸,計,99,30,73,103
杉並,農芸,園芸科学,25,11,15,26
杉並,農芸,食品科学,49,18,33,51
杉並,農芸,緑地環境,25,15,11,26
杉並,農芸,計,99,44,59,103
葛飾,農産,園芸ﾃﾞｻﾞｲﾝ,49,25,24,49
葛飾,農産,食品,49,17,33,50
葛飾,農産,計,98,42,57,99
府中,農業,都市園芸,25,12,13,25
府中,農業,食品科学,25,9,17,26
府中,農業,緑地計画,25,20,6,26
府中,農業,計,75,41,36,77
瑞穂,瑞穂農芸,園芸科学,25,9,16,25
瑞穂,瑞穂農芸,畜産科学,25,8,17,25
瑞穂,瑞穂農芸,食品,25,10,15,25
瑞穂,瑞穂農芸,計,75,27,48,75
農業計,,,446,184,273,457
