区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
国分寺市,公民館,もとまち公民館,国分寺市東元町2-3-13,35.692352,139.483459,JGD2011,042-325-4221,
国分寺市,公民館,光公民館,国分寺市光町3-13-19,35.708000,139.442963,JGD2011,042-576-3991,
国分寺市,公民館,並木公民館,国分寺市並木町2-12-3,35.715721,139.453232,JGD2011,042-321-9971,
国分寺市,公民館,本多公民館,国分寺市本多1-7-1,35.705498,139.482574,JGD2011,042-321-0085,
国分寺市,公民館,恋ケ窪公民館,国分寺市西恋ヶ窪4-12-8,35.707253,139.464539,JGD2011,042-324-1926,
国分寺市,図書館,もとまち図書館,国分寺市東元町2-3-13,35.692352,139.483459,JGD2011,042-325-4222,
国分寺市,図書館,光図書館,国分寺市光町3-13-19,35.708000,139.442963,JGD2011,042-576-5907,
国分寺市,図書館,並木図書館,国分寺市並木町2-12-3,35.715721,139.453232,JGD2011,042-321-9972,
国分寺市,図書館,本多図書館,国分寺市本多1-7-1,35.705498,139.482574,JGD2011,042-324-2022,
国分寺市,図書館,本多図書館駅前分館,国分寺市本町4-1-9国分寺本町クリスタルビル4階,35.700802,139.484680,JGD2011,042-324-0505,
国分寺市,図書館,恋ケ窪図書館,国分寺市西恋ｹ窪4-12-8,35.707253,139.464539,JGD2011,042-324-1927,
国分寺市,博物館類似施設,国分寺市民俗資料室,国分寺市本多5-24-11,35.706345,139.484940,JGD2011,042-323-4103,
国分寺市,博物館類似施設,武蔵国分寺跡資料館,国分寺市西元町1-13-10,35.693268,139.473175,JGD2011,042-323-4103,
国分寺市,女性/男女平等推進施設,男女平等推進センター（ライツこくぶんじ）,国分寺市光町1-46-8,35.702618,139.444641,JGD2011,042-573-4378,
国分寺市,その他の施設,いずみホール,国分寺市泉町3-36-12,35.698803,139.465012,JGD2011,042-323-1491,
国分寺市,その他の施設,教育センター（ひかりプラザ）,国分寺市光町1-46-8,35.702618,139.444641,JGD2011,042-573-4370,
国分寺市,その他の施設,文化財資料展示室,国分寺市西元町3-10-17,35.690262,139.471466,JGD2011,042-323-3231,
