区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
立川市,図書館,錦図書館,立川市錦町3-12-25,35.691143,139.416611,JGD2011,042-525-7231,
立川市,図書館,幸図書館,立川市幸町5-83-1,35.725845,139.418884,JGD2011,042-536-8308,
立川市,図書館,高松図書館,立川市高松町3-22-5,35.702965,139.419037,JGD2011,042-527-0015,
立川市,図書館,柴崎図書館,立川市柴崎町1-1-43,35.696419,139.406128,JGD2011,042-525-6177,
立川市,図書館,若葉図書館,立川市若葉町3-34-1,35.720413,139.439346,JGD2011,042-535-8841,
立川市,図書館,上砂図書館,立川市上砂町1-13-1,35.720753,139.388092,JGD2011,042-535-1531,
立川市,図書館,西砂図書館,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,042-531-0432,
立川市,図書館,多摩川図書館,立川市富士見町6-51-1,35.691235,139.393234,JGD2011,042-525-6905,
立川市,図書館,中央図書館,立川市曙町2-36-2,35.702438,139.414093,JGD2011,042-528-6800,
立川市,博物館類似施設,川越道緑地古民家園,立川市幸町4-65,35.725407,139.426544,JGD2011,042-525-0860,
立川市,博物館類似施設,立川市歴史民俗資料館,立川市富士見町3-12-34,35.696888,139.389633,JGD2011,042-525-0860,
立川市,女性/男女平等推進施設,立川市女性総合センター・アイム,立川市曙町2-36-2,35.702438,139.414093,JGD2011,042-528-6801,
立川市,その他の施設,こぶし会館,立川市幸町5-83-1,35.725845,139.418884,JGD2011,042-537-0810,
立川市,その他の施設,こんぴら橋会館,立川市砂川町3-26-1,35.727898,139.399353,JGD2011,042-535-7285,
立川市,その他の施設,さかえ会館,立川市栄町4-6-2,35.711086,139.424942,JGD2011,042-529-6546,
立川市,その他の施設,羽衣中央会館,立川市羽衣町2-26-7,35.694225,139.428238,JGD2011,042-524-8601,
立川市,その他の施設,錦学習館,立川市錦町3-12-25,35.691143,139.416611,JGD2011,042-527-6743,
立川市,その他の施設,幸学習館,立川市幸町2-1-3,35.718868,139.425385,JGD2011,042-534-3076,
立川市,その他の施設,高松会館,立川市高松町2-25-26,35.704758,139.419601,JGD2011,042-528-1080,
立川市,その他の施設,高松学習館,立川市高松町3-22-5,35.702965,139.419037,JGD2011,042-527-0014,
立川市,その他の施設,砂川学習館,立川市砂川町1-52-7,35.723061,139.403229,JGD2011,042-535-5959,
立川市,その他の施設,柴崎会館,立川市柴崎町1-16-3,35.692467,139.407089,JGD2011,042-529-1081,
立川市,その他の施設,柴崎学習館,立川市柴崎町1-1-43,35.696419,139.406128,JGD2011,042-524-2773,
立川市,その他の施設,若葉会館,立川市若葉町3-34-1,35.720413,139.439346,JGD2011,042-535-3473,
立川市,その他の施設,上砂会館,立川市上砂町1-31-1,35.717789,139.391754,JGD2011,042-535-2541,
立川市,その他の施設,西砂会館,立川市西砂町5-11-13,35.731682,139.360687,JGD2011,042-531-0066,
立川市,その他の施設,西砂学習館,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,042-531-0431,
立川市,その他の施設,滝ノ上会館,立川市富士見町4-16-10,35.695988,139.398514,JGD2011,042-527-8762,
立川市,その他の施設,天王橋会館,立川市一番町3-6-1,35.728310,139.381058,JGD2011,042-531-4448,
