区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
八王子市,青少年施設,八王子市姫木平自然の家,長野県小県郡長和町大門3515-29,36.220600,138.250427,JGD2011,0268-69-2417,宿泊
八王子市,図書館,川口図書館,八王子市川口町3838,35.686192,139.299438,JGD2011,042-654-8448,
八王子市,図書館,生涯学習センター図書館,八王子市東町5-6,35.658562,139.339798,JGD2011,042-648-2233,
八王子市,図書館,中央図書館,八王子市千人町3-3-6,35.657448,139.310745,JGD2011,042-664-4321,
八王子市,図書館,由井市民センターみなみ野図書館,八王子市みなみ野1-7-1片柳学園第3学生会館2階,35.632492,139.327103,JGD2011,042-637-3150,
八王子市,図書館,北野市民センター図書館,八王子市北野町545-3きたのタウンビル7階,35.645630,139.354843,JGD2011,042-642-1350,
八王子市,図書館,南大沢図書館,八王子市南大沢2-27,35.611881,139.379471,JGD2011,042-679-2201,
八王子市,図書館,恩方市民センター図書館,八王子市西寺方町260-4恩方市民センター内,35.674686,139.267746,JGD2011,042-651-6211,
八王子市,博物館,八王子市郷土資料館,八王子市上野町33,35.655827,139.326447,JGD2011,042-622-8939,登録
八王子市,博物館類似施設,コニカミノルタサイエンスドーム(八王子市こども科学館),八王子市大横町9-13,35.665127,139.328033,JGD2011,042-624-3311,
八王子市,生涯学習センター,八王子市生涯学習センター,八王子市東町5-6クリエイトホール内,35.658562,139.339798,JGD2011,042-648-2231,
八王子市,生涯学習センター,八王子市生涯学習センター川口分館,八王子市川口町3838,35.686192,139.299438,JGD2011,042-654-8450,
八王子市,生涯学習センター,八王子市生涯学習センター南大沢分館,八王子市南大沢2-27,35.611881,139.379471,JGD2011,042-679-2208,
八王子市,その他の施設,八王子城跡ガイダンス施設,八王子市元八王子町3-2664-2,35.657169,139.260193,JGD2011,042-663-2800,
八王子市,その他の施設,八王子市絹の道資料館,八王子市鑓水989-2,35.618607,139.355835,JGD2011,042-676-4064,
