区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
港区,生涯学習センター,＊?生涯学習センター,港区新橋3-16-3,35.665582,139.757069,JGD2011,03-3431-1606,
港区,生涯学習センター,＊?青山生涯学習館,港区南青山4-18-17,35.663546,139.717009,JGD2011,03-3470-4584,
台東区,生涯学習センター,＊?台東区生涯学習センター,台東区西浅草3-25-16,35.717295,139.789885,JGD2011,03-5246-5811,
台東区,生涯学習センター,＊?台東区生涯学習センター??学習館,台東区西浅草3-25-16,35.717284,139.789931,JGD2011,03-5246-5812,
墨田区,生涯学習センター,＊?すみだ生涯学習センター（ユートリヤ）,墨田区東向島2-38-7,35.721048,139.818446,JGD2011,03-5247-2001,
墨田区,生涯学習センター,＊?すみだ生涯学習センター別館,墨田区東向島2-28-5,35.719009,139.817010,JGD2011,03-3612-6120,
荒川区,生涯学習センター,＊?荒川区立生涯学習センター,荒川区荒川3-49-1,35.734873,139.779837,JGD2011,03-3802-2332,
板橋区,生涯学習センター,＊?大原生涯学習センター,板橋区大原町5-18,35.769703,139.700118,JGD2011,03-3969-0401,
板橋区,生涯学習センター,＊?成増生涯学習センター,板橋区成増1-12-4,35.774660,139.632770,JGD2011,03-3975-9706,
練馬区,生涯学習センター,＊?生涯学習センター,練馬区豊玉北6-8-1,35.734202,139.651886,JGD2011,03-3991-1667,
練馬区,生涯学習センター,＊?生涯学習センター分館,練馬区高野台2-25-1,35.748057,139.621158,JGD2011,03-3904-4881,
足立区,生涯学習センター,＊?生涯学習センター,足立区千住5-13-5,35.756577,139.802512,JGD2011,03-5813-3730,
八王子市,生涯学習センター,＊?八王子市生涯学習センター,八王子市東町5-6クリエイトホール内,35.658531,139.339976,JGD2011,042-648-2231,
八王子市,生涯学習センター,＊?八王子市生涯学習センター川口分館,八王子市川口町3838,35.686523,139.299031,JGD2011,042-654-8450,
八王子市,生涯学習センター,＊?八王子市生涯学習センター南大沢分館,八王子市南大沢2-27,35.611658,139.379434,JGD2011,042-679-2208,
三鷹市,生涯学習センター,＊?生涯学習センター（三鷹中央防災公園・元気創造プラザ??４階）,三鷹市新川6-37-1,35.681730,139.561673,JGD2011,0422-49-2521,
府中市,生涯学習センター,＊?府中市生涯学習センター,府中市浅間町1-7,35.679002,139.496450,JGD2011,042-336-5700,宿泊
調布市,生涯学習センター,＊?調布市文化会館たづくり,調布市小島町2-33-1,35.650998,139.541309,JGD2011,042-441-6111,
町田市,生涯学習センター,＊?町田市生涯学習センター,町田市原町田6-8-1,35.542981,139.447266,JGD2011,042-728-0071,
清瀬市,生涯学習センター,＊?清瀬市生涯学習センター,清瀬市元町1-2-11アミューｰ5～7階,35.772216,139.521175,JGD2011,042-495-7001,
東久留米市,生涯学習センター,＊?東久留米市立生涯学習センター,東久留米市中央町2-6-23,35.755517,139.522346,JGD2011,042-473-7811,
羽村市,生涯学習センター,＊?生涯学習センターゆとろぎ,羽村市緑ヶ丘1-11-5,35.763908,139.316152,JGD2011,042-570-0707,
瑞穂町,生涯学習センター,＊?瑞穂町生涯学習センター,瑞穂町箱根ｹ崎2287,35.769284,139.352739,JGD2011,042-568-0050,
,,,,,,,,施設名の前に＊印のあるものは、各施設関連情報掲載サイトへのリンクがあります。
