区市町村名,学校名,科名,募集人員（男女問わず）,１日目の応募人員／男,１日目の応募人員／女,１日目の応募人員／計,１日目の応募倍率
中央,晴海総合,総合,192,79,238,317,1.65
大田,つばさ総合,総合,164,113,100,213,1.30
世田谷,世田谷総合,総合,164,73,134,207,1.26
杉並,杉並総合,総合,164,81,174,255,1.55
北,王子総合,総合,164,116,154,270,1.65
葛飾,葛飾総合,総合,164,78,104,182,1.11
青梅,青梅総合,総合,164,85,106,191,1.16
町田,町田総合,総合,164,50,109,159,0.97
東久留米,東久留米総合,総合,164,117,114,231,1.41
稲城,若葉総合,総合,164,76,183,259,1.58
総合学科計,,,1668,868,1416,2284,1.37
