年度（平成）,そう思う。（％）,どちらかと言えばそう思う。（％）,どちらかと言えばそう思わない。（％）,そう思わない。（％）
26,37.7,50.9,10.2,1.2
27,34.9,56.6,5.4,3.0
28,47.3,44.9,6.6,1.2
注）回答数168,,,,
