区市町村名,学校名,科名,募集人員（男女問わず）(A),応募人員(B)（３月２３日）／男,応募人員(B)（３月２３日）／男／内成人,応募人員(B)（３月２３日）／女,応募人員(B)（３月２３日）／女／内成人,応募人員(B)（３月２３日）／計,応募人員(B)（３月２３日）／計／内成人,取下げ人員(C)（３月２４日）／男,取下げ人員(C)（３月２４日）／男／内成人,取下げ人員(C)（３月２４日）／女,取下げ人員(C)（３月２４日）／女／内成人,取下げ人員(C)（３月２４日）／計,取下げ人員(C)（３月２４日）／計／内成人,再提出人員(D)（３月２７日）／男,再提出人員(D)（３月２７日）／男／内成人,再提出人員(D)（３月２７日）／女,再提出人員(D)（３月２７日）／女／内成人,再提出人員(D)（３月２７日）／計,再提出人員(D)（３月２７日）／計／内成人,最終応募人員(E)（３月２７日）／男,最終応募人員(E)（３月２７日）／男／内成人,最終応募人員(E)（３月２７日）／女,最終応募人員(E)（３月２７日）／女／内成人,最終応募人員(E)（３月２７日）／計,最終応募人員(E)（３月２７日）／計／内成人,最終応募倍率(E/A)
青梅,青梅総合,総合学科,66,35,－,18,－,53,－,0,－,0,－,0,－,1,－,0,－,1,－,36,－,18,－,54,－,0.82
東久留米,東久留米総合,総合学科,26,15,－,7,－,22,－,0,－,0,－,0,－,0,－,0,－,0,－,15,－,7,－,22,－,0.85
総合学科計,,,92,50,－,25,－,75,－,0,－,0,－,0,－,1,－,0,－,1,－,51,－,25,－,76,－,0.83
